city,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Cairo,2025-04-07 17:00:00,3.0,121.37,0.05,1.5,120.27,2.91,18.45,74.89,10.57
Cairo,2025-04-07 18:00:00,3.0,123.28,0.02,2.56,114.24,3.11,18.94,78.3,14.08
Cairo,2025-04-07 19:00:00,3.0,128.15,0.0,4.04,107.42,3.8,19.39,78.58,19.41
Cairo,2025-04-07 20:00:00,3.0,133.83,0.0,5.17,101.87,4.58,19.75,76.9,23.45
Cairo,2025-04-07 21:00:00,3.0,135.29,0.0,5.55,94.42,4.69,19.74,74.47,25.26
Cairo,2025-04-07 22:00:00,3.0,133.01,0.0,5.56,87.73,3.92,20.12,75.94,25.32
Cairo,2025-04-07 23:00:00,3.0,129.16,0.0,5.72,83.25,2.92,21.03,79.86,23.79
Cairo,2025-04-08 00:00:00,3.0,125.92,0.0,5.63,79.55,2.22,21.93,84.19,21.84
Cairo,2025-04-08 01:00:00,3.0,125.13,0.0,5.21,77.31,2.12,22.87,87.78,21.68
Cairo,2025-04-08 02:00:00,3.0,124.6,0.0,4.62,76.19,2.32,23.49,90.07,21.92
Cairo,2025-04-08 03:00:00,3.0,124.46,0.0,4.17,75.81,2.54,23.65,90.51,23.13
Cairo,2025-04-08 04:00:00,3.0,124.7,0.0,3.93,75.06,2.73,23.55,89.04,25.47
Cairo,2025-04-08 05:00:00,3.0,125.2,0.0,3.79,74.09,2.87,23.41,87.96,27.19
Cairo,2025-04-08 06:00:00,3.0,124.98,0.0,3.81,72.99,3.03,23.29,88.14,28.16
Cairo,2025-04-08 07:00:00,3.0,125.62,0.08,4.5,72.91,3.35,23.48,90.05,28.6
Cairo,2025-04-08 08:00:00,3.0,125.48,0.48,4.12,73.72,3.52,23.74,93.03,27.77
Cairo,2025-04-08 09:00:00,3.0,123.33,0.73,3.23,77.61,3.34,23.9,96.31,24.96
Cairo,2025-04-08 10:00:00,3.0,119.2,0.63,2.35,84.7,2.93,23.62,97.23,21.07
Cairo,2025-04-08 11:00:00,3.0,114.62,0.42,1.61,94.74,2.32,23.54,99.42,16.23
Cairo,2025-04-08 12:00:00,4.0,107.52,0.19,0.75,100.88,0.82,23.77,117.3,5.52
Cairo,2025-04-08 13:00:00,4.0,103.74,0.12,0.48,97.38,0.4,23.82,123.28,2.93
Cairo,2025-04-08 14:00:00,4.0,101.75,0.1,0.42,94.13,0.29,25.07,134.69,2.31
Cairo,2025-04-08 15:00:00,4.0,101.73,0.07,0.42,91.28,0.26,28.24,158.8,2.27
Cairo,2025-04-08 16:00:00,4.0,100.89,0.06,0.47,87.76,0.28,30.34,172.51,2.79
Cairo,2025-04-08 17:00:00,4.0,100.8,0.04,0.58,84.68,0.3,30.9,172.09,3.38
Cairo,2025-04-08 18:00:00,4.0,102.47,0.01,0.73,83.09,0.39,32.49,176.51,4.3
Cairo,2025-04-08 19:00:00,4.0,106.45,0.0,0.85,83.62,0.63,35.4,187.59,5.84
Cairo,2025-04-08 20:00:00,4.0,114.84,0.0,1.21,91.84,1.03,36.74,186.13,8.0
Cairo,2025-04-08 21:00:00,4.0,122.49,0.0,1.59,104.77,3.63,36.25,163.89,10.51
Cairo,2025-04-08 22:00:00,4.0,131.71,0.0,2.34,113.12,10.04,35.88,141.66,13.39
Cairo,2025-04-08 23:00:00,4.0,140.0,0.0,3.58,110.34,17.15,34.15,123.84,16.43
Cairo,2025-04-09 00:00:00,4.0,143.98,0.0,4.7,99.23,21.25,30.52,104.91,19.09
Cairo,2025-04-09 01:00:00,3.0,148.85,0.0,5.48,90.58,21.72,28.12,90.16,21.55
Cairo,2025-04-09 02:00:00,3.0,150.57,0.0,5.59,85.05,18.93,25.88,78.77,23.34
Cairo,2025-04-09 03:00:00,3.0,147.98,0.0,5.02,81.74,14.27,23.17,70.14,23.6
Cairo,2025-04-09 04:00:00,3.0,146.39,0.0,4.32,81.35,10.26,21.35,66.1,22.79
Cairo,2025-04-09 05:00:00,3.0,144.79,0.0,3.73,80.97,7.34,20.09,64.0,19.16
Cairo,2025-04-09 06:00:00,3.0,142.35,0.0,3.36,78.57,5.45,18.73,61.64,15.43
Cairo,2025-04-09 07:00:00,3.0,140.7,0.05,3.54,76.47,4.43,17.12,59.63,13.79
Cairo,2025-04-09 08:00:00,3.0,139.59,0.28,3.44,76.23,3.78,15.51,57.89,12.52
Cairo,2025-04-09 09:00:00,3.0,137.62,0.5,2.89,80.64,3.49,13.9,55.32,11.34
Cairo,2025-04-09 10:00:00,3.0,135.06,0.47,2.14,89.4,3.49,12.85,51.64,10.29
Cairo,2025-04-09 11:00:00,2.0,133.05,0.35,1.51,98.99,3.81,12.61,48.52,9.27
Cairo,2025-04-09 12:00:00,3.0,131.49,0.22,0.99,108.39,4.1,12.77,48.17,7.67
Cairo,2025-04-09 13:00:00,3.0,128.27,0.16,0.74,113.57,4.23,12.97,48.6,6.58
Cairo,2025-04-09 14:00:00,3.0,126.9,0.13,0.69,117.14,4.63,13.71,50.07,6.29
Cairo,2025-04-09 15:00:00,3.0,126.13,0.11,0.7,119.17,4.76,14.07,49.96,5.68
Cairo,2025-04-09 16:00:00,3.0,123.06,0.08,0.68,113.37,3.78,12.2,43.72,4.68
Cairo,2025-04-09 17:00:00,3.0,120.79,0.06,0.72,106.46,2.79,10.04,36.82,4.13
Cairo,2025-04-09 18:00:00,3.0,121.42,0.02,1.12,100.47,2.2,8.46,31.88,6.06
Cairo,2025-04-09 19:00:00,2.0,122.85,0.0,1.47,95.58,1.92,7.29,28.59,8.92
Cairo,2025-04-09 20:00:00,2.0,124.28,0.0,1.48,92.7,1.72,6.47,26.91,10.48
Cairo,2025-04-09 21:00:00,2.0,125.14,0.0,1.36,91.55,1.8,6.09,26.62,11.33
Cairo,2025-04-09 22:00:00,2.0,129.14,0.0,1.39,94.19,2.68,6.76,30.98,11.12
Cairo,2025-04-09 23:00:00,2.0,135.08,0.0,1.72,97.33,4.26,8.51,40.8,10.35
Cairo,2025-04-10 00:00:00,3.0,137.59,0.0,1.87,98.01,5.54,10.3,51.64,8.33
Cairo,2025-04-10 01:00:00,2.0,140.44,0.0,1.89,98.07,5.91,9.65,44.02,8.46
Cairo,2025-04-10 02:00:00,2.0,141.94,0.0,1.79,98.12,5.79,8.8,34.3,8.52
Cairo,2025-04-10 03:00:00,2.0,141.2,0.0,1.61,97.43,5.26,8.45,30.55,8.21
Cairo,2025-04-10 04:00:00,2.0,140.94,0.0,1.41,97.86,4.42,8.31,29.65,7.94
Cairo,2025-04-10 05:00:00,2.0,141.22,0.0,1.23,98.53,3.6,7.73,28.51,7.64
Cairo,2025-04-10 06:00:00,2.0,139.97,0.0,1.11,98.61,2.92,6.79,26.49,7.38
Cairo,2025-04-10 07:00:00,3.0,138.83,0.04,1.01,101.16,2.2,5.25,22.22,6.77
Cairo,2025-04-10 08:00:00,3.0,137.42,0.12,0.77,105.12,1.56,4.03,18.72,5.82
Cairo,2025-04-10 09:00:00,3.0,133.85,0.11,0.48,111.68,1.06,3.03,14.73,3.69
Cairo,2025-04-10 10:00:00,3.0,130.86,0.09,0.36,115.43,0.9,2.76,13.55,3.19
Cairo,2025-04-10 11:00:00,3.0,128.44,0.08,0.29,117.52,0.82,2.74,13.51,3.06
Cairo,2025-04-10 12:00:00,3.0,128.22,0.07,0.25,119.39,0.74,2.75,13.51,2.97
Cairo,2025-04-10 13:00:00,3.0,126.7,0.07,0.24,119.44,0.68,2.68,13.14,2.93
Cairo,2025-04-10 14:00:00,3.0,125.72,0.07,0.27,119.48,0.68,2.66,12.87,2.95
Cairo,2025-04-10 15:00:00,3.0,127.07,0.07,0.32,121.52,0.71,2.7,12.73,2.93
Cairo,2025-04-10 16:00:00,3.0,127.51,0.08,0.39,121.9,0.81,2.79,12.65,2.98
Cairo,2025-04-10 17:00:00,3.0,128.23,0.07,0.53,122.27,0.99,3.01,12.81,3.12
Cairo,2025-04-10 18:00:00,3.0,129.99,0.03,0.8,122.43,1.35,3.41,13.87,3.72
Cairo,2025-04-10 19:00:00,3.0,132.02,0.0,1.0,122.36,1.89,4.09,16.92,4.77
Cairo,2025-04-10 20:00:00,3.0,133.79,0.0,1.03,122.75,2.44,4.8,21.14,5.66
Cairo,2025-04-10 21:00:00,3.0,134.02,0.0,1.08,121.36,2.92,5.07,23.2,6.91
Cairo,2025-04-10 22:00:00,3.0,135.69,0.0,1.16,120.96,3.3,4.85,22.39,8.26
Cairo,2025-04-10 23:00:00,3.0,136.55,0.0,1.21,121.01,3.38,4.27,19.79,9.04
Cairo,2025-04-11 00:00:00,3.0,135.06,0.0,1.19,118.34,3.08,3.66,17.25,9.88
Cairo,2025-04-11 01:00:00,3.0,135.04,0.0,1.18,116.92,2.8,3.34,16.21,11.47
Cairo,2025-04-11 02:00:00,3.0,135.84,0.0,1.23,114.79,2.85,3.31,16.54,13.16
Cairo,2025-04-11 03:00:00,3.0,137.17,0.0,1.6,108.39,2.73,3.62,17.46,20.36
Cairo,2025-04-11 04:00:00,2.0,139.31,0.0,2.11,99.58,2.26,4.21,19.42,31.59
Cairo,2025-04-11 05:00:00,2.0,141.72,0.0,2.56,90.99,1.93,4.93,22.54,39.17
Cairo,2025-04-11 06:00:00,2.0,143.36,0.0,3.08,82.94,1.91,5.72,26.34,43.18
Cairo,2025-04-11 07:00:00,2.0,145.86,0.24,3.63,78.55,2.43,6.44,30.46,46.28
Cairo,2025-04-11 08:00:00,2.0,147.25,0.77,3.21,80.06,3.04,7.37,35.21,41.45
Cairo,2025-04-11 09:00:00,2.0,142.96,0.54,1.81,99.76,3.52,8.36,38.93,23.19
Cairo,2025-04-11 10:00:00,3.0,138.23,0.26,0.9,113.1,2.8,7.84,36.33,14.52
Cairo,2025-04-11 11:00:00,3.0,134.08,0.14,0.48,118.18,1.82,5.87,29.66,8.88
Cairo,2025-04-11 12:00:00,3.0,132.07,0.08,0.28,119.46,0.95,4.05,20.1,4.24
Cairo,2025-04-11 13:00:00,3.0,128.97,0.06,0.25,116.99,0.61,3.25,15.1,2.98
Cairo,2025-04-11 14:00:00,3.0,126.95,0.06,0.26,114.31,0.51,3.37,15.44,2.38
Cairo,2025-04-11 15:00:00,3.0,127.88,0.04,0.3,113.27,0.48,4.47,22.66,2.03
Cairo,2025-04-11 16:00:00,3.0,128.55,0.03,0.36,111.78,0.48,5.95,33.57,2.09
Cairo,2025-04-11 17:00:00,3.0,129.48,0.01,0.45,110.98,0.49,7.39,44.14,2.29
Cairo,2025-04-11 18:00:00,3.0,131.17,0.01,0.59,110.84,0.54,8.14,49.12,2.85
Cairo,2025-04-11 19:00:00,3.0,131.78,0.0,0.75,109.3,0.62,7.68,45.39,3.83
Cairo,2025-04-11 20:00:00,3.0,131.59,0.0,0.84,107.06,0.68,6.95,40.42,4.82
Cairo,2025-04-11 21:00:00,3.0,130.72,0.0,0.94,104.68,0.76,5.99,34.15,6.38
Cairo,2025-04-11 22:00:00,3.0,132.4,0.0,1.14,104.01,0.95,5.36,29.76,8.66
Cairo,2025-04-11 23:00:00,3.0,134.62,0.0,1.32,104.02,1.12,5.03,27.25,10.81
Cairo,2025-04-12 00:00:00,3.0,134.55,0.0,1.47,101.58,1.15,4.93,26.07,13.99
Cairo,2025-04-12 01:00:00,2.0,135.43,0.0,1.59,99.26,1.1,5.11,26.5,18.45
Cairo,2025-04-12 02:00:00,2.0,136.03,0.0,1.66,96.7,1.05,5.39,27.72,20.27
Cairo,2025-04-12 03:00:00,2.0,135.74,0.0,1.88,90.54,0.91,5.71,28.71,22.76
Cairo,2025-04-12 04:00:00,2.0,137.01,0.0,2.23,83.14,0.8,6.13,30.2,26.37
Cairo,2025-04-12 05:00:00,2.0,138.0,0.0,2.56,76.19,0.77,6.66,32.69,30.15
Cairo,2025-04-12 06:00:00,2.0,138.79,0.0,2.94,69.82,0.88,7.26,35.89,34.8
Cairo,2025-04-12 07:00:00,2.0,140.17,0.25,3.33,65.94,1.29,7.86,39.64,38.81
Cairo,2025-04-12 08:00:00,2.0,142.1,0.86,3.03,66.05,1.72,8.72,44.1,42.97
Cairo,2025-04-12 09:00:00,2.0,134.83,0.31,1.13,97.82,1.78,8.5,47.48,16.45
Cairo,2025-04-12 10:00:00,3.0,131.5,0.17,0.59,106.44,1.67,8.45,48.09,12.51
Cairo,2025-04-12 11:00:00,3.0,129.55,0.11,0.39,109.65,1.57,8.78,48.67,11.8
Cairo,2025-04-12 12:00:00,3.0,129.24,0.08,0.29,112.16,1.25,7.86,42.15,9.42
Cairo,2025-04-12 13:00:00,3.0,127.61,0.07,0.25,111.67,0.92,6.98,36.52,7.27
Cairo,2025-04-12 14:00:00,3.0,126.52,0.07,0.24,110.73,0.73,7.02,36.52,5.86
Cairo,2025-04-12 15:00:00,3.0,127.67,0.06,0.25,110.57,0.56,7.57,39.34,4.46
Cairo,2025-04-12 16:00:00,3.0,126.81,0.05,0.29,108.46,0.47,8.31,43.58,3.86
Cairo,2025-04-12 17:00:00,3.0,125.42,0.04,0.37,106.37,0.44,8.89,47.38,3.8
Cairo,2025-04-12 18:00:00,3.0,127.33,0.03,1.0,103.03,0.73,9.58,50.77,10.51
Cairo,2025-04-12 19:00:00,3.0,130.72,0.0,2.02,97.27,1.29,10.08,51.86,20.61
Cairo,2025-04-12 20:00:00,3.0,135.2,0.0,3.2,91.93,1.91,10.23,50.42,28.76
Cairo,2025-04-12 21:00:00,2.0,139.86,0.0,4.59,85.79,2.42,9.78,45.92,34.35
Cairo,2025-04-12 22:00:00,2.0,147.11,0.0,5.93,82.31,2.88,9.23,41.51,37.84
Cairo,2025-04-12 23:00:00,2.0,156.0,0.0,7.16,79.49,3.32,9.29,38.95,39.79
Cairo,2025-04-13 00:00:00,2.0,163.97,0.0,7.73,79.03,4.15,10.47,39.53,38.35
Cairo,2025-04-13 01:00:00,2.0,171.04,0.0,7.89,81.63,6.05,12.72,41.98,35.46
Cairo,2025-04-13 02:00:00,2.0,176.53,0.0,7.98,84.48,8.47,15.9,44.58,33.04
Cairo,2025-04-13 03:00:00,2.0,176.53,0.0,7.53,86.6,10.32,19.03,46.98,31.0
Cairo,2025-04-13 04:00:00,2.0,174.8,0.0,6.93,86.12,10.23,21.15,49.37,32.32
Cairo,2025-04-13 05:00:00,3.0,171.43,0.0,6.25,84.7,9.32,22.11,51.75,33.31
Cairo,2025-04-13 06:00:00,3.0,166.03,0.0,5.69,82.39,8.41,21.75,53.33,32.83
Cairo,2025-04-13 07:00:00,3.0,161.91,0.32,6.3,82.24,8.35,20.4,54.75,32.6
Cairo,2025-04-13 08:00:00,3.0,159.45,1.11,5.21,84.19,8.82,19.21,55.92,31.22
Cairo,2025-04-13 09:00:00,3.0,156.2,1.32,4.0,91.35,9.14,19.07,56.27,28.24
Cairo,2025-04-13 10:00:00,3.0,147.87,0.77,2.27,105.7,8.08,18.58,51.38,22.03
Cairo,2025-04-13 11:00:00,3.0,138.55,0.28,0.96,118.75,6.19,16.03,42.95,15.77
Cairo,2025-04-13 12:00:00,3.0,129.2,0.1,0.39,118.31,3.53,7.82,25.38,7.0
Cairo,2025-04-13 13:00:00,3.0,124.88,0.07,0.3,112.76,2.41,5.71,19.38,4.14
Cairo,2025-04-13 14:00:00,3.0,123.51,0.05,0.31,108.83,1.78,4.94,17.9,3.01
Cairo,2025-04-13 15:00:00,3.0,124.96,0.03,0.33,107.11,1.18,4.84,20.67,2.28
Cairo,2025-04-13 16:00:00,3.0,126.3,0.03,0.34,107.12,0.81,5.57,26.09,2.02
Cairo,2025-04-13 17:00:00,3.0,127.38,0.02,0.39,108.73,0.76,7.22,35.55,2.02
Cairo,2025-04-13 18:00:00,3.0,127.35,0.01,0.5,109.84,0.86,8.82,45.06,2.42
Cairo,2025-04-13 19:00:00,3.0,126.74,0.0,0.57,109.55,1.03,8.88,45.52,3.26
Cairo,2025-04-13 20:00:00,3.0,126.11,0.0,0.6,108.56,1.16,7.63,39.26,4.06
Cairo,2025-04-13 21:00:00,3.0,125.8,0.0,0.63,106.44,1.23,5.85,30.42,4.98
Cairo,2025-04-13 22:00:00,3.0,128.22,0.0,0.69,105.5,1.31,4.61,24.38,5.93
Cairo,2025-04-13 23:00:00,3.0,131.21,0.0,0.75,104.78,1.37,3.89,20.61,6.62
Cairo,2025-04-14 00:00:00,3.0,131.42,0.0,0.73,102.13,1.32,3.66,19.2,7.08
Cairo,2025-04-14 01:00:00,3.0,132.94,0.0,0.72,100.58,1.33,3.86,20.01,7.72
Cairo,2025-04-14 02:00:00,2.0,134.18,0.0,0.71,99.73,1.38,4.22,21.61,8.33
Cairo,2025-04-14 03:00:00,2.0,133.96,0.0,0.71,98.08,1.39,4.57,22.99,8.58
Cairo,2025-04-14 04:00:00,2.0,135.0,0.0,0.77,96.82,1.44,5.04,24.94,9.53
Cairo,2025-04-14 05:00:00,2.0,136.33,0.0,0.89,95.33,1.53,5.66,27.42,10.41
Cairo,2025-04-14 06:00:00,2.0,137.12,0.0,1.09,93.88,1.81,6.24,29.74,11.52
Cairo,2025-04-14 07:00:00,2.0,138.47,0.08,1.42,93.68,2.55,6.78,31.91,13.16
Cairo,2025-04-14 08:00:00,2.0,139.55,0.3,1.54,95.83,3.7,7.32,33.61,13.68
Cairo,2025-04-14 09:00:00,3.0,139.55,0.39,1.4,102.73,4.84,8.18,34.49,12.0
Cairo,2025-04-14 10:00:00,3.0,137.12,0.3,1.03,111.24,4.91,8.5,32.74,10.78
Cairo,2025-04-14 11:00:00,3.0,134.17,0.2,0.7,118.48,4.46,8.07,29.84,9.57
Cairo,2025-04-14 12:00:00,3.0,133.54,0.14,0.51,123.69,3.77,7.02,25.03,7.64
Cairo,2025-04-14 13:00:00,3.0,131.44,0.12,0.46,125.54,3.16,6.36,21.87,6.8
Cairo,2025-04-14 14:00:00,3.0,129.88,0.12,0.48,126.9,2.72,6.0,20.38,6.65
Cairo,2025-04-14 15:00:00,3.0,130.14,0.12,0.54,129.38,2.45,5.71,19.35,6.38
Cairo,2025-04-14 16:00:00,3.0,129.82,0.11,0.62,129.78,2.35,5.67,19.48,6.15
Cairo,2025-04-14 17:00:00,3.0,130.02,0.09,0.77,129.72,2.39,5.88,20.4,6.05
Cairo,2025-04-14 18:00:00,3.0,131.98,0.05,1.43,127.07,2.76,6.42,22.55,9.92
Cairo,2025-04-14 19:00:00,3.0,134.37,0.0,2.17,121.82,3.35,7.11,25.06,15.89
Cairo,2025-04-14 20:00:00,3.0,136.24,0.0,2.47,117.24,3.77,7.63,26.75,19.78
Cairo,2025-04-14 21:00:00,3.0,136.65,0.0,2.5,113.91,3.86,7.95,27.77,22.0
Cairo,2025-04-14 22:00:00,3.0,138.01,0.0,2.38,113.67,3.88,8.22,28.58,21.85
Cairo,2025-04-14 23:00:00,3.0,139.11,0.0,2.23,114.6,4.18,8.47,29.92,19.47
Cairo,2025-04-15 00:00:00,3.0,139.66,0.0,2.18,113.42,4.96,8.67,32.05,16.45
Cairo,2025-04-15 01:00:00,3.0,142.93,0.0,2.44,110.12,5.75,9.24,34.82,18.3
Cairo,2025-04-15 02:00:00,3.0,145.67,0.0,2.68,106.32,6.45,10.32,37.87,20.45
Cairo,2025-04-15 03:00:00,3.0,147.21,0.0,2.85,100.75,6.92,11.64,40.61,21.93
Cairo,2025-04-15 04:00:00,2.0,149.17,0.0,3.05,96.49,7.27,13.44,43.63,22.73
Cairo,2025-04-15 05:00:00,2.0,152.25,0.0,3.37,91.96,7.64,15.72,46.94,22.1
Cairo,2025-04-15 06:00:00,3.0,155.03,0.0,3.99,86.54,8.47,18.38,50.23,21.35
Cairo,2025-04-15 07:00:00,3.0,158.04,0.29,5.27,84.01,10.34,20.7,53.67,22.06
Cairo,2025-04-15 08:00:00,3.0,158.84,1.01,4.81,86.21,12.72,22.17,56.41,21.19
Cairo,2025-04-15 09:00:00,3.0,156.59,1.13,3.63,94.33,14.24,23.28,57.98,17.2
Cairo,2025-04-15 10:00:00,3.0,152.42,0.72,2.24,106.15,13.18,25.33,59.2,14.71
Cairo,2025-04-15 11:00:00,3.0,147.75,0.32,1.14,118.76,11.71,26.64,59.37,13.02
Cairo,2025-04-15 12:00:00,3.0,141.64,0.16,0.6,125.1,9.5,22.04,50.25,10.42
Cairo,2025-04-15 13:00:00,3.0,136.51,0.12,0.47,125.51,7.76,17.22,42.3,9.26
Cairo,2025-04-15 14:00:00,3.0,133.29,0.12,0.49,126.38,6.75,14.62,38.43,8.68
Cairo,2025-04-15 15:00:00,3.0,130.81,0.11,0.54,127.42,5.82,13.42,36.12,7.54
Cairo,2025-04-15 16:00:00,3.0,127.45,0.11,0.62,126.34,5.04,12.29,34.6,6.85
Cairo,2025-04-15 17:00:00,3.0,125.69,0.1,0.81,124.82,4.46,11.37,33.52,6.55
Cairo,2025-04-15 18:00:00,3.0,126.27,0.04,1.39,122.59,4.31,10.99,33.63,8.31
Cairo,2025-04-15 19:00:00,3.0,128.13,0.0,2.02,120.1,4.56,11.24,34.72,11.24
