city,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Cairo,2025-03-03 22:00:00,2.0,293.73,0.0,20.05,81.54,35.76,8.81,16.47,16.21
Cairo,2025-03-03 23:00:00,2.0,297.07,0.0,20.73,77.25,33.86,9.46,17.38,15.83
Cairo,2025-03-04 00:00:00,2.0,287.06,0.0,19.54,75.82,30.28,9.71,17.57,15.83
Cairo,2025-03-04 01:00:00,2.0,277.04,0.0,17.14,75.1,27.18,9.61,17.53,15.96
Cairo,2025-03-04 02:00:00,2.0,270.37,0.0,15.25,73.67,24.56,9.55,17.73,14.57
Cairo,2025-03-04 03:00:00,2.0,270.37,0.0,15.42,67.95,22.41,10.01,18.12,13.43
Cairo,2025-03-04 04:00:00,2.0,277.04,0.0,17.14,60.08,20.03,10.46,18.27,11.65
Cairo,2025-03-04 05:00:00,2.0,283.72,0.0,19.88,52.21,18.84,10.89,18.54,9.25
Cairo,2025-03-04 06:00:00,2.0,297.07,0.01,24.33,43.27,19.55,11.4,19.34,8.04
Cairo,2025-03-04 07:00:00,2.0,340.46,0.42,37.01,29.33,27.42,12.83,21.15,8.74
Cairo,2025-03-04 08:00:00,2.0,407.22,10.51,43.87,25.03,39.1,15.0,23.7,10.01
Cairo,2025-03-04 09:00:00,2.0,433.92,18.78,43.53,32.9,49.59,15.95,25.0,11.53
Cairo,2025-03-04 10:00:00,2.0,417.23,18.33,38.39,42.56,54.84,15.17,24.24,14.19
Cairo,2025-03-04 11:00:00,2.0,377.18,14.98,31.19,53.64,56.74,14.15,22.55,17.48
Cairo,2025-03-04 12:00:00,2.0,290.39,5.14,20.22,78.68,47.68,6.15,10.39,9.88
Cairo,2025-03-04 13:00:00,2.0,273.7,3.24,17.99,86.55,43.87,3.6,6.33,8.36
Cairo,2025-03-04 14:00:00,2.0,273.7,2.68,18.85,87.26,42.44,3.11,5.48,9.75
Cairo,2025-03-04 15:00:00,2.0,273.7,2.49,20.56,87.26,42.44,2.98,5.28,12.16
Cairo,2025-03-04 16:00:00,2.0,283.72,1.65,24.68,85.12,44.82,3.01,5.23,13.05
Cairo,2025-03-04 17:00:00,2.0,300.41,0.67,29.47,79.39,44.82,3.09,5.21,12.92
Cairo,2025-03-04 18:00:00,2.0,307.08,0.08,30.85,74.39,41.01,3.05,5.16,13.3
Cairo,2025-03-04 19:00:00,2.0,300.41,0.0,26.73,73.67,37.67,2.7,4.91,14.82
Cairo,2025-03-04 20:00:00,2.0,287.06,0.0,23.65,72.96,35.29,2.31,4.57,16.21
Cairo,2025-03-04 21:00:00,2.0,287.06,0.0,23.65,70.81,34.81,2.37,4.9,17.48
Cairo,2025-03-04 22:00:00,2.0,310.42,0.0,29.13,61.51,39.58,3.52,6.92,22.8
Cairo,2025-03-04 23:00:00,2.0,323.77,0.0,33.93,53.64,41.48,5.12,9.24,28.63
Cairo,2025-03-05 00:00:00,2.0,333.79,0.0,38.04,44.7,34.81,6.74,11.84,36.98
Cairo,2025-03-05 00:00:00,2.0,333.79,0.0,38.04,44.7,34.81,6.74,11.84,36.98
Cairo,2025-03-05 01:00:00,2.0,337.12,0.01,37.7,38.27,25.27,8.13,14.29,43.57
Cairo,2025-03-05 02:00:00,1.0,320.43,0.0,32.22,38.27,19.07,8.59,15.1,36.48
Cairo,2025-03-07 03:00:00,2.0,340.46,0.0,28.79,51.5,15.74,22.89,32.51,10.01
Cairo,2025-03-07 04:00:00,2.0,340.46,0.0,29.82,43.99,14.07,23.6,32.93,8.04
Cairo,2025-03-07 05:00:00,2.0,340.46,0.0,29.82,40.77,13.35,21.96,31.18,6.78
Cairo,2025-03-07 06:00:00,2.0,357.15,0.02,33.93,35.41,15.26,20.84,30.44,6.33
Cairo,2025-03-07 07:00:00,2.0,420.57,0.92,51.41,20.92,23.84,22.79,33.98,7.16
Cairo,2025-03-07 08:00:00,3.0,500.68,14.19,58.95,20.74,32.42,27.01,40.5,9.37
Cairo,2025-03-07 09:00:00,3.0,527.38,23.92,55.52,33.62,43.87,31.04,46.29,13.68
Cairo,2025-03-07 10:00:00,3.0,527.38,25.48,50.72,40.77,58.65,35.13,51.32,20.77
Cairo,2025-03-07 11:00:00,3.0,473.98,18.78,44.55,53.64,70.57,36.94,53.03,28.12
Cairo,2025-03-07 12:00:00,3.0,327.11,4.3,21.59,113.01,51.02,20.06,31.51,11.91
Cairo,2025-03-07 13:00:00,3.0,303.75,2.26,15.77,130.18,42.44,13.71,23.94,8.36
Cairo,2025-03-07 14:00:00,3.0,300.41,1.66,15.42,134.47,41.01,12.95,22.96,8.74
Cairo,2025-03-07 15:00:00,3.0,300.41,1.13,16.11,135.9,40.05,13.72,24.39,9.5
Cairo,2025-03-07 16:00:00,3.0,310.42,0.66,19.54,134.47,42.92,16.68,30.62,10.13
Cairo,2025-03-07 17:00:00,3.0,323.77,0.21,25.36,128.75,46.73,21.77,42.03,11.02
Cairo,2025-03-07 18:00:00,3.0,350.48,0.07,33.24,114.44,51.98,26.49,53.44,13.05
Cairo,2025-03-07 19:00:00,3.0,357.15,0.0,34.96,100.14,50.07,27.82,57.35,18.49
Cairo,2025-03-07 20:00:00,3.0,343.8,0.0,31.87,92.98,43.87,26.36,54.31,25.08
Cairo,2025-03-07 21:00:00,3.0,343.8,0.0,31.53,87.98,41.01,26.18,53.46,29.39
Cairo,2025-03-07 22:00:00,3.0,363.83,0.0,34.96,76.53,38.62,28.07,56.28,33.94
Cairo,2025-03-07 23:00:00,3.0,370.5,0.0,37.7,64.37,31.95,30.48,59.46,35.97
Cairo,2025-03-08 00:00:00,3.0,350.48,0.0,34.27,57.22,22.17,33.46,63.04,26.09
Cairo,2025-03-08 01:00:00,3.0,320.43,0.0,27.08,55.79,18.36,40.39,70.78,12.67
Cairo,2025-03-08 02:00:00,3.0,307.08,0.0,22.28,54.36,18.84,49.67,81.39,5.95
Cairo,2025-03-08 03:00:00,4.0,297.07,0.0,19.71,53.64,15.74,52.01,82.85,3.67
Cairo,2025-03-08 04:00:00,3.0,290.39,0.0,16.28,57.94,12.99,45.3,72.8,3.01
Cairo,2025-03-08 05:00:00,3.0,287.06,0.0,13.71,65.09,12.52,36.7,61.99,2.69
Cairo,2025-03-08 06:00:00,3.0,287.06,0.0,14.22,71.53,17.64,31.51,56.39,2.6
Cairo,2025-03-08 07:00:00,3.0,307.08,0.03,20.73,68.66,22.89,31.08,57.47,3.42
Cairo,2025-03-08 08:00:00,3.0,330.45,1.41,29.47,62.23,26.7,31.39,60.23,4.69
Cairo,2025-03-08 09:00:00,3.0,337.12,4.64,30.5,65.09,40.53,32.82,63.55,5.19
Cairo,2025-03-08 10:00:00,3.0,327.11,5.7,27.76,70.81,53.41,31.87,63.39,6.14
Cairo,2025-03-08 11:00:00,3.0,310.42,5.31,23.99,78.68,59.6,30.08,62.54,6.97
Cairo,2025-03-08 12:00:00,3.0,280.38,2.15,16.11,107.29,41.96,22.92,46.72,4.94
Cairo,2025-03-08 13:00:00,3.0,267.03,0.91,13.88,120.16,34.33,17.77,36.0,4.12
Cairo,2025-03-08 14:00:00,3.0,263.69,0.56,14.74,121.59,35.76,16.38,33.19,4.43
Cairo,2025-03-08 15:00:00,3.0,260.35,0.71,13.19,124.45,32.42,15.96,32.04,4.69
Cairo,2025-03-08 16:00:00,3.0,257.02,0.75,13.02,125.89,29.56,15.13,29.6,4.81
Cairo,2025-03-08 17:00:00,3.0,260.35,0.5,15.25,125.89,28.37,14.5,27.3,5.19
Cairo,2025-03-08 18:00:00,3.0,270.37,0.08,19.36,123.02,29.56,14.83,26.82,6.4
Cairo,2025-03-08 19:00:00,3.0,280.38,0.0,20.91,120.16,28.61,15.47,27.52,9.63
Cairo,2025-03-08 20:00:00,3.0,277.04,0.0,19.54,114.44,25.03,14.89,26.45,14.69
Cairo,2025-03-08 21:00:00,3.0,280.38,0.0,19.54,104.43,23.84,13.59,23.29,20.77
Cairo,2025-03-08 22:00:00,2.0,290.39,0.0,21.93,90.12,25.99,13.47,22.14,28.88
Cairo,2025-03-08 23:00:00,2.0,300.41,0.0,25.02,75.82,28.13,14.16,23.21,36.98
Cairo,2025-03-09 00:00:00,2.0,303.75,0.0,27.42,64.37,25.03,15.03,25.03,41.04
Cairo,2025-03-09 01:00:00,2.0,310.42,0.0,28.45,55.79,21.46,16.54,27.55,42.05
Cairo,2025-03-09 02:00:00,2.0,320.43,0.0,29.47,48.64,19.79,18.69,30.93,42.05
Cairo,2025-03-09 03:00:00,2.0,330.45,0.0,32.22,38.98,17.64,21.0,34.8,36.48
Cairo,2025-03-09 04:00:00,2.0,343.8,0.02,35.99,28.25,15.74,23.1,38.61,27.36
Cairo,2025-03-09 05:00:00,3.0,360.49,0.12,40.78,18.42,14.78,25.27,42.91,19.0
Cairo,2025-03-09 06:00:00,3.0,387.19,0.95,47.98,8.4,16.21,28.08,48.28,14.82
Cairo,2025-03-09 07:00:00,3.0,473.98,12.07,56.21,1.15,25.27,33.58,57.31,15.45
Cairo,2025-03-09 08:00:00,3.0,574.11,34.42,58.95,3.84,35.76,41.46,69.52,17.99
Cairo,2025-03-09 09:00:00,3.0,580.79,35.32,60.32,11.98,46.25,45.55,75.77,22.55
Cairo,2025-03-09 10:00:00,3.0,627.52,44.26,58.26,19.85,59.6,48.5,79.97,24.07
Cairo,2025-03-09 11:00:00,4.0,620.84,43.81,56.21,29.33,76.29,50.21,82.0,23.31
Cairo,2025-03-09 12:00:00,3.0,353.81,11.51,34.27,85.12,97.27,25.44,44.53,8.99
Cairo,2025-03-09 13:00:00,3.0,293.73,5.87,22.62,107.29,76.29,15.55,29.67,5.76
Cairo,2025-03-09 14:00:00,3.0,280.38,4.3,19.19,115.87,66.76,15.61,29.77,5.26
Cairo,2025-03-09 15:00:00,3.0,267.03,2.57,15.08,125.89,50.54,16.53,32.82,5.07
Cairo,2025-03-09 16:00:00,3.0,263.69,1.45,13.54,127.32,37.67,16.94,36.3,4.75
Cairo,2025-03-09 17:00:00,3.0,263.69,0.69,15.25,120.16,30.52,16.69,39.08,4.31
Cairo,2025-03-09 18:00:00,3.0,273.7,0.09,18.85,110.15,30.52,17.17,41.81,4.75
Cairo,2025-03-09 19:00:00,3.0,287.06,0.0,21.93,103.0,39.58,17.78,42.32,8.11
Cairo,2025-03-09 20:00:00,3.0,300.41,0.0,22.28,100.14,41.96,16.71,38.13,14.44
Cairo,2025-03-09 21:00:00,2.0,323.77,0.0,24.68,94.41,36.24,15.73,34.23,19.0
Cairo,2025-03-09 22:00:00,2.0,357.15,0.0,29.47,85.12,32.9,16.76,35.76,20.77
Cairo,2025-03-09 23:00:00,2.0,370.5,0.0,33.24,77.25,30.52,18.03,39.56,18.75
Cairo,2025-03-10 00:00:00,2.0,393.87,0.0,42.16,63.66,27.18,19.46,43.53,14.95
Cairo,2025-03-10 01:00:00,2.0,440.6,0.0,52.78,46.49,26.46,21.86,48.19,13.17
Cairo,2025-03-10 02:00:00,3.0,453.95,0.01,52.78,38.98,25.51,23.65,52.89,12.16
Cairo,2025-03-10 03:00:00,3.0,460.62,0.01,50.04,36.12,25.51,25.31,57.65,12.29
Cairo,2025-03-10 04:00:00,3.0,460.62,0.01,47.3,34.69,25.99,26.37,61.19,12.54
Cairo,2025-03-10 05:00:00,3.0,467.3,0.03,48.67,30.76,26.94,27.15,63.37,12.67
Cairo,2025-03-10 06:00:00,3.0,494.0,0.2,56.21,21.82,30.52,28.43,64.98,12.54
Cairo,2025-03-10 07:00:00,3.0,654.22,15.65,80.2,2.46,49.11,34.59,72.5,14.57
Cairo,2025-03-10 08:00:00,3.0,907.9,66.16,86.37,7.15,68.66,43.98,84.91,17.48
Cairo,2025-03-10 09:00:00,3.0,961.3,83.15,89.11,16.27,78.2,47.26,89.69,16.97
Cairo,2025-03-10 10:00:00,4.0,1001.36,84.94,95.96,25.03,95.37,52.93,95.55,17.23
Cairo,2025-03-10 11:00:00,4.0,934.6,67.06,100.08,39.34,117.3,58.13,99.01,17.73
Cairo,2025-03-10 12:00:00,3.0,377.18,11.73,40.1,94.41,115.39,23.88,67.33,7.09
Cairo,2025-03-10 13:00:00,3.0,283.72,3.38,18.85,115.87,56.74,20.07,67.84,5.95
Cairo,2025-03-10 14:00:00,3.0,263.69,1.66,13.71,121.59,42.92,19.51,65.63,7.03
Cairo,2025-03-10 15:00:00,3.0,257.02,1.16,12.17,123.02,36.24,19.42,64.48,7.92
Cairo,2025-03-10 16:00:00,3.0,260.35,1.23,13.88,123.02,38.15,19.7,63.83,8.61
Cairo,2025-03-10 17:00:00,3.0,270.37,0.96,17.65,118.73,41.48,19.63,62.83,9.5
Cairo,2025-03-10 18:00:00,3.0,283.72,0.19,21.08,111.58,41.48,18.97,59.4,10.89
Cairo,2025-03-10 19:00:00,3.0,293.73,0.0,21.93,101.57,38.62,17.47,51.63,13.55
Cairo,2025-03-10 20:00:00,2.0,297.07,0.0,22.62,94.41,35.29,15.27,41.17,15.96
Cairo,2025-03-10 21:00:00,2.0,307.08,0.0,22.62,90.84,30.52,13.13,32.01,17.23
Cairo,2025-03-10 22:00:00,2.0,320.43,0.0,24.33,87.26,31.95,11.91,28.07,16.47
Cairo,2025-03-10 23:00:00,2.0,327.11,0.0,26.73,83.68,35.76,11.76,29.67,13.43
Cairo,2025-03-11 00:00:00,2.0,333.79,0.0,30.85,75.82,33.86,12.82,35.02,10.39
Cairo,2025-03-11 01:00:00,2.0,347.14,0.0,32.56,67.95,27.66,14.24,39.87,9.63
Cairo,2025-03-11 02:00:00,2.0,347.14,0.0,30.16,65.09,23.13,15.1,43.86,9.63
Cairo,2025-03-11 03:00:00,2.0,357.15,0.0,29.82,59.37,21.93,16.25,47.01,10.89
Cairo,2025-03-11 04:00:00,2.0,377.18,0.0,31.87,50.78,22.41,17.63,49.42,11.91
Cairo,2025-03-11 05:00:00,3.0,400.54,0.01,35.99,42.2,23.37,18.99,52.14,12.03
Cairo,2025-03-11 06:00:00,3.0,440.6,0.07,45.93,30.04,27.18,20.71,55.47,11.65
Cairo,2025-03-11 07:00:00,3.0,600.81,11.85,72.66,5.1,46.25,26.53,63.32,13.3
Cairo,2025-03-11 08:00:00,3.0,814.44,55.43,77.46,10.28,65.8,34.05,72.93,15.83
Cairo,2025-03-11 09:00:00,3.0,787.73,54.54,76.77,24.68,69.62,31.89,71.43,14.57
Cairo,2025-03-11 10:00:00,3.0,734.33,45.6,73.34,39.34,72.48,29.9,67.3,13.68
Cairo,2025-03-11 11:00:00,3.0,567.44,25.26,56.89,64.37,63.9,23.31,59.29,12.16
Cairo,2025-03-11 12:00:00,3.0,290.39,4.58,16.96,107.29,44.35,10.83,31.23,3.23
Cairo,2025-03-11 13:00:00,3.0,263.69,2.85,12.0,120.16,36.72,9.47,26.19,2.66
Cairo,2025-03-11 14:00:00,3.0,260.35,2.49,11.82,125.89,35.29,9.41,24.86,3.55
Cairo,2025-03-11 15:00:00,3.0,263.69,2.37,13.19,128.75,38.15,9.98,24.93,4.88
Cairo,2025-03-11 16:00:00,3.0,273.7,2.29,16.79,127.32,42.44,10.31,25.37,6.21
Cairo,2025-03-11 17:00:00,3.0,287.06,1.75,22.96,120.16,45.3,10.21,25.8,7.03
Cairo,2025-03-11 18:00:00,3.0,313.76,0.41,32.22,105.86,46.25,10.4,27.59,7.47
Cairo,2025-03-11 19:00:00,2.0,333.79,0.0,35.3,95.84,45.78,11.06,31.6,7.47
Cairo,2025-03-11 20:00:00,2.0,337.12,0.0,33.59,89.41,45.3,11.49,35.72,6.9
Cairo,2025-03-11 21:00:00,2.0,327.11,0.0,29.82,84.4,41.96,11.17,36.89,6.4
Cairo,2025-03-11 22:00:00,2.0,327.11,0.0,28.45,77.96,40.53,10.84,36.51,6.84
Cairo,2025-03-11 23:00:00,2.0,323.77,0.0,27.76,73.67,36.24,10.62,36.63,7.09
Cairo,2025-03-12 00:00:00,2.0,313.76,0.0,25.02,73.67,28.85,10.25,36.56,6.78
Cairo,2025-03-12 01:00:00,2.0,300.41,0.0,20.56,75.1,21.93,9.9,37.0,5.95
Cairo,2025-03-12 02:00:00,2.0,290.39,0.0,16.28,77.25,17.4,9.68,38.16,4.31
Cairo,2025-03-12 03:00:00,2.0,283.72,0.0,14.22,77.25,15.97,9.67,39.61,3.17
Cairo,2025-03-12 04:00:00,2.0,280.38,0.0,13.19,75.82,15.74,10.04,41.4,2.63
Cairo,2025-03-12 05:00:00,2.0,280.38,0.0,13.02,75.82,15.74,11.65,43.4,2.34
Cairo,2025-03-12 06:00:00,2.0,287.06,0.0,14.39,75.82,16.93,14.24,45.86,2.34
Cairo,2025-03-12 07:00:00,3.0,327.11,0.15,25.02,68.66,23.84,19.33,53.25,2.79
Cairo,2025-03-12 08:00:00,3.0,393.87,4.25,39.76,58.65,33.38,24.36,60.32,3.39
Cairo,2025-03-12 09:00:00,3.0,427.25,11.06,42.5,61.51,39.58,27.23,66.0,3.96
Cairo,2025-03-12 10:00:00,3.0,410.56,12.18,37.36,70.81,43.39,28.18,70.0,4.62
Cairo,2025-03-12 11:00:00,3.0,377.18,10.17,30.85,84.4,47.21,27.25,72.07,5.07
Cairo,2025-03-12 12:00:00,3.0,317.1,5.76,22.28,113.01,56.27,22.6,68.8,4.02
Cairo,2025-03-12 13:00:00,3.0,293.73,3.86,18.34,134.47,56.74,22.49,67.8,3.29
Cairo,2025-03-12 14:00:00,4.0,283.72,3.02,17.14,147.34,54.36,23.31,69.75,2.98
Cairo,2025-03-12 15:00:00,4.0,273.7,2.51,16.45,144.48,49.59,20.49,60.36,2.6
Cairo,2025-03-12 16:00:00,3.0,280.38,2.54,20.73,137.33,53.41,18.71,54.17,2.79
Cairo,2025-03-12 17:00:00,3.0,297.07,2.04,29.13,124.45,58.17,17.35,50.87,3.1
Cairo,2025-03-12 18:00:00,3.0,343.8,0.51,43.18,103.0,57.22,17.64,50.56,4.31
Cairo,2025-03-12 19:00:00,3.0,373.84,0.0,45.24,91.55,49.11,18.63,53.4,5.76
Cairo,2025-03-12 20:00:00,3.0,363.83,0.0,39.41,94.41,44.35,19.9,58.27,7.09
Cairo,2025-03-12 21:00:00,3.0,347.14,0.0,32.56,97.27,40.53,23.37,66.84,8.61
Cairo,2025-03-12 22:00:00,3.0,340.46,0.0,29.82,94.41,41.48,32.25,78.31,9.88
Cairo,2025-03-12 23:00:00,3.0,337.12,0.0,28.45,90.84,38.62,40.7,87.25,10.01
Cairo,2025-03-13 00:00:00,3.0,333.79,0.0,27.76,87.26,30.52,43.06,89.14,9.88
Cairo,2025-03-13 01:00:00,3.0,337.12,0.0,27.76,81.54,24.56,44.07,90.06,10.77
Cairo,2025-03-13 02:00:00,3.0,337.12,0.0,25.7,79.39,20.98,45.93,93.76,11.27
Cairo,2025-03-13 03:00:00,3.0,343.8,0.0,25.36,73.67,19.79,47.38,95.43,12.16
Cairo,2025-03-13 04:00:00,3.0,360.49,0.0,27.42,64.37,20.03,48.69,95.37,12.67
Cairo,2025-03-13 05:00:00,4.0,380.52,0.0,31.19,55.07,20.5,50.13,97.63,12.29
Cairo,2025-03-13 06:00:00,4.0,417.23,0.0,39.41,44.7,23.6,50.97,100.98,11.53
Cairo,2025-03-13 07:00:00,4.0,547.41,3.58,71.29,16.63,39.1,55.63,109.3,13.17
Cairo,2025-03-13 08:00:00,4.0,734.33,39.34,81.57,14.31,55.79,64.62,122.35,16.47
Cairo,2025-03-13 09:00:00,4.0,827.79,63.48,84.31,22.53,68.66,71.41,133.23,17.48
Cairo,2025-03-13 10:00:00,5.0,867.84,70.63,93.22,30.4,84.88,77.0,139.71,17.73
Cairo,2025-03-13 11:00:00,5.0,814.44,59.01,100.08,43.99,97.27,79.46,141.53,17.23
Cairo,2025-03-13 12:00:00,3.0,353.81,13.19,45.93,98.71,97.27,29.54,65.87,5.83
Cairo,2025-03-13 13:00:00,3.0,287.06,5.42,25.36,124.45,56.27,22.11,52.65,3.67
Cairo,2025-03-13 14:00:00,3.0,273.7,3.69,20.56,137.33,49.11,21.28,50.65,3.17
Cairo,2025-03-13 15:00:00,4.0,267.03,2.71,18.51,144.48,43.87,20.44,49.43,2.91
