city,Date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN
Kafr El Sheikh,2025-05-21,23.21,10.58,16.89,25.37,15.45,31.61,16.16,8.11,52.69,0.0,101.35,4.56,6.61,2.4
Kafr El Sheikh,2025-05-22,24.79,11.06,17.93,27.23,19.18,34.8,15.62,8.48,52.93,0.32,101.23,4.12,6.64,2.08
Kafr El Sheikh,2025-05-23,26.97,8.98,17.97,29.21,21.19,37.78,16.59,7.45,42.96,0.0,101.16,4.39,7.71,2.28
Kafr El Sheikh,2025-05-24,28.47,10.08,19.27,30.4,20.58,39.35,18.77,7.96,41.08,0.02,101.04,4.14,8.74,1.59
Kafr El Sheikh,2025-05-25,30.54,9.45,20.0,32.65,20.95,41.75,20.8,7.78,36.68,0.02,100.92,3.2,6.76,0.11
Kafr El Sheikh,2025-05-26,28.84,10.24,19.54,30.95,21.13,42.08,20.95,8.1,38.93,0.2,100.73,6.14,10.44,2.47
Kafr El Sheikh,2025-05-27,24.27,12.46,18.36,26.54,12.52,31.0,18.48,9.07,51.65,4.22,101.15,6.48,8.76,2.72
Kafr El Sheikh,2025-05-28,24.1,10.02,17.06,26.38,15.91,32.43,16.52,7.71,46.69,0.0,101.25,4.74,7.97,2.23
Kafr El Sheikh,2025-05-29,24.83,11.56,18.2,27.18,17.92,33.92,16.0,8.59,51.09,0.21,101.14,4.22,7.31,1.14
Kafr El Sheikh,2025-05-30,26.03,10.95,18.49,28.66,16.82,34.55,17.73,8.36,46.37,0.17,100.98,3.64,6.51,0.41
Kafr El Sheikh,2025-05-31,25.81,13.19,19.5,28.6,15.02,34.67,19.65,9.52,50.56,0.03,100.87,4.43,7.55,1.1
Matrouh,2025-05-01,21.13,5.93,13.53,23.63,13.24,27.29,14.05,5.76,40.12,0.0,101.9,4.42,6.66,2.14
Matrouh,2025-05-02,21.11,5.32,13.21,22.96,14.52,28.04,13.52,5.55,39.19,0.0,101.98,5.88,9.38,2.82
Matrouh,2025-05-03,20.83,9.36,15.1,22.96,12.1,26.92,14.82,7.28,52.18,0.28,102.13,5.47,7.89,2.99
Matrouh,2025-05-04,21.43,6.93,14.18,23.93,14.59,29.1,14.51,6.37,45.73,0.01,102.13,4.02,5.37,2.98
Matrouh,2025-05-05,24.08,3.35,13.71,26.59,17.9,32.53,14.63,4.84,30.97,0.0,102.2,2.0,3.03,0.23
Matrouh,2025-05-06,28.4,0.35,14.38,29.91,16.82,36.09,19.27,3.82,17.78,0.0,102.23,1.52,2.73,0.24
Matrouh,2025-05-07,28.94,1.12,15.03,30.49,17.58,37.3,19.72,4.04,17.75,0.0,102.13,2.58,3.71,1.16
Matrouh,2025-05-08,29.24,3.45,16.34,31.62,19.59,38.53,18.94,4.8,21.69,0.0,101.84,2.5,3.72,1.8
Matrouh,2025-05-09,30.81,2.76,16.78,32.32,19.01,40.19,21.18,4.62,19.34,0.0,101.81,3.39,5.68,1.77
Matrouh,2025-05-10,32.52,2.22,17.37,34.37,19.09,41.74,22.65,4.38,16.01,0.0,101.74,2.56,3.6,1.49
Matrouh,2025-05-11,31.7,4.5,18.1,32.89,16.68,40.41,23.73,5.36,19.59,0.0,101.55,5.15,8.8,2.58
Matrouh,2025-05-12,27.73,8.58,18.16,30.99,15.12,35.3,20.18,7.02,34.39,0.0,101.7,3.16,4.89,1.15
Matrouh,2025-05-13,29.28,9.33,19.3,30.68,12.62,35.74,23.12,7.36,31.16,0.0,101.57,6.54,9.61,3.85
Matrouh,2025-05-14,25.61,9.7,17.66,28.82,14.34,32.89,18.55,7.65,42.7,0.0,102.03,3.88,5.53,2.26
Matrouh,2025-05-15,24.93,9.54,17.24,27.13,11.75,30.6,18.85,7.4,41.65,0.0,102.11,4.15,7.08,2.01
Matrouh,2025-05-16,31.5,4.23,17.87,32.16,21.72,42.45,20.73,5.1,21.01,0.0,101.52,5.28,7.98,1.83
Matrouh,2025-05-17,28.45,11.56,20.0,30.07,13.45,35.74,22.29,8.5,37.17,0.0,101.99,7.55,12.0,3.71
Matrouh,2025-05-18,25.6,10.82,18.21,27.56,13.56,33.43,19.87,8.04,43.71,0.0,102.53,6.1,9.09,2.25
Matrouh,2025-05-19,24.38,7.19,15.79,27.02,15.99,32.86,16.87,6.71,43.23,0.0,102.54,5.54,7.33,4.2
Matrouh,2025-05-20,23.79,6.46,15.12,26.06,16.59,31.68,15.09,6.08,39.28,0.0,102.39,4.78,7.48,2.47
Matrouh,2025-05-21,24.06,7.71,15.88,26.17,17.55,32.85,15.3,6.48,39.68,0.01,102.2,3.82,6.66,2.48
Matrouh,2025-05-22,25.38,7.2,16.29,28.14,19.7,35.17,15.47,6.47,39.67,0.07,102.08,3.51,5.41,2.57
Matrouh,2025-05-23,29.02,2.0,15.51,30.97,18.69,37.99,19.3,4.42,21.65,0.0,101.95,1.22,2.51,0.49
Matrouh,2025-05-24,32.37,2.64,17.5,33.56,19.05,40.66,21.61,4.54,16.6,0.0,101.74,1.65,2.77,0.1
Matrouh,2025-05-25,32.65,2.14,17.39,32.87,15.61,40.74,25.13,4.36,15.19,0.0,101.5,2.41,4.2,0.62
Matrouh,2025-05-26,27.29,8.36,17.83,29.07,12.92,33.73,20.81,6.95,32.55,0.03,101.66,7.23,9.83,3.22
Matrouh,2025-05-27,24.33,9.19,16.76,27.21,14.65,31.81,17.16,7.28,43.57,0.14,102.09,4.44,5.51,3.15
Matrouh,2025-05-28,25.53,7.73,16.63,28.36,16.57,33.79,17.22,6.61,37.46,0.02,102.05,3.62,5.33,1.44
Matrouh,2025-05-29,26.17,8.23,17.2,29.09,15.98,33.87,17.89,6.77,36.1,0.0,101.87,3.51,6.03,1.38
Matrouh,2025-05-30,26.31,8.95,17.63,29.29,15.25,33.64,18.39,7.15,37.84,0.01,101.65,3.94,7.44,0.96
Matrouh,2025-05-31,26.33,9.95,18.14,29.3,11.87,31.7,19.83,7.58,37.92,0.01,101.63,4.1,6.29,1.88
Sohag,2025-05-01,24.14,3.08,13.61,26.31,13.2,31.15,17.95,5.04,29.28,0.0,98.74,5.52,7.27,3.66
Sohag,2025-05-02,22.49,0.67,11.58,24.81,14.25,29.53,15.28,4.06,25.41,0.0,98.9,4.68,6.39,3.13
Sohag,2025-05-03,22.43,2.9,12.67,24.53,14.61,29.32,14.71,4.81,28.8,0.0,98.89,5.14,7.29,2.44
Sohag,2025-05-04,22.64,6.55,14.59,24.98,13.59,29.24,15.65,6.14,37.47,0.0,98.9,5.21,7.33,3.05
Sohag,2025-05-05,24.04,4.04,14.04,26.84,16.03,31.99,15.96,5.21,30.49,0.0,99.09,3.81,5.61,2.78
Sohag,2025-05-06,26.2,-1.72,12.24,28.54,18.24,35.09,16.85,3.41,18.09,0.0,99.18,3.9,4.88,3.21
Sohag,2025-05-07,28.51,-0.34,14.09,30.48,19.31,37.89,18.58,3.78,16.0,0.0,98.94,4.4,5.9,2.66
Sohag,2025-05-08,29.08,-1.08,14.0,31.53,19.74,38.88,19.14,3.57,16.17,0.0,98.59,3.51,4.92,1.96
Sohag,2025-05-09,30.85,-0.69,15.08,33.58,20.59,40.79,20.2,3.71,15.65,0.0,98.59,2.71,4.04,1.34
Sohag,2025-05-10,32.35,-0.27,16.04,34.82,19.21,41.75,22.54,3.81,14.39,0.0,98.63,3.86,4.99,1.99
Sohag,2025-05-11,32.78,0.32,16.55,34.03,19.15,42.06,22.91,3.93,13.95,0.0,98.58,4.67,7.77,1.54
Sohag,2025-05-12,30.01,2.29,16.15,31.42,13.52,36.84,23.32,4.61,17.68,0.0,98.54,6.09,8.82,1.87
Sohag,2025-05-13,31.4,3.85,17.63,33.96,18.57,40.4,21.83,5.11,18.52,0.0,98.57,3.9,7.16,0.63
Sohag,2025-05-14,29.82,5.96,17.89,31.7,12.35,36.42,24.07,5.93,23.29,0.0,98.76,6.35,8.53,3.98
Sohag,2025-05-15,28.15,1.33,14.74,30.59,17.14,36.82,19.68,4.31,19.83,0.0,98.96,4.33,7.71,3.01
Sohag,2025-05-16,33.35,2.25,17.8,35.51,20.65,43.45,22.8,4.6,14.45,0.0,98.74,3.58,4.89,2.78
Sohag,2025-05-17,36.49,-1.07,17.71,37.77,20.11,46.86,26.75,3.5,10.07,0.0,98.58,4.51,6.13,2.96
Sohag,2025-05-18,36.15,3.96,20.05,38.78,22.08,47.09,25.01,5.23,16.62,0.0,98.66,4.11,6.51,0.94
Sohag,2025-05-19,33.71,5.45,19.58,36.07,20.06,44.83,24.77,5.88,20.65,0.0,98.73,6.65,10.24,3.94
Sohag,2025-05-20,29.09,-0.01,14.54,30.88,15.19,37.37,22.18,3.97,17.53,0.0,98.66,8.73,10.57,6.6
Sohag,2025-05-21,27.13,0.53,13.83,29.04,16.81,35.71,18.9,4.05,19.8,0.0,98.65,7.68,9.72,5.5
Sohag,2025-05-22,26.92,2.14,14.53,28.98,16.91,35.17,18.26,4.53,22.06,0.0,98.68,6.66,8.29,5.08
Sohag,2025-05-23,27.95,0.86,14.41,29.78,18.89,37.19,18.3,4.27,21.58,0.0,98.68,6.5,8.78,4.1
Sohag,2025-05-24,30.62,0.34,15.48,32.51,20.62,40.44,19.82,3.97,16.54,0.0,98.55,5.25,7.49,3.44
Sohag,2025-05-25,32.51,0.0,16.26,34.45,19.78,42.11,22.33,3.85,13.91,0.0,98.39,4.72,7.71,3.4
Sohag,2025-05-26,33.76,3.01,18.39,36.0,20.05,43.56,23.51,4.94,16.39,0.0,98.38,5.17,8.66,0.58
Sohag,2025-05-27,28.44,7.43,17.93,30.6,12.29,34.73,22.44,6.7,29.07,0.0,98.66,8.34,10.37,5.8
Sohag,2025-05-28,27.07,3.31,15.19,29.12,14.91,34.53,19.62,4.95,23.88,0.0,98.81,6.74,9.13,4.68
Sohag,2025-05-29,27.89,2.13,15.01,30.25,17.05,35.97,18.92,4.5,20.77,0.0,98.8,4.63,6.69,2.72
Sohag,2025-05-30,28.16,0.72,14.44,30.68,16.41,36.11,19.7,4.08,18.49,0.0,98.68,3.74,5.22,2.66
Sohag,2025-05-31,28.11,3.32,15.72,30.42,15.82,35.8,19.98,4.91,21.45,0.0,98.65,4.58,6.94,3.05
Red Sea,2025-05-01,27.02,2.7,14.86,30.27,16.2,35.76,19.56,4.99,23.11,0.0,94.84,5.59,7.7,3.73
Red Sea,2025-05-02,24.24,-2.85,10.7,27.35,12.71,31.21,18.5,3.25,16.98,0.0,95.04,5.85,7.15,3.89
Red Sea,2025-05-03,23.29,-3.26,10.01,26.51,14.73,30.78,16.05,3.17,18.62,0.0,95.03,5.88,7.11,4.4
Red Sea,2025-05-04,22.68,2.92,12.8,25.99,13.03,29.27,16.24,4.96,29.11,0.0,95.03,6.27,8.05,4.49
Red Sea,2025-05-05,23.21,5.18,14.19,28.28,15.43,31.03,15.6,5.94,35.35,0.0,95.27,2.88,4.4,1.64
Red Sea,2025-05-06,23.87,4.44,14.15,27.34,15.6,31.76,16.16,5.6,32.51,0.0,95.4,4.52,6.56,2.04
Red Sea,2025-05-07,26.44,-3.39,11.52,28.84,18.94,35.8,16.86,3.11,15.46,0.0,95.17,4.43,7.43,0.85
Red Sea,2025-05-08,29.83,-5.54,12.15,31.59,19.22,38.67,19.45,2.62,10.98,0.0,94.89,2.07,4.38,0.87
Red Sea,2025-05-09,30.72,-3.89,13.42,33.77,17.6,40.12,22.52,3.0,11.7,0.0,94.96,2.1,2.8,0.68
Red Sea,2025-05-10,32.44,-2.06,15.19,35.42,17.52,41.27,23.75,3.43,12.01,0.0,94.97,1.98,3.62,0.37
Red Sea,2025-05-11,32.11,-0.37,15.87,34.76,15.51,40.51,25.0,3.9,13.43,0.0,94.88,2.95,5.75,0.51
Red Sea,2025-05-12,32.7,-0.02,16.34,34.87,16.62,41.33,24.71,3.99,13.01,0.0,94.75,5.39,9.1,2.38
Red Sea,2025-05-13,31.13,2.06,16.59,33.57,15.67,38.22,22.55,4.68,16.01,0.0,94.88,4.35,8.84,0.24
Red Sea,2025-05-14,32.17,3.15,17.66,34.89,15.76,40.69,24.93,5.09,16.77,0.0,94.93,5.28,8.29,3.14
Red Sea,2025-05-15,27.02,4.28,15.65,30.19,13.38,34.3,20.92,5.51,24.24,0.0,95.2,6.17,9.9,3.21
Red Sea,2025-05-16,29.22,-1.39,13.91,31.53,14.76,36.7,21.94,3.62,14.41,0.0,95.08,7.52,10.92,4.24
Red Sea,2025-05-17,32.37,-1.57,15.4,34.59,17.55,41.26,23.71,3.61,12.44,0.0,94.96,6.21,9.35,3.58
Red Sea,2025-05-18,32.54,2.37,17.46,34.72,16.7,41.34,24.64,4.83,15.7,0.0,95.03,5.9,9.77,2.88
Red Sea,2025-05-19,31.67,7.16,19.41,34.27,14.7,39.88,25.18,6.74,23.48,0.0,94.99,6.99,9.99,3.25
Red Sea,2025-05-20,32.37,1.94,17.16,34.84,16.7,42.03,25.33,4.61,15.68,0.0,94.79,6.91,9.43,3.13
Red Sea,2025-05-21,31.31,-0.73,15.29,34.49,20.04,42.2,22.16,3.79,14.0,0.0,94.75,4.61,6.8,2.91
Red Sea,2025-05-22,31.89,-3.58,14.16,35.06,18.86,42.05,23.19,3.03,10.42,0.0,94.8,4.76,8.09,1.48
Red Sea,2025-05-23,29.51,-2.31,13.6,32.68,17.84,39.38,21.54,3.46,14.84,0.0,94.82,5.8,7.83,3.42
Red Sea,2025-05-24,28.76,0.21,14.49,31.37,15.15,36.78,21.63,4.12,17.32,0.0,94.8,6.82,11.33,3.03
Red Sea,2025-05-25,30.02,-2.69,13.67,32.58,16.4,38.67,22.27,3.3,12.9,0.0,94.71,5.81,10.14,3.38
Red Sea,2025-05-26,33.11,-5.05,14.03,36.44,20.25,42.42,22.17,2.67,8.97,0.0,94.68,3.07,6.47,2.01
Red Sea,2025-05-27,32.65,2.46,17.55,35.28,17.05,41.86,24.81,4.96,16.42,0.0,94.72,6.42,7.73,5.05
Red Sea,2025-05-28,28.63,-1.18,13.73,31.79,16.31,37.36,21.05,3.81,16.84,0.0,94.92,5.94,7.33,3.25
Red Sea,2025-05-29,27.89,-0.27,13.81,31.51,15.75,35.98,20.23,3.96,17.04,0.0,94.99,4.6,6.94,2.46
Red Sea,2025-05-30,28.44,-2.21,13.12,32.17,16.66,36.56,19.9,3.39,14.39,0.0,94.95,3.84,5.88,2.71
Red Sea,2025-05-31,29.07,-1.91,13.58,32.27,16.58,36.98,20.4,3.47,14.16,0.0,94.93,4.38,6.13,2.4
Gharbia,2025-05-01,21.2,9.29,15.25,23.29,15.5,29.2,13.7,7.35,53.31,0.0,101.09,3.8,6.65,0.34
Gharbia,2025-05-02,21.33,8.34,14.83,23.08,14.57,28.85,14.28,7.0,50.63,0.0,101.08,4.77,8.26,1.33
Gharbia,2025-05-03,20.28,11.54,15.91,22.27,10.67,26.08,15.41,8.43,60.45,0.03,101.19,4.15,6.58,1.97
Gharbia,2025-05-04,19.71,11.45,15.58,21.5,11.08,25.24,14.16,8.38,62.69,0.01,101.28,3.84,6.39,1.99
Gharbia,2025-05-05,22.25,7.85,15.05,24.35,18.06,31.59,13.53,6.74,48.55,0.0,101.46,3.48,6.23,0.86
Gharbia,2025-05-06,25.32,3.87,14.6,27.59,19.77,35.85,16.08,5.19,32.31,0.0,101.61,3.36,6.27,0.99
Gharbia,2025-05-07,25.42,8.45,16.94,27.64,20.45,36.44,15.99,7.02,42.89,0.0,101.55,3.9,6.56,2.5
Gharbia,2025-05-08,26.2,9.35,17.77,28.33,20.91,36.86,15.95,7.65,45.8,0.0,101.25,4.22,6.72,2.57
Gharbia,2025-05-09,28.19,9.42,18.8,30.26,21.05,39.54,18.49,8.06,44.1,0.0,101.25,3.73,6.31,2.11
Gharbia,2025-05-10,27.67,9.07,18.37,29.36,20.26,39.04,18.78,7.47,39.96,0.0,101.18,3.77,7.14,2.44
Gharbia,2025-05-11,30.84,5.18,18.01,32.83,22.96,42.86,19.9,5.79,26.05,0.0,100.84,4.5,8.05,1.8
