city,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Cairo,2025-02-02 12:00:00,3.0,290.39,4.25,17.14,103.0,44.82,19.74,54.69,2.63
Cairo,2025-02-02 13:00:00,3.0,277.04,3.3,14.91,115.87,43.39,19.61,50.35,2.18
Cairo,2025-02-02 14:00:00,3.0,273.7,2.82,14.74,124.45,41.96,20.24,49.99,2.09
Cairo,2025-02-02 15:00:00,3.0,280.38,2.4,17.14,125.89,44.35,20.92,50.08,2.41
Cairo,2025-02-02 16:00:00,3.0,300.41,1.9,22.96,121.59,47.21,22.37,52.04,3.2
Cairo,2025-02-02 17:00:00,3.0,323.77,0.71,32.22,111.58,48.64,23.57,53.48,3.8
Cairo,2025-02-02 18:00:00,3.0,340.46,0.02,35.3,105.86,48.16,24.03,53.88,4.24
Cairo,2025-02-02 19:00:00,3.0,333.79,0.0,32.56,107.29,49.11,23.61,53.4,4.56
Cairo,2025-02-02 20:00:00,3.0,320.43,0.0,28.1,108.72,51.98,23.43,54.04,4.81
Cairo,2025-02-02 21:00:00,3.0,310.42,0.0,25.02,105.86,48.16,24.41,55.18,5.26
Cairo,2025-02-02 22:00:00,3.0,313.76,0.0,23.99,97.27,42.44,26.29,55.41,5.64
Cairo,2025-02-02 23:00:00,3.0,307.08,0.0,22.62,89.41,35.76,26.01,53.49,5.38
Cairo,2025-02-03 00:00:00,3.0,297.07,0.0,20.22,87.26,27.42,25.67,52.69,5.07
Cairo,2025-02-03 01:00:00,3.0,290.39,0.0,18.34,86.55,24.08,25.62,53.64,4.88
Cairo,2025-02-03 02:00:00,3.0,287.06,0.0,15.94,87.98,22.17,24.67,54.97,4.05
Cairo,2025-02-03 03:00:00,3.0,287.06,0.0,14.57,87.98,20.74,23.85,56.3,3.39
Cairo,2025-02-03 04:00:00,3.0,290.39,0.0,14.74,84.4,20.03,23.77,57.76,3.26
Cairo,2025-02-03 05:00:00,3.0,297.07,0.0,16.28,80.11,20.27,24.44,60.48,3.1
Cairo,2025-02-03 06:00:00,3.0,313.76,0.0,20.05,74.39,21.93,25.99,65.06,3.01
Cairo,2025-02-03 07:00:00,3.0,370.5,0.0,35.3,58.65,30.52,30.01,72.95,3.42
Cairo,2025-02-03 08:00:00,3.0,473.98,2.91,58.95,35.41,42.44,35.75,81.92,4.05
Cairo,2025-02-03 09:00:00,3.0,554.08,17.21,61.69,32.9,51.98,39.24,88.44,4.94
Cairo,2025-02-03 10:00:00,3.0,560.76,24.14,58.26,35.76,60.56,40.03,92.32,6.4
Cairo,2025-02-03 11:00:00,3.0,494.0,21.23,51.41,46.49,71.53,39.85,94.3,7.16
Cairo,2025-02-03 12:00:00,3.0,377.18,11.29,41.13,75.82,104.9,37.03,87.5,4.69
Cairo,2025-02-03 13:00:00,3.0,347.14,8.94,37.01,87.98,114.44,34.35,79.07,4.18
Cairo,2025-02-03 14:00:00,3.0,340.46,7.04,35.99,94.41,112.53,33.1,75.87,4.5
Cairo,2025-02-03 15:00:00,3.0,337.12,5.2,37.36,98.71,109.67,33.05,71.6,5.19
Cairo,2025-02-03 16:00:00,3.0,353.81,3.3,42.16,94.41,103.95,32.94,65.38,6.78
Cairo,2025-02-03 17:00:00,3.0,380.52,1.03,49.35,82.97,90.6,31.1,56.79,8.99
Cairo,2025-02-03 18:00:00,3.0,393.87,0.03,50.04,75.1,72.48,27.65,46.56,11.53
Cairo,2025-02-03 19:00:00,3.0,380.52,0.0,45.24,75.1,64.85,25.41,40.42,13.3
Cairo,2025-02-03 20:00:00,2.0,363.83,0.0,39.41,77.25,62.94,24.09,39.08,12.67
Cairo,2025-02-03 21:00:00,2.0,350.48,0.0,33.93,80.11,57.7,23.86,41.78,10.01
Cairo,2025-02-03 22:00:00,2.0,353.81,0.0,34.62,73.67,57.22,23.65,44.53,8.87
Cairo,2025-02-03 23:00:00,2.0,353.81,0.0,35.99,65.8,54.36,23.05,45.53,8.99
Cairo,2025-02-04 00:00:00,2.0,340.46,0.0,34.62,62.23,45.78,22.69,45.57,9.37
Cairo,2025-02-04 01:00:00,2.0,330.45,0.0,31.19,60.08,35.76,22.94,45.83,8.87
Cairo,2025-02-04 02:00:00,2.0,320.43,0.0,27.42,59.37,28.13,23.24,46.0,6.71
Cairo,2025-02-04 03:00:00,2.0,317.1,0.0,26.05,55.79,24.08,23.82,45.97,4.81
Cairo,2025-02-04 04:00:00,2.0,320.43,0.0,26.05,50.07,21.7,24.72,46.56,3.74
Cairo,2025-02-04 05:00:00,3.0,330.45,0.0,27.08,45.42,20.5,26.36,48.53,3.23
Cairo,2025-02-04 06:00:00,3.0,350.48,0.01,31.19,38.62,20.98,28.74,49.79,2.94
Cairo,2025-02-04 07:00:00,3.0,447.27,1.7,54.15,13.41,30.99,34.21,54.33,3.42
Cairo,2025-02-04 08:00:00,3.0,640.87,29.95,67.86,0.51,44.82,43.51,63.93,4.31
Cairo,2025-02-04 09:00:00,4.0,814.44,64.37,71.97,1.52,56.27,51.95,74.06,4.75
Cairo,2025-02-04 10:00:00,4.0,867.84,73.31,69.92,5.81,65.8,54.17,77.05,6.65
Cairo,2025-02-04 11:00:00,4.0,754.36,59.9,63.06,13.23,72.48,50.39,71.3,11.4
Cairo,2025-02-04 12:00:00,3.0,397.21,16.09,42.5,50.07,105.86,27.96,38.85,6.4
Cairo,2025-02-04 13:00:00,3.0,333.79,10.84,36.67,61.51,111.58,21.49,28.73,6.4
Cairo,2025-02-04 14:00:00,3.0,317.1,9.16,35.64,65.09,115.39,20.32,26.44,7.54
Cairo,2025-02-04 15:00:00,3.0,300.41,6.31,30.16,74.39,95.37,19.92,25.18,7.98
Cairo,2025-02-04 16:00:00,2.0,297.07,3.69,30.5,77.96,76.29,18.6,23.34,8.36
Cairo,2025-02-04 17:00:00,2.0,303.75,1.45,35.99,73.67,68.66,15.46,20.03,8.87
Cairo,2025-02-04 18:00:00,2.0,327.11,0.06,42.5,65.8,62.94,14.25,19.17,10.39
Cairo,2025-02-04 19:00:00,2.0,333.79,0.0,39.41,65.09,49.59,13.39,19.02,12.03
Cairo,2025-02-04 20:00:00,2.0,317.1,0.0,33.24,63.66,42.92,14.37,20.41,12.54
Cairo,2025-02-04 21:00:00,2.0,317.1,0.0,36.33,51.5,50.07,17.53,23.83,13.68
Cairo,2025-02-04 22:00:00,2.0,333.79,0.01,40.78,40.41,52.93,17.46,24.34,16.47
Cairo,2025-02-04 23:00:00,2.0,347.14,0.03,42.84,33.97,48.16,16.48,23.88,18.49
Cairo,2025-02-05 00:00:00,2.0,413.89,1.82,58.26,12.16,37.67,19.43,28.37,18.75
Cairo,2025-02-05 01:00:00,2.0,473.98,8.38,63.75,0.48,28.85,23.61,34.64,14.44
Cairo,2025-02-05 02:00:00,3.0,494.0,12.18,60.32,0.1,24.56,26.84,40.0,8.74
Cairo,2025-02-05 03:00:00,3.0,473.98,10.62,56.21,0.25,20.98,28.51,45.01,5.19
Cairo,2025-02-05 04:00:00,3.0,427.25,6.2,50.04,1.01,18.12,27.48,48.34,3.58
Cairo,2025-02-05 05:00:00,3.0,397.21,3.52,44.55,2.7,16.69,25.55,51.17,2.85
Cairo,2025-02-05 06:00:00,3.0,417.23,5.76,45.93,1.81,19.07,24.99,55.35,2.79
Cairo,2025-02-05 07:00:00,3.0,547.41,27.27,52.78,0.07,32.9,30.46,68.38,3.83
Cairo,2025-02-05 08:00:00,3.0,707.63,62.58,62.38,0.61,41.01,36.33,86.95,5.0
Cairo,2025-02-05 09:00:00,3.0,507.35,23.69,65.12,8.4,28.13,28.8,98.27,3.96
Cairo,2025-02-05 10:00:00,3.0,397.21,10.51,47.3,25.75,25.27,23.01,81.19,4.12
Cairo,2025-02-05 11:00:00,3.0,310.42,3.3,27.42,50.78,23.37,15.92,55.2,4.37
Cairo,2025-02-05 12:00:00,2.0,247.0,0.82,12.34,76.53,21.7,6.07,20.71,2.06
Cairo,2025-02-05 13:00:00,2.0,243.66,0.8,11.14,81.54,19.79,2.85,9.06,1.84
Cairo,2025-02-05 14:00:00,2.0,247.0,0.64,12.0,83.68,20.5,2.53,6.17,2.06
Cairo,2025-02-05 15:00:00,2.0,253.68,0.48,12.0,86.55,20.03,3.02,6.6,2.09
Cairo,2025-02-05 16:00:00,2.0,257.02,0.28,13.54,86.55,20.5,3.54,8.57,2.25
Cairo,2025-02-05 17:00:00,2.0,263.69,0.09,16.62,82.25,20.5,3.87,10.21,2.44
Cairo,2025-02-05 18:00:00,2.0,273.7,0.0,18.34,78.68,20.98,3.8,10.52,2.66
Cairo,2025-02-05 19:00:00,2.0,273.7,0.0,16.62,78.68,20.03,3.36,9.97,2.72
Cairo,2025-02-05 20:00:00,2.0,273.7,0.0,14.39,79.39,18.6,3.16,10.04,2.63
Cairo,2025-02-05 21:00:00,2.0,273.7,0.0,12.85,80.11,18.84,3.32,10.9,2.56
Cairo,2025-02-05 22:00:00,2.0,273.7,0.0,11.65,81.54,18.12,3.57,12.47,2.53
Cairo,2025-02-05 23:00:00,2.0,267.03,0.0,10.8,84.4,15.97,3.79,14.69,2.41
Cairo,2025-02-06 00:00:00,2.0,253.68,0.0,8.83,89.41,13.11,3.94,17.79,2.22
Cairo,2025-02-06 01:00:00,2.0,247.0,0.0,6.85,89.41,12.64,4.21,21.52,2.37
Cairo,2025-02-06 02:00:00,2.0,243.66,0.0,6.0,87.98,13.11,4.27,23.15,2.72
Cairo,2025-02-06 03:00:00,2.0,243.66,0.0,5.65,86.55,12.99,4.21,22.98,3.07
Cairo,2025-02-06 04:00:00,2.0,243.66,0.0,5.74,84.4,13.35,4.16,22.78,3.2
Cairo,2025-02-06 05:00:00,2.0,243.66,0.0,6.25,83.68,14.19,4.17,23.17,3.26
Cairo,2025-02-06 06:00:00,2.0,247.0,0.0,8.05,81.54,16.69,4.15,22.74,3.48
Cairo,2025-02-06 07:00:00,2.0,263.69,0.0,13.54,76.53,20.74,4.42,22.23,3.7
Cairo,2025-02-06 08:00:00,2.0,283.72,0.13,20.91,69.38,24.32,4.67,21.66,3.74
Cairo,2025-02-06 09:00:00,2.0,290.39,0.7,21.93,67.95,28.37,4.5,20.17,3.67
Cairo,2025-02-06 10:00:00,2.0,280.38,1.19,17.48,72.24,29.33,4.01,18.07,3.74
Cairo,2025-02-06 11:00:00,2.0,270.37,1.37,14.22,76.53,27.89,3.57,16.07,3.77
Cairo,2025-02-06 12:00:00,2.0,267.03,1.44,12.0,80.11,24.8,3.39,15.4,3.7
Cairo,2025-02-06 13:00:00,2.0,270.37,1.7,11.82,81.54,24.56,3.52,15.33,3.7
Cairo,2025-02-06 14:00:00,2.0,273.7,1.93,12.17,80.11,25.27,3.61,14.81,3.8
Cairo,2025-02-06 15:00:00,2.0,273.7,1.75,12.34,78.68,23.84,3.5,13.77,3.93
Cairo,2025-02-06 16:00:00,2.0,277.04,1.29,14.39,77.25,24.32,3.41,12.59,4.12
Cairo,2025-02-06 17:00:00,2.0,280.38,0.58,18.51,75.1,25.27,3.34,11.49,4.31
Cairo,2025-02-06 18:00:00,2.0,287.06,0.03,21.93,71.53,27.89,3.44,11.09,4.94
Cairo,2025-02-06 19:00:00,2.0,293.73,0.0,22.62,70.1,30.52,3.65,11.53,5.83
Cairo,2025-02-06 20:00:00,2.0,297.07,0.0,21.93,70.81,32.42,3.91,12.67,6.4
Cairo,2025-02-06 21:00:00,2.0,300.41,0.0,21.59,70.1,35.29,4.18,13.73,6.97
Cairo,2025-02-06 22:00:00,2.0,300.41,0.0,20.56,68.66,36.72,4.31,14.2,7.35
Cairo,2025-02-06 23:00:00,2.0,297.07,0.0,19.71,67.95,34.81,4.3,14.32,7.41
Cairo,2025-02-07 00:00:00,2.0,287.06,0.0,17.14,68.66,30.04,4.0,14.02,7.16
Cairo,2025-02-07 01:00:00,2.0,280.38,0.0,14.74,70.81,28.37,3.97,13.91,7.28
Cairo,2025-02-07 02:00:00,2.0,280.38,0.0,13.19,72.24,28.37,4.04,13.76,7.54
Cairo,2025-02-07 03:00:00,2.0,273.7,0.0,11.48,75.1,25.75,4.02,13.66,7.22
Cairo,2025-02-07 04:00:00,2.0,270.37,0.0,10.37,75.82,23.13,4.13,14.11,6.27
Cairo,2025-02-07 05:00:00,2.0,270.37,0.0,10.88,73.67,22.41,4.54,15.51,5.57
Cairo,2025-02-07 06:00:00,2.0,277.04,0.0,14.22,68.66,26.46,5.23,16.76,5.32
Cairo,2025-02-07 07:00:00,2.0,303.75,0.0,23.65,57.94,35.29,6.33,17.48,5.57
Cairo,2025-02-07 08:00:00,2.0,327.11,0.41,32.56,48.64,42.44,6.93,17.21,5.64
Cairo,2025-02-07 09:00:00,2.0,323.77,1.82,31.87,52.21,50.54,6.61,15.59,5.57
Cairo,2025-02-07 10:00:00,2.0,307.08,2.26,25.36,60.08,51.02,5.74,13.6,5.76
Cairo,2025-02-07 11:00:00,2.0,290.39,2.07,19.88,68.66,46.25,4.8,11.64,5.89
Cairo,2025-02-07 12:00:00,2.0,280.38,1.84,16.45,75.1,39.1,4.52,10.9,5.64
Cairo,2025-02-07 13:00:00,2.0,280.38,1.68,16.62,77.25,37.19,4.85,11.39,5.32
Cairo,2025-02-07 14:00:00,2.0,280.38,1.66,17.65,77.25,38.15,5.17,11.86,5.07
Cairo,2025-02-07 15:00:00,2.0,280.38,1.44,18.34,77.25,36.72,5.4,12.21,4.75
Cairo,2025-02-07 16:00:00,2.0,287.06,0.86,21.42,73.67,38.62,5.73,12.8,4.69
Cairo,2025-02-07 17:00:00,2.0,297.07,0.3,26.39,64.37,40.53,5.84,13.2,4.81
Cairo,2025-02-07 18:00:00,2.0,310.42,0.02,30.5,54.36,43.87,5.87,13.18,5.51
Cairo,2025-02-07 19:00:00,2.0,320.43,0.01,30.16,50.07,45.3,5.78,13.06,6.52
Cairo,2025-02-07 20:00:00,2.0,320.43,0.01,28.1,49.35,45.3,5.71,13.18,7.35
Cairo,2025-02-07 21:00:00,2.0,323.77,0.01,26.39,48.64,46.73,5.7,13.44,8.11
Cairo,2025-02-07 22:00:00,2.0,320.43,0.0,23.99,49.35,45.3,5.48,13.41,8.74
Cairo,2025-02-07 23:00:00,2.0,313.76,0.0,21.76,50.78,41.01,4.95,12.75,9.25
Cairo,2025-02-08 00:00:00,2.0,310.42,0.0,20.05,51.5,28.13,4.71,12.67,10.13
Cairo,2025-02-08 01:00:00,1.0,303.75,0.0,17.65,52.21,19.07,5.08,14.0,12.41
Cairo,2025-02-08 02:00:00,1.0,297.07,0.0,15.94,52.21,15.5,5.95,16.0,13.68
Cairo,2025-02-08 03:00:00,1.0,293.73,0.0,14.74,52.21,14.19,7.38,19.16,13.43
Cairo,2025-02-08 04:00:00,2.0,290.39,0.0,14.91,51.5,15.02,9.32,22.72,13.05
Cairo,2025-02-08 05:00:00,2.0,293.73,0.0,16.62,48.64,17.88,11.17,24.93,13.05
Cairo,2025-02-08 06:00:00,2.0,310.42,0.01,21.76,41.84,21.7,12.61,25.26,14.31
Cairo,2025-02-08 07:00:00,2.0,370.5,0.36,39.76,22.53,28.85,15.56,27.78,17.23
Cairo,2025-02-08 08:00:00,2.0,480.65,14.98,52.78,9.21,37.67,19.81,32.31,19.76
Cairo,2025-02-08 09:00:00,2.0,600.81,41.57,50.72,13.95,51.02,24.82,37.75,22.8
Cairo,2025-02-08 10:00:00,3.0,654.22,47.83,50.72,16.45,65.8,27.76,40.69,28.88
Cairo,2025-02-08 11:00:00,2.0,574.11,33.97,47.3,22.89,69.62,24.23,36.52,34.96
Cairo,2025-02-08 12:00:00,2.0,323.77,5.7,21.93,71.53,52.45,7.37,13.71,12.41
Cairo,2025-02-08 13:00:00,2.0,293.73,3.91,15.59,85.12,45.78,5.22,10.07,8.04
Cairo,2025-02-08 14:00:00,2.0,290.39,3.74,14.91,89.41,44.82,5.59,9.89,7.6
Cairo,2025-02-08 15:00:00,2.0,290.39,3.58,15.59,90.12,45.3,6.02,9.98,8.11
Cairo,2025-02-08 16:00:00,2.0,297.07,2.85,18.34,84.4,47.21,6.16,10.1,8.99
Cairo,2025-02-08 17:00:00,2.0,310.42,1.44,23.99,74.39,47.68,5.36,9.46,9.63
Cairo,2025-02-08 18:00:00,2.0,327.11,0.09,29.13,64.37,48.64,5.28,9.75,10.26
Cairo,2025-02-08 19:00:00,2.0,343.8,0.0,31.53,57.94,49.59,5.78,10.83,11.53
Cairo,2025-02-08 20:00:00,2.0,347.14,0.0,31.53,53.64,48.64,6.14,11.78,13.3
Cairo,2025-02-08 21:00:00,2.0,360.49,0.0,32.22,49.35,46.73,6.93,13.16,15.07
Cairo,2025-02-08 22:00:00,2.0,390.53,0.01,35.3,43.99,45.3,8.75,15.89,17.48
Cairo,2025-02-08 23:00:00,2.0,407.22,0.02,40.1,38.62,44.35,10.37,18.41,20.52
Cairo,2025-02-09 00:00:00,2.0,460.62,0.36,54.84,22.17,39.58,13.28,22.49,20.77
Cairo,2025-02-09 01:00:00,2.0,527.38,1.56,67.86,6.44,35.29,16.76,27.51,20.77
Cairo,2025-02-09 02:00:00,2.0,554.08,2.74,69.92,2.48,31.47,19.08,31.55,21.79
Cairo,2025-02-09 03:00:00,2.0,547.41,2.85,67.86,2.19,28.85,20.73,34.81,25.84
Cairo,2025-02-09 04:00:00,2.0,520.71,1.68,62.38,4.16,24.8,21.48,36.18,27.36
Cairo,2025-02-09 05:00:00,2.0,467.3,0.73,53.47,9.12,19.31,21.39,37.22,22.8
Cairo,2025-02-09 06:00:00,2.0,433.92,0.68,46.61,11.62,17.4,22.47,42.28,16.72
Cairo,2025-02-09 07:00:00,3.0,473.98,7.71,53.47,2.46,24.56,27.67,54.46,11.91
Cairo,2025-02-09 08:00:00,3.0,560.76,30.4,55.52,3.26,29.56,31.27,65.64,8.04
Cairo,2025-02-09 09:00:00,3.0,547.41,32.19,53.47,12.7,27.42,26.81,66.54,5.64
Cairo,2025-02-09 10:00:00,3.0,500.68,23.02,49.35,21.1,24.32,21.14,64.03,5.0
Cairo,2025-02-09 11:00:00,3.0,400.54,9.16,37.36,34.33,18.84,16.18,59.71,5.38
Cairo,2025-02-09 12:00:00,2.0,273.7,1.23,12.85,80.11,22.65,6.96,24.44,1.93
Cairo,2025-02-09 13:00:00,2.0,260.35,1.22,9.51,90.84,20.5,4.25,11.56,1.46
Cairo,2025-02-09 14:00:00,2.0,253.68,1.44,9.51,95.84,21.22,3.79,8.65,1.54
Cairo,2025-02-09 15:00:00,2.0,253.68,1.49,9.85,98.71,20.5,3.64,8.0,1.84
Cairo,2025-02-09 16:00:00,2.0,260.35,1.59,13.02,97.27,21.22,3.72,8.47,2.31
Cairo,2025-02-09 17:00:00,2.0,277.04,1.1,19.02,90.12,21.93,3.97,9.21,2.75
Cairo,2025-02-09 18:00:00,2.0,290.39,0.1,24.68,82.25,25.03,4.41,9.89,3.64
Cairo,2025-02-09 19:00:00,2.0,297.07,0.0,24.68,77.96,26.94,4.94,11.29,5.64
Cairo,2025-02-09 20:00:00,2.0,293.73,0.0,23.31,75.1,26.7,5.23,13.13,7.16
Cairo,2025-02-09 21:00:00,2.0,300.41,0.0,23.31,70.1,25.51,5.77,15.81,8.23
Cairo,2025-02-09 22:00:00,2.0,310.42,0.0,23.99,65.09,22.41,6.48,19.33,8.61
Cairo,2025-02-09 23:00:00,2.0,310.42,0.0,23.31,63.66,17.64,6.73,22.58,7.54
Cairo,2025-02-10 00:00:00,2.0,297.07,0.0,19.88,66.52,11.44,6.48,25.44,5.26
Cairo,2025-02-10 01:00:00,2.0,287.06,0.0,16.28,70.1,9.89,6.73,29.14,3.51
Cairo,2025-02-10 02:00:00,2.0,277.04,0.0,12.51,72.96,9.54,7.19,32.78,2.47
Cairo,2025-02-10 03:00:00,2.0,270.37,0.0,9.08,75.1,8.34,7.57,36.76,1.84
Cairo,2025-02-10 04:00:00,2.0,263.69,0.0,7.63,76.53,7.87,8.07,40.63,1.65
Cairo,2025-02-10 05:00:00,2.0,267.03,0.0,8.31,75.1,8.23,8.64,43.99,1.6
Cairo,2025-02-10 06:00:00,2.0,280.38,0.0,12.34,70.1,10.25,9.62,46.57,1.79
Cairo,2025-02-10 07:00:00,3.0,333.79,0.01,29.13,52.21,16.93,11.95,50.51,2.47
Cairo,2025-02-10 08:00:00,3.0,420.57,5.59,51.41,30.04,23.37,14.9,54.65,3.13
Cairo,2025-02-10 09:00:00,3.0,480.65,19.45,53.47,30.04,28.61,17.06,57.31,4.12
Cairo,2025-02-10 10:00:00,3.0,453.95,18.55,45.93,38.27,29.56,15.82,54.42,5.19
Cairo,2025-02-10 11:00:00,2.0,373.84,9.5,32.56,55.07,28.61,12.5,46.21,6.08
Cairo,2025-02-10 12:00:00,2.0,277.04,2.12,15.77,91.55,35.29,7.16,21.93,2.66
Cairo,2025-02-10 13:00:00,3.0,270.37,1.44,13.54,101.57,32.42,5.74,14.89,1.98
Cairo,2025-02-10 14:00:00,3.0,270.37,1.26,14.57,104.43,33.38,5.54,12.84,2.18
Cairo,2025-02-10 15:00:00,3.0,270.37,1.15,14.91,107.29,32.42,5.6,11.76,2.66
Cairo,2025-02-10 16:00:00,3.0,277.04,1.06,17.82,105.86,34.81,5.79,11.53,3.17
Cairo,2025-02-10 17:00:00,2.0,283.72,0.63,22.96,98.71,37.19,5.73,11.15,3.58
Cairo,2025-02-10 18:00:00,2.0,293.73,0.05,27.76,89.41,41.48,5.69,10.5,4.69
Cairo,2025-02-10 19:00:00,2.0,300.41,0.0,28.79,81.54,46.73,5.81,10.62,7.16
Cairo,2025-02-10 20:00:00,2.0,297.07,0.0,28.1,75.1,47.68,5.69,10.9,9.25
Cairo,2025-02-10 21:00:00,2.0,310.42,0.0,29.82,66.52,47.68,6.45,12.38,11.91
Cairo,2025-02-10 22:00:00,2.0,327.11,0.0,32.9,57.22,44.82,8.18,15.22,14.31
Cairo,2025-02-10 23:00:00,2.0,327.11,0.0,34.27,51.5,40.53,10.21,18.22,14.19
Cairo,2025-02-11 00:00:00,2.0,320.43,0.0,33.93,48.64,30.99,12.37,21.64,12.29
Cairo,2025-02-11 01:00:00,2.0,317.1,0.0,32.22,46.49,25.03,14.36,25.16,10.64
Cairo,2025-02-11 02:00:00,2.0,317.1,0.0,28.79,46.49,22.17,16.07,28.37,8.36
Cairo,2025-02-11 03:00:00,2.0,313.76,0.0,25.36,46.49,19.31,16.93,31.23,6.08
Cairo,2025-02-11 04:00:00,2.0,313.76,0.0,23.99,45.78,16.93,16.67,33.38,4.88
Cairo,2025-02-11 05:00:00,2.0,323.77,0.01,25.36,42.92,15.97,15.85,35.15,4.24
Cairo,2025-02-11 06:00:00,2.0,357.15,0.06,33.59,33.62,18.36,16.0,37.38,4.37
Cairo,2025-02-11 07:00:00,2.0,467.3,4.86,59.63,7.51,30.52,19.72,43.33,6.02
Cairo,2025-02-11 08:00:00,3.0,634.19,39.79,65.12,4.6,41.48,25.41,50.84,7.79
Cairo,2025-02-11 09:00:00,3.0,767.71,73.31,65.8,10.55,51.98,31.23,57.95,10.26
Cairo,2025-02-11 10:00:00,3.0,767.71,72.42,64.43,13.05,58.65,32.72,58.83,13.55
Cairo,2025-02-11 11:00:00,3.0,587.46,41.57,53.47,17.7,55.79,26.75,49.37,16.72
Cairo,2025-02-11 12:00:00,2.0,283.72,4.08,22.28,71.53,51.98,7.81,17.5,5.64
Cairo,2025-02-11 13:00:00,2.0,263.69,2.63,16.45,84.4,42.92,5.4,13.01,4.18
Cairo,2025-02-11 14:00:00,2.0,263.69,2.65,16.11,87.98,42.44,5.45,12.47,4.31
Cairo,2025-02-11 15:00:00,2.0,260.35,2.49,14.91,92.98,38.15,5.84,12.58,4.88
Cairo,2025-02-11 16:00:00,2.0,260.35,1.9,16.11,92.98,37.19,6.3,12.81,5.38
