city,Date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN
Monufia,2025-06-10,29.64,12.37,21.0,32.26,20.67,40.63,19.96,9.32,43.46,0.0,100.52,4.25,9.14,1.79
Monufia,2025-06-11,29.62,11.96,20.79,32.36,20.6,39.97,19.37,9.24,44.75,0.0,100.43,3.82,6.96,2.02
Monufia,2025-06-12,29.76,14.86,22.31,32.76,19.27,40.04,20.77,10.87,49.17,0.0,100.57,3.93,7.98,1.7
Monufia,2025-06-13,29.95,13.25,21.6,32.54,20.49,40.86,20.37,10.07,47.72,0.0,100.74,4.51,8.75,1.92
Monufia,2025-06-14,28.91,12.72,20.81,31.2,19.16,39.15,19.99,9.63,47.24,0.0,100.72,5.16,8.7,2.31
Monufia,2025-06-15,27.63,13.45,20.54,30.01,18.04,37.22,19.18,9.91,50.42,0.0,100.66,5.25,8.34,2.19
Monufia,2025-06-16,27.12,13.88,20.5,29.73,18.61,37.02,18.41,10.06,51.77,0.0,100.56,5.3,7.99,2.72
Monufia,2025-06-17,28.66,14.08,21.37,31.71,17.38,38.0,20.62,10.33,49.24,0.0,100.59,4.16,7.24,2.49
Monufia,2025-06-18,29.23,12.62,20.93,31.82,18.14,38.29,20.15,9.56,45.43,0.0,100.75,4.37,7.03,2.16
Monufia,2025-06-19,28.99,10.95,19.97,31.99,19.89,38.79,18.9,8.62,43.2,0.0,100.8,3.72,6.85,2.28
Monufia,2025-06-20,29.37,12.7,21.04,32.11,20.36,39.55,19.19,9.57,46.23,0.0,100.72,4.23,8.37,2.29
Monufia,2025-06-21,29.62,12.97,21.29,32.22,19.3,39.54,20.24,9.78,46.27,0.0,100.71,4.53,8.39,2.46
Monufia,2025-06-22,28.76,14.79,21.78,30.96,17.73,38.34,20.61,10.71,49.91,0.0,100.68,5.81,10.06,2.44
Monufia,2025-06-23,27.96,12.74,20.35,30.37,16.52,36.77,20.25,9.41,45.86,0.0,100.59,4.88,7.74,2.21
Monufia,2025-06-24,29.01,14.43,21.72,31.91,18.98,38.91,19.93,10.49,48.96,0.0,100.53,3.94,7.92,1.97
Monufia,2025-06-25,29.42,11.5,20.46,32.02,18.24,38.74,20.5,8.85,41.69,0.22,100.57,4.29,7.07,2.35
Monufia,2025-06-26,29.19,10.86,20.03,32.22,19.08,38.41,19.33,8.58,41.92,0.7,100.41,3.27,5.66,2.11
Monufia,2025-06-27,30.13,11.51,20.82,32.89,19.62,39.97,20.35,8.89,40.43,0.93,100.25,3.09,5.63,1.53
Monufia,2025-06-28,30.58,13.47,22.03,33.46,20.52,41.26,20.74,10.36,47.41,1.92,100.0,3.15,7.22,1.22
Monufia,2025-06-29,30.3,16.05,23.18,32.74,19.46,40.61,21.15,11.84,52.13,1.29,99.89,4.63,8.53,2.11
Monufia,2025-06-30,30.99,14.94,22.97,33.32,18.02,39.81,21.79,10.97,45.75,0.0,100.11,4.19,6.08,2.41
Port Said,2025-06-01,22.08,17.25,19.67,23.3,0.64,22.43,21.79,12.15,74.04,0.0,101.52,4.28,6.96,1.44
Port Said,2025-06-02,21.78,18.09,19.93,23.39,0.61,22.13,21.52,12.77,79.49,0.0,101.8,5.06,6.46,2.88
Port Said,2025-06-03,22.16,18.51,20.34,23.49,0.9,22.74,21.84,13.14,79.7,0.0,101.6,4.93,6.05,3.58
Port Said,2025-06-04,22.84,20.15,21.49,23.75,0.74,23.21,22.47,14.59,84.71,0.0,101.45,4.0,5.31,2.29
Port Said,2025-06-05,23.03,20.24,21.63,24.04,0.77,23.36,22.59,14.68,84.22,0.0,101.38,4.22,5.65,1.79
Port Said,2025-06-06,23.43,20.33,21.88,24.2,0.65,23.83,23.18,14.78,82.72,0.0,101.3,4.54,6.14,3.12
Port Said,2025-06-07,23.08,20.92,22.0,24.24,0.94,23.58,22.64,15.35,87.62,0.0,101.2,4.17,5.47,1.89
Port Said,2025-06-08,23.14,21.75,22.45,24.28,0.44,23.34,22.9,16.18,91.79,0.0,101.03,4.67,6.1,3.59
Port Said,2025-06-09,23.33,21.6,22.47,24.57,0.58,23.65,23.07,16.04,89.89,0.0,100.96,4.49,5.69,3.24
Port Said,2025-06-10,23.79,21.91,22.85,24.84,0.74,24.13,23.39,16.36,89.14,0.0,100.87,4.71,6.34,3.11
Port Said,2025-06-11,23.95,21.89,22.92,24.97,0.61,24.3,23.69,16.35,88.18,0.0,100.8,5.1,5.77,4.2
Port Said,2025-06-12,23.96,21.88,22.92,25.29,0.54,24.22,23.68,16.31,88.0,0.0,100.95,3.76,5.2,2.19
Port Said,2025-06-13,24.51,22.21,23.36,25.49,0.53,24.79,24.26,16.63,86.94,0.0,101.1,4.53,6.46,2.12
Port Said,2025-06-14,24.49,21.43,22.96,25.54,0.55,24.75,24.2,15.87,83.1,0.0,101.04,6.11,8.34,3.79
Port Said,2025-06-15,23.95,20.5,22.22,25.35,0.75,24.39,23.64,14.98,80.95,0.0,100.97,6.21,7.25,4.38
Port Said,2025-06-16,23.41,20.57,21.99,25.26,0.74,23.8,23.06,15.06,83.98,0.0,100.89,4.85,6.91,4.03
Port Said,2025-06-17,24.05,21.51,22.78,25.46,0.85,24.5,23.65,15.97,85.66,0.0,100.99,3.79,5.62,1.48
Port Said,2025-06-18,24.87,22.16,23.51,25.76,0.76,25.22,24.46,16.57,84.83,0.0,101.14,4.54,5.29,3.34
Port Said,2025-06-19,24.89,21.51,23.2,25.98,0.74,25.27,24.53,15.91,81.42,0.0,101.18,4.73,5.91,2.97
Port Said,2025-06-20,24.94,22.02,23.48,26.02,0.55,25.26,24.71,16.45,83.77,0.0,101.07,4.75,5.99,3.36
Port Said,2025-06-21,25.2,21.85,23.53,26.11,0.5,25.44,24.94,16.28,81.67,0.0,101.05,5.48,6.24,4.56
Port Said,2025-06-22,24.73,22.1,23.41,26.06,0.72,25.09,24.37,16.55,85.3,0.0,100.97,6.14,8.74,3.82
Port Said,2025-06-23,24.33,20.67,22.5,25.89,0.92,24.79,23.87,15.14,79.96,0.0,100.93,4.95,6.16,3.77
Port Said,2025-06-24,25.02,21.87,23.45,26.17,1.16,25.63,24.47,16.33,82.71,0.0,100.91,4.11,6.15,1.94
Port Said,2025-06-25,25.4,21.19,23.3,26.31,0.4,25.6,25.2,15.64,77.46,0.0,100.93,5.28,5.99,4.26
Port Said,2025-06-26,25.18,20.42,22.8,26.4,0.81,25.52,24.71,14.94,74.89,0.0,100.78,3.81,5.76,2.29
Port Said,2025-06-27,25.34,21.21,23.28,26.58,2.25,26.58,24.33,15.75,78.2,0.06,100.62,3.36,4.53,1.91
Port Said,2025-06-28,25.72,22.57,24.15,26.88,2.14,26.74,24.6,17.15,82.92,0.15,100.35,3.84,5.44,2.18
Port Said,2025-06-29,26.0,23.6,24.8,26.92,1.47,27.08,25.61,18.28,86.65,0.29,100.19,5.14,6.39,3.97
Port Said,2025-06-30,26.12,23.24,24.68,26.96,0.51,26.4,25.89,17.84,84.15,0.06,100.47,4.32,6.35,2.17
Qalyubia,2025-06-01,26.02,12.31,19.17,29.26,14.62,34.1,19.48,8.89,46.23,0.0,101.09,3.88,7.93,1.38
Qalyubia,2025-06-02,25.14,12.48,18.81,28.15,15.41,33.44,18.03,9.01,50.39,0.0,101.42,4.23,7.93,1.69
Qalyubia,2025-06-03,25.78,11.73,18.76,28.46,17.55,34.98,17.43,8.66,48.46,0.0,101.23,4.2,7.52,2.04
Qalyubia,2025-06-04,27.37,11.53,19.45,29.59,19.36,37.17,17.81,8.75,46.71,0.0,101.05,4.44,7.83,2.11
Qalyubia,2025-06-05,27.89,11.02,19.45,30.2,20.19,38.29,18.1,8.56,45.15,0.0,100.96,4.4,7.25,2.61
Qalyubia,2025-06-06,28.86,10.26,19.56,31.47,21.31,39.66,18.35,8.18,42.02,0.0,100.89,3.99,7.2,2.28
Qalyubia,2025-06-07,28.53,11.31,19.92,31.13,20.73,39.43,18.7,8.5,41.79,0.0,100.82,4.13,8.06,1.94
Qalyubia,2025-06-08,28.47,12.9,20.69,31.02,20.19,39.01,18.82,9.64,48.42,0.0,100.68,4.33,7.99,2.05
Qalyubia,2025-06-09,29.36,13.62,21.49,32.31,20.09,39.47,19.38,10.02,47.83,0.0,100.59,3.64,6.0,2.04
Qalyubia,2025-06-10,29.64,12.37,21.0,32.26,20.67,40.63,19.96,9.32,43.46,0.0,100.52,4.25,9.14,1.79
Qalyubia,2025-06-11,29.62,11.96,20.79,32.36,20.6,39.97,19.37,9.24,44.75,0.0,100.43,3.82,6.96,2.02
Qalyubia,2025-06-12,29.76,14.86,22.31,32.76,19.27,40.04,20.77,10.87,49.17,0.0,100.57,3.93,7.98,1.7
Qalyubia,2025-06-13,29.95,13.25,21.6,32.54,20.49,40.86,20.37,10.07,47.72,0.0,100.74,4.51,8.75,1.92
Qalyubia,2025-06-14,28.91,12.72,20.81,31.2,19.16,39.15,19.99,9.63,47.24,0.0,100.72,5.16,8.7,2.31
Qalyubia,2025-06-15,27.63,13.45,20.54,30.01,18.04,37.22,19.18,9.91,50.42,0.0,100.66,5.25,8.34,2.19
Qalyubia,2025-06-16,27.12,13.88,20.5,29.73,18.61,37.02,18.41,10.06,51.77,0.0,100.56,5.3,7.99,2.72
Qalyubia,2025-06-17,28.66,14.08,21.37,31.71,17.38,38.0,20.62,10.33,49.24,0.0,100.59,4.16,7.24,2.49
Qalyubia,2025-06-18,29.23,12.62,20.93,31.82,18.14,38.29,20.15,9.56,45.43,0.0,100.75,4.37,7.03,2.16
Qalyubia,2025-06-19,28.99,10.95,19.97,31.99,19.89,38.79,18.9,8.62,43.2,0.0,100.8,3.72,6.85,2.28
Qalyubia,2025-06-20,29.37,12.7,21.04,32.11,20.36,39.55,19.19,9.57,46.23,0.0,100.72,4.23,8.37,2.29
Qalyubia,2025-06-21,29.62,12.97,21.29,32.22,19.3,39.54,20.24,9.78,46.27,0.0,100.71,4.53,8.39,2.46
Qalyubia,2025-06-22,28.76,14.79,21.78,30.96,17.73,38.34,20.61,10.71,49.91,0.0,100.68,5.81,10.06,2.44
Qalyubia,2025-06-23,27.96,12.74,20.35,30.37,16.52,36.77,20.25,9.41,45.86,0.0,100.59,4.88,7.74,2.21
Qalyubia,2025-06-24,29.01,14.43,21.72,31.91,18.98,38.91,19.93,10.49,48.96,0.0,100.53,3.94,7.92,1.97
Qalyubia,2025-06-25,29.42,11.5,20.46,32.02,18.24,38.74,20.5,8.85,41.69,0.22,100.57,4.29,7.07,2.35
Qalyubia,2025-06-26,29.19,10.86,20.03,32.22,19.08,38.41,19.33,8.58,41.92,0.7,100.41,3.27,5.66,2.11
Qalyubia,2025-06-27,30.13,11.51,20.82,32.89,19.62,39.97,20.35,8.89,40.43,0.93,100.25,3.09,5.63,1.53
Qalyubia,2025-06-28,30.58,13.47,22.03,33.46,20.52,41.26,20.74,10.36,47.41,1.92,100.0,3.15,7.22,1.22
Qalyubia,2025-06-29,30.3,16.05,23.18,32.74,19.46,40.61,21.15,11.84,52.13,1.29,99.89,4.63,8.53,2.11
Qalyubia,2025-06-30,30.99,14.94,22.97,33.32,18.02,39.81,21.79,10.97,45.75,0.0,100.11,4.19,6.08,2.41
cairo,2025-06-01,25.73,11.86,18.79,28.8,14.07,32.94,18.87,8.74,45.71,0.0,99.86,4.58,7.8,2.49
cairo,2025-06-02,24.85,11.27,18.06,27.74,13.96,32.07,18.11,8.4,46.42,0.0,100.19,4.73,7.4,2.61
cairo,2025-06-03,25.08,10.88,17.99,27.58,16.96,33.53,16.57,8.28,47.25,0.0,100.01,4.6,7.35,2.24
cairo,2025-06-04,26.62,10.23,18.43,28.61,18.58,35.67,17.09,8.04,43.36,0.0,99.83,4.96,7.76,2.23
cairo,2025-06-05,27.24,9.85,18.55,29.34,19.24,36.81,17.57,7.9,41.47,0.0,99.74,4.96,6.33,3.5
cairo,2025-06-06,28.19,8.79,18.49,30.4,20.1,38.0,17.9,7.38,37.59,0.0,99.68,4.48,6.66,3.0
cairo,2025-06-07,28.35,9.21,18.78,30.71,19.84,38.35,18.51,7.41,35.57,0.0,99.61,4.69,7.74,2.41
cairo,2025-06-08,27.89,11.15,19.52,30.3,19.26,37.54,18.28,8.59,43.02,0.0,99.49,4.52,7.75,2.0
cairo,2025-06-09,28.56,12.43,20.49,31.33,19.14,37.74,18.6,9.37,45.77,0.0,99.41,3.61,5.48,2.22
cairo,2025-06-10,29.4,10.69,20.04,31.97,19.29,39.25,19.96,8.32,37.56,0.0,99.34,4.38,9.0,2.06
cairo,2025-06-11,29.06,9.77,19.41,31.76,19.56,38.38,18.82,8.07,39.19,0.0,99.26,3.67,6.54,2.03
cairo,2025-06-12,29.42,12.59,21.01,32.29,18.38,38.65,20.27,9.42,42.0,0.0,99.39,4.04,7.66,1.95
cairo,2025-06-13,29.56,11.79,20.68,31.96,20.0,39.67,19.67,9.18,43.45,0.0,99.54,4.96,8.71,2.14
cairo,2025-06-14,28.65,11.24,19.95,30.83,19.35,38.78,19.43,8.84,43.58,0.0,99.53,5.43,8.97,2.26
cairo,2025-06-15,27.19,12.32,19.75,29.51,17.8,36.45,18.65,9.32,47.99,0.0,99.48,5.26,8.25,2.2
cairo,2025-06-16,26.46,12.49,19.48,29.07,18.42,35.97,17.55,9.33,49.97,0.0,99.38,5.29,8.0,2.64
cairo,2025-06-17,27.88,12.78,20.33,30.79,16.45,36.53,20.08,9.61,47.16,0.0,99.39,4.35,6.05,3.15
cairo,2025-06-18,28.57,11.19,19.88,31.08,17.25,36.98,19.73,8.76,42.1,0.0,99.54,4.71,6.36,2.78
cairo,2025-06-19,28.28,8.95,18.62,31.02,18.42,37.09,18.67,7.59,38.27,0.0,99.61,3.93,5.98,2.27
cairo,2025-06-20,28.67,10.99,19.83,31.35,19.57,38.18,18.61,8.57,41.88,0.0,99.54,4.39,8.44,2.18
cairo,2025-06-21,28.91,11.26,20.08,31.49,18.33,37.9,19.57,8.86,42.89,0.0,99.54,4.52,7.62,2.58
cairo,2025-06-22,28.27,13.44,20.85,30.43,18.24,37.85,19.61,9.87,46.61,0.0,99.51,5.8,10.44,2.16
cairo,2025-06-23,27.55,11.57,19.56,29.84,16.3,36.1,19.8,8.85,43.76,0.0,99.4,5.14,8.08,2.14
cairo,2025-06-24,28.37,13.14,20.75,31.28,18.25,37.43,19.18,9.75,46.58,0.0,99.33,4.05,6.92,2.11
cairo,2025-06-25,28.64,10.37,19.51,31.18,17.43,37.18,19.75,8.31,39.96,0.42,99.39,4.48,6.63,2.81
cairo,2025-06-26,28.09,9.43,18.76,30.97,17.66,36.38,18.72,7.81,38.94,0.78,99.26,3.49,5.79,2.06
cairo,2025-06-27,29.1,10.15,19.62,31.7,17.4,37.46,20.06,8.06,36.67,0.74,99.1,3.24,5.81,1.41
cairo,2025-06-28,29.55,11.67,20.61,32.18,18.42,38.82,20.4,9.17,42.22,1.99,98.86,3.15,6.92,0.66
cairo,2025-06-29,29.53,14.33,21.93,32.02,18.72,38.93,20.21,10.67,48.23,0.82,98.74,4.31,7.81,1.61
cairo,2025-06-30,29.92,13.87,21.89,32.21,17.47,38.37,20.9,10.36,45.16,0.0,98.97,4.09,6.13,2.18
North Sinai,2025-06-01,23.81,12.99,18.4,27.68,15.07,32.32,17.25,9.73,57.79,0.0,98.01,3.71,8.6,0.86
North Sinai,2025-06-02,22.44,12.8,17.62,25.76,12.33,29.63,17.3,9.52,59.74,0.0,98.31,4.31,7.27,1.56
North Sinai,2025-06-03,22.0,12.68,17.34,25.23,12.75,29.27,16.52,9.46,60.69,0.0,98.15,4.27,7.35,2.05
North Sinai,2025-06-04,22.89,11.7,17.29,25.28,15.65,31.26,15.61,9.02,58.27,0.0,98.02,3.94,7.93,0.64
North Sinai,2025-06-05,24.31,11.73,18.02,26.88,18.39,34.15,15.76,9.17,55.82,0.0,97.93,3.89,7.02,1.55
North Sinai,2025-06-06,24.93,12.42,18.67,27.61,18.88,35.14,16.26,9.55,56.14,0.0,97.85,3.86,7.38,1.62
North Sinai,2025-06-07,24.85,10.41,17.63,27.67,17.46,34.65,17.19,8.56,51.88,0.0,97.78,3.05,6.42,0.3
North Sinai,2025-06-08,24.61,12.93,18.77,27.2,17.05,34.04,16.99,9.86,57.81,0.0,97.63,3.46,6.66,1.37
North Sinai,2025-06-09,25.1,13.01,19.06,27.8,18.56,34.85,16.29,9.9,56.88,0.0,97.57,3.52,6.85,1.56
North Sinai,2025-06-10,25.47,13.83,19.65,28.19,17.47,35.16,17.69,10.44,57.64,0.0,97.49,3.71,7.13,1.53
North Sinai,2025-06-11,25.83,12.62,19.22,28.53,17.57,35.25,17.68,9.85,54.26,0.0,97.42,3.74,6.24,2.03
North Sinai,2025-06-12,26.95,11.94,19.44,30.11,18.19,36.96,18.77,9.65,52.63,0.0,97.55,2.68,5.9,0.68
North Sinai,2025-06-13,26.46,13.13,19.8,29.62,17.55,36.08,18.53,10.21,55.14,0.0,97.7,3.46,7.04,1.17
North Sinai,2025-06-14,26.24,13.72,19.98,29.14,18.23,36.31,18.08,10.57,57.27,0.0,97.64,4.32,8.16,2.24
North Sinai,2025-06-15,25.02,13.35,19.19,27.91,15.04,33.41,18.37,10.18,56.99,0.0,97.58,4.2,6.74,2.1
North Sinai,2025-06-16,24.24,13.02,18.63,27.72,16.47,33.28,16.81,9.92,58.47,0.0,97.48,3.66,6.17,2.19
North Sinai,2025-06-17,24.4,13.94,19.17,27.85,14.73,32.63,17.9,10.56,60.84,0.0,97.56,3.53,7.07,1.71
North Sinai,2025-06-18,25.39,14.26,19.83,28.12,13.4,32.86,19.46,10.88,58.95,0.0,97.71,4.58,7.04,2.7
North Sinai,2025-06-19,25.11,12.78,18.95,27.8,15.74,33.55,17.81,10.0,55.75,0.0,97.77,4.07,7.36,2.02
North Sinai,2025-06-20,25.68,11.29,18.48,28.37,16.69,34.39,17.7,9.15,51.45,0.0,97.7,3.39,6.19,1.26
North Sinai,2025-06-21,25.72,13.05,19.38,28.39,16.85,34.46,17.61,10.06,55.1,0.0,97.68,4.01,6.52,2.25
North Sinai,2025-06-22,25.44,14.73,20.09,28.44,16.89,34.66,17.77,11.1,60.66,0.0,97.6,4.48,8.61,2.03
North Sinai,2025-06-23,25.07,15.06,20.06,28.42,14.78,33.14,18.36,11.12,59.98,0.0,97.51,3.97,7.04,2.01
North Sinai,2025-06-24,25.11,14.87,19.99,28.3,15.04,33.29,18.25,11.05,60.15,0.0,97.51,3.65,6.83,1.38
North Sinai,2025-06-25,25.92,12.56,19.24,28.65,16.89,34.58,17.69,9.83,53.82,0.14,97.54,3.86,6.34,2.08
North Sinai,2025-06-26,26.36,11.66,19.01,30.0,17.92,35.58,17.66,9.36,51.26,0.16,97.4,2.83,5.79,1.54
North Sinai,2025-06-27,27.89,9.31,18.6,31.0,18.32,37.42,19.1,8.07,41.3,0.0,97.24,2.58,5.95,0.26
North Sinai,2025-06-28,28.86,9.41,19.14,32.26,18.83,38.57,19.74,8.22,40.18,0.0,97.01,2.4,6.08,0.78
North Sinai,2025-06-29,29.21,10.72,19.96,32.19,18.38,38.66,20.28,8.92,41.77,0.06,96.87,3.18,6.15,1.11
North Sinai,2025-06-30,28.46,14.39,21.43,31.55,17.21,37.62,20.41,11.06,51.82,0.03,97.12,3.82,6.58,1.48
Qena,2025-06-01,30.25,4.94,17.59,32.9,16.24,38.02,21.78,5.48,21.04,0.0,98.81,4.12,6.22,2.44
Qena,2025-06-02,30.67,4.3,17.49,33.32,15.65,38.24,22.59,5.24,19.87,0.0,98.87,5.08,7.48,2.67
Qena,2025-06-03,28.93,4.11,16.52,31.57,15.52,36.86,21.34,5.39,23.79,0.0,98.7,5.68,7.57,4.21
Qena,2025-06-04,29.98,0.8,15.39,33.12,19.96,39.63,19.67,4.22,19.09,0.0,98.5,4.44,7.34,2.01
Qena,2025-06-05,31.38,0.94,16.16,34.68,20.68,41.33,20.65,4.22,17.14,0.0,98.44,3.22,4.9,0.46
Qena,2025-06-06,33.55,-0.48,16.53,35.91,18.51,42.61,24.1,3.71,12.36,0.0,98.41,3.25,4.56,0.77
Qena,2025-06-07,33.78,0.75,17.26,36.64,19.27,42.99,23.72,4.11,13.95,0.0,98.35,3.37,4.6,0.54
Qena,2025-06-08,33.82,1.58,17.7,36.31,19.5,43.31,23.81,4.34,14.06,0.0,98.26,4.5,6.56,1.85
Qena,2025-06-09,32.53,2.83,17.68,35.13,18.11,41.49,23.38,4.8,16.7,0.0,98.27,4.63,6.69,2.88
Qena,2025-06-10,33.12,3.89,18.51,36.12,19.19,42.13,22.94,5.12,17.38,0.0,98.19,3.61,5.16,1.83
Qena,2025-06-11,33.51,2.92,18.22,36.44,17.45,41.99,24.54,4.81,15.49,0.0,98.11,3.46,4.35,2.2
Qena,2025-06-12,34.13,0.03,17.08,36.58,16.99,42.76,25.77,3.86,12.62,0.0,98.25,3.5,5.21,1.52
Qena,2025-06-13,34.6,0.7,17.65,37.25,18.05,43.47,25.42,4.06,12.74,0.0,98.27,4.14,5.33,2.06
Qena,2025-06-14,33.87,1.61,17.74,36.62,18.82,43.14,24.32,4.44,15.32,0.0,98.26,4.47,6.36,2.84
Qena,2025-06-15,32.85,2.09,17.47,35.03,18.13,42.11,23.98,4.6,16.38,0.0,98.28,5.72,8.43,3.2
Qena,2025-06-16,31.12,0.92,16.02,33.46,16.09,39.7,23.61,4.26,16.68,0.0,98.25,5.87,8.1,3.85
Qena,2025-06-17,30.52,2.9,16.71,33.16,17.96,39.0,21.04,4.85,18.7,0.0,98.26,4.86,6.36,2.78
Qena,2025-06-18,31.33,2.39,16.86,34.19,17.68,39.95,22.27,4.67,17.56,0.0,98.33,4.11,5.03,3.01
Qena,2025-06-19,31.73,-0.39,15.67,34.17,18.82,41.01,22.19,3.85,15.05,0.0,98.4,4.67,6.29,2.69
Qena,2025-06-20,30.88,-0.02,15.43,33.63,19.27,40.21,20.94,3.88,15.29,0.0,98.43,4.54,7.2,2.69
Qena,2025-06-21,31.73,1.28,16.51,34.25,17.92,40.32,22.4,4.3,15.65,0.0,98.38,4.66,5.88,3.22
Qena,2025-06-22,32.1,1.7,16.9,34.41,16.49,40.01,23.52,4.55,16.61,0.0,98.31,5.75,7.05,3.86
Qena,2025-06-23,32.61,7.31,19.96,34.93,17.17,40.83,23.66,6.59,23.59,0.0,98.25,6.16,9.16,3.18
Qena,2025-06-24,31.39,3.13,17.26,33.63,15.38,39.23,23.85,4.91,18.17,0.0,98.26,5.57,8.51,3.5
Qena,2025-06-25,31.57,1.4,16.49,34.32,17.64,40.09,22.45,4.43,16.61,0.0,98.21,3.94,5.26,2.46
Qena,2025-06-26,32.11,0.98,16.55,35.03,18.26,40.76,22.5,4.19,14.79,0.0,98.15,4.44,6.75,2.86
Qena,2025-06-27,31.0,-0.65,15.18,33.66,17.71,39.43,21.72,3.68,13.68,0.0,98.15,4.48,6.28,2.8
Qena,2025-06-28,31.64,0.21,15.92,34.47,16.27,39.65,23.38,3.95,13.96,0.0,97.93,3.43,5.12,1.3
Qena,2025-06-29,32.94,3.66,18.3,36.04,17.04,40.94,23.9,5.07,16.5,0.0,97.74,3.26,4.55,1.52
Qena,2025-06-30,34.4,4.86,19.63,37.25,17.57,42.58,25.01,5.51,16.55,0.0,97.87,4.23,6.96,2.65
Damietta,2025-06-01,23.0,16.03,19.52,26.26,4.24,25.57,21.33,11.26,65.26,0.0,101.51,4.23,7.14,1.73
Damietta,2025-06-02,22.62,16.81,19.71,25.82,4.06,24.99,20.93,11.83,70.41,0.0,101.8,5.29,7.31,3.09
Damietta,2025-06-03,23.29,16.83,20.06,26.16,4.01,25.3,21.29,11.91,68.08,0.0,101.61,5.2,6.31,4.23
Damietta,2025-06-04,24.25,18.35,21.3,26.73,5.25,26.86,21.61,13.22,71.65,0.0,101.45,4.53,5.98,3.44
Damietta,2025-06-05,24.44,17.83,21.14,26.98,5.34,27.16,21.82,12.88,69.08,0.0,101.39,4.57,5.92,3.14
Damietta,2025-06-06,24.81,17.86,21.33,27.35,5.61,27.77,22.16,12.88,67.7,0.0,101.31,4.68,6.53,3.34
Damietta,2025-06-07,24.66,18.99,21.82,27.4,5.06,27.2,22.14,13.77,72.25,0.0,101.2,4.84,6.55,2.62
Damietta,2025-06-08,24.79,19.59,22.19,27.45,5.51,27.68,22.17,14.3,74.51,0.0,101.03,5.3,6.72,3.93
Damietta,2025-06-09,25.06,19.55,22.3,27.88,5.58,28.05,22.47,14.26,73.11,0.0,100.97,4.95,6.48,3.46
Damietta,2025-06-10,25.48,19.67,22.57,27.98,6.2,28.86,22.66,14.44,72.48,0.0,100.88,5.34,7.57,3.2
Damietta,2025-06-11,25.56,19.67,22.62,27.97,5.72,28.65,22.93,14.47,72.09,0.0,100.8,5.65,6.56,4.81
Damietta,2025-06-12,25.39,20.44,22.91,28.53,5.27,28.45,23.18,15.07,75.77,0.0,100.94,4.29,6.08,2.19
Damietta,2025-06-13,25.96,20.21,23.08,28.54,5.34,28.87,23.53,14.96,73.15,0.0,101.11,5.12,7.54,2.75
Damietta,2025-06-14,25.54,19.2,22.37,27.95,4.58,28.06,23.48,13.97,69.45,0.0,101.06,6.64,9.18,4.83
Damietta,2025-06-15,24.92,18.54,21.74,27.5,4.8,27.53,22.73,13.37,68.82,0.0,100.98,6.86,8.31,4.78
Damietta,2025-06-16,24.48,19.06,21.77,27.57,4.55,26.85,22.3,13.79,72.65,0.0,100.89,5.58,6.72,4.62
Damietta,2025-06-17,25.33,20.23,22.78,28.31,4.18,27.6,23.42,14.86,74.53,0.0,100.99,4.25,5.95,2.4
Damietta,2025-06-18,26.07,19.84,22.96,28.57,4.92,28.46,23.54,14.59,70.67,0.0,101.16,4.66,5.46,3.86
Damietta,2025-06-19,25.88,18.99,22.44,28.79,4.8,28.22,23.42,13.86,67.73,0.0,101.2,4.76,5.96,3.15
Damietta,2025-06-20,26.33,19.85,23.09,28.97,5.66,29.1,23.44,14.61,69.47,0.0,101.07,5.22,6.91,3.78
Damietta,2025-06-21,26.55,19.55,23.05,28.82,5.5,29.49,23.99,14.33,67.49,0.0,101.06,6.03,7.51,5.04
Damietta,2025-06-22,25.84,20.28,23.06,28.32,4.6,28.35,23.75,14.91,72.43,0.0,100.99,7.1,10.1,4.51
Damietta,2025-06-23,25.28,18.81,22.05,28.24,3.33,27.13,23.8,13.59,68.18,0.0,100.94,5.47,6.55,3.61
Damietta,2025-06-24,26.22,20.08,23.15,29.02,4.97,28.74,23.77,14.77,70.39,0.0,100.92,4.59,6.7,2.58
Damietta,2025-06-25,26.56,18.75,22.66,29.12,5.0,29.24,24.24,13.6,63.7,0.0,100.93,5.51,6.4,4.97
Damietta,2025-06-26,26.42,18.28,22.35,29.79,6.16,29.69,23.53,13.34,63.39,0.03,100.77,3.9,5.28,2.06
Damietta,2025-06-27,26.73,19.37,23.05,29.85,7.14,30.39,23.25,14.33,67.07,0.96,100.61,3.55,4.77,2.06
Damietta,2025-06-28,27.24,20.43,23.84,30.28,7.59,31.11,23.52,15.4,70.01,0.69,100.34,4.02,6.02,1.95
Damietta,2025-06-29,27.48,21.28,24.38,29.93,6.27,31.15,24.88,16.1,71.25,0.38,100.2,5.65,7.59,3.6
Damietta,2025-06-30,27.59,21.21,24.4,30.33,5.73,31.07,25.34,15.91,69.85,0.03,100.46,4.4,6.72,2.06
Minya,2025-06-01,27.33,7.58,17.46,29.98,15.04,34.41,19.37,6.55,30.91,0.0,100.02,3.64,5.67,2.33
Minya,2025-06-02,26.86,9.93,18.4,29.2,12.64,33.4,20.76,7.67,36.98,0.0,100.34,6.61,7.75,5.46
Minya,2025-06-03,25.46,8.39,16.92,27.62,15.31,32.88,17.57,6.92,37.06,0.0,100.21,6.62,7.75,5.02
