YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,City
2025,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,6,92.88,100.1,13.27,88.57,41.6,43.83,4.82,0.02,0.1,Aswan
2025,4,1,7,270.08,314.7,74.79,224.53,121.63,139.02,14.19,0.2,0.98,Aswan
2025,4,1,8,480.25,552.8,173.42,324.11,215.57,245.28,25.79,0.56,2.85,Aswan
2025,4,1,9,679.88,756.05,285.25,401.94,304.65,335.58,37.47,1.04,5.6,Aswan
2025,4,1,10,741.03,890.4,123.08,511.94,332.03,395.15,41.07,1.33,6.6,Aswan
2025,4,1,11,779.92,927.28,103.41,595.23,346.55,407.82,41.14,1.39,7.0,Aswan
2025,4,1,12,698.08,914.55,101.55,475.87,309.6,401.65,36.49,1.21,6.12,Aswan
2025,4,1,13,610.92,813.53,68.66,451.0,274.95,356.1,31.67,0.98,4.85,Aswan
2025,4,1,14,449.08,646.88,14.74,366.42,201.65,282.97,22.49,0.59,3.17,Aswan
2025,4,1,15,260.5,426.25,6.67,214.56,119.28,185.68,12.69,0.25,1.27,Aswan
2025,4,1,16,136.05,202.65,0.9,116.41,62.17,88.07,6.18,0.07,0.35,Aswan
2025,4,1,17,35.8,45.95,0.0,32.51,15.85,20.0,1.42,0.01,0.03,Aswan
2025,4,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,2,6,102.03,102.85,34.16,87.63,45.15,45.46,5.2,0.02,0.1,Aswan
2025,4,2,7,323.12,327.35,246.35,205.59,142.9,144.62,16.26,0.2,1.0,Aswan
2025,4,2,8,577.72,581.65,467.18,253.85,254.93,256.61,30.86,0.63,3.12,Aswan
2025,4,2,9,793.65,797.85,600.71,283.7,349.55,351.17,44.28,1.19,6.0,Aswan
2025,4,2,10,946.6,947.85,688.22,305.34,415.87,416.42,54.26,1.68,8.82,Aswan
2025,4,2,11,1009.83,1014.72,675.25,330.34,441.59,443.79,57.71,1.89,10.1,Aswan
2025,4,2,12,1000.75,1007.28,671.23,320.64,436.6,439.55,56.9,1.85,9.85,Aswan
2025,4,2,13,910.6,918.85,620.89,325.87,396.64,400.34,50.97,1.54,7.97,Aswan
2025,4,2,14,754.67,756.75,571.75,296.52,328.52,329.35,41.08,1.04,5.25,Aswan
2025,4,2,15,531.3,537.42,462.17,232.12,230.98,233.4,27.56,0.52,2.58,Aswan
2025,4,2,16,285.6,288.55,281.46,166.86,123.56,124.72,13.86,0.15,0.73,Aswan
2025,4,2,17,67.93,68.35,32.24,56.23,29.1,29.25,3.4,0.01,0.05,Aswan
2025,4,2,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
2025,4,2,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aswan
