city,Date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN
South Sinai,2025-02-24,3.59,-1.87,0.86,5.5,10.5,9.86,-0.64,3.66,71.01,0.02,90.87,6.72,8.75,5.37
South Sinai,2025-02-25,5.25,-6.4,-0.57,6.99,15.52,13.45,-2.07,2.61,50.22,0.0,90.75,4.05,7.13,0.65
South Sinai,2025-02-26,6.93,-4.22,1.36,8.14,13.66,14.86,1.2,3.07,47.85,0.0,90.61,4.42,6.6,1.15
South Sinai,2025-02-27,8.34,-7.93,0.2,9.98,16.1,17.38,1.28,2.31,35.94,0.0,90.69,5.21,6.96,2.97
South Sinai,2025-02-28,9.37,-8.09,0.64,10.46,15.22,18.71,3.49,2.36,33.71,0.0,90.52,3.78,5.93,2.51
Kafr El Sheikh,2025-02-01,14.81,9.56,12.19,14.91,11.66,21.68,10.02,7.29,75.04,0.0,102.32,3.01,4.21,2.15
Kafr El Sheikh,2025-02-02,15.31,9.02,12.16,15.46,13.52,23.25,9.73,7.09,70.25,0.0,102.16,3.21,4.3,2.63
Kafr El Sheikh,2025-02-03,15.41,9.58,12.49,15.54,12.1,22.34,10.24,7.37,72.62,0.0,101.78,2.56,3.1,2.12
Kafr El Sheikh,2025-02-04,15.06,9.85,12.45,15.36,12.36,22.92,10.56,7.53,74.19,0.0,101.62,2.43,4.27,0.9
Kafr El Sheikh,2025-02-05,15.57,7.9,11.73,16.01,10.46,21.23,10.77,6.63,63.42,0.15,101.47,6.77,9.83,2.24
Kafr El Sheikh,2025-02-06,14.25,2.17,8.21,14.8,7.39,18.35,10.96,4.4,45.27,0.03,101.66,7.46,9.76,3.56
Kafr El Sheikh,2025-02-07,14.08,4.41,9.25,14.74,8.73,19.24,10.51,5.13,53.77,0.26,102.03,3.9,5.43,2.79
Kafr El Sheikh,2025-02-08,13.09,2.42,7.75,13.57,11.46,19.65,8.19,4.46,51.4,0.03,102.12,2.78,4.19,0.22
Kafr El Sheikh,2025-02-09,12.79,5.7,9.24,12.67,9.54,18.65,9.11,5.64,63.82,0.68,101.9,3.66,7.05,0.5
Kafr El Sheikh,2025-02-10,13.53,5.72,9.63,13.89,9.08,18.94,9.86,5.64,61.72,0.13,101.79,3.78,5.83,2.59
Kafr El Sheikh,2025-02-11,13.93,4.52,9.23,14.49,10.12,19.94,9.82,5.17,55.56,0.02,101.95,4.16,6.19,3.04
Kafr El Sheikh,2025-02-12,13.2,4.14,8.67,13.8,9.93,19.1,9.17,5.03,57.04,0.01,102.21,4.9,7.18,3.15
Kafr El Sheikh,2025-02-13,12.96,3.49,8.23,13.5,11.06,19.19,8.13,4.8,55.33,0.0,102.34,4.47,6.81,2.55
Kafr El Sheikh,2025-02-14,13.06,4.5,8.78,13.2,13.11,21.05,7.94,5.17,60.59,0.0,102.09,3.14,5.78,1.25
Kafr El Sheikh,2025-02-15,13.82,6.26,10.04,14.24,15.71,22.68,6.97,5.88,66.19,0.0,101.44,3.62,4.93,2.55
Kafr El Sheikh,2025-02-16,15.15,6.79,10.97,15.59,13.73,23.1,9.37,6.11,62.62,0.0,101.47,2.97,4.05,1.58
Kafr El Sheikh,2025-02-17,15.79,4.16,9.97,15.22,16.63,24.18,7.55,5.2,53.54,0.0,101.61,2.83,4.55,0.8
Kafr El Sheikh,2025-02-18,15.82,3.74,9.78,16.04,17.19,24.75,7.56,5.12,50.34,0.0,101.7,3.33,4.78,1.39
Kafr El Sheikh,2025-02-19,15.5,9.46,12.48,15.48,9.95,21.06,11.11,7.32,70.79,0.03,101.65,2.75,5.49,0.72
Kafr El Sheikh,2025-02-20,13.61,7.59,10.6,13.89,8.52,18.85,10.33,6.5,69.4,0.58,101.8,4.99,8.16,2.88
Kafr El Sheikh,2025-02-21,13.8,3.54,8.67,14.65,8.37,18.92,10.55,4.84,52.12,0.12,101.98,3.38,5.64,2.18
Kafr El Sheikh,2025-02-22,12.95,3.18,8.07,13.71,9.35,18.19,8.84,4.78,54.89,0.22,102.12,4.78,6.7,2.47
Kafr El Sheikh,2025-02-23,10.98,1.27,6.13,11.68,9.22,16.68,7.46,4.08,52.55,0.08,102.43,4.34,6.8,2.34
Kafr El Sheikh,2025-02-24,10.76,2.93,6.84,11.04,9.55,16.44,6.89,4.63,61.16,1.02,102.62,3.63,6.31,1.69
Kafr El Sheikh,2025-02-25,10.82,0.67,5.74,11.56,12.59,18.14,5.55,3.92,53.04,0.0,102.47,3.49,5.04,2.42
Kafr El Sheikh,2025-02-26,12.7,3.53,8.11,13.33,13.23,20.46,7.23,4.8,56.56,0.0,102.24,3.46,5.58,2.34
Kafr El Sheikh,2025-02-27,13.68,5.0,9.34,14.27,14.9,22.1,7.2,5.34,61.05,0.0,102.25,3.52,5.64,2.56
Kafr El Sheikh,2025-02-28,14.5,5.69,10.09,15.05,13.94,22.68,8.74,5.66,61.99,0.0,101.98,2.68,5.79,0.78
Matrouh,2025-02-01,13.15,8.39,10.77,13.42,11.19,19.05,7.86,6.67,74.87,0.0,103.14,2.78,3.38,1.82
Matrouh,2025-02-02,14.19,8.48,11.34,14.79,10.31,19.78,9.47,6.73,71.26,0.0,102.89,2.14,3.04,1.06
Matrouh,2025-02-03,15.42,8.28,11.85,16.0,10.87,21.0,10.13,6.66,64.39,0.0,102.52,1.8,3.28,0.38
Matrouh,2025-02-04,14.99,7.09,11.04,15.73,13.78,22.55,8.77,6.21,63.98,0.0,102.44,3.14,5.51,2.06
Matrouh,2025-02-05,14.5,8.38,11.44,14.93,11.31,20.48,9.17,6.71,69.64,1.72,102.61,5.13,7.07,3.89
Matrouh,2025-02-06,12.53,4.1,8.31,12.98,9.88,17.98,8.1,5.01,59.18,0.2,102.91,5.84,8.8,3.33
Matrouh,2025-02-07,12.9,3.95,8.43,13.58,13.26,20.17,6.91,4.9,57.54,0.12,103.05,4.72,6.32,3.33
Matrouh,2025-02-08,12.32,2.94,7.63,13.2,12.82,19.15,6.33,4.57,56.01,0.02,103.01,3.82,5.3,2.68
Matrouh,2025-02-09,12.04,4.93,8.49,12.78,11.05,17.7,6.65,5.26,63.99,0.4,102.86,3.05,4.83,2.09
Matrouh,2025-02-10,12.61,4.73,8.67,13.79,12.54,19.04,6.5,5.23,63.23,0.03,102.75,2.95,3.8,2.44
Matrouh,2025-02-11,12.74,4.19,8.47,13.86,11.55,18.76,7.21,5.0,59.03,0.0,102.94,3.59,5.14,2.33
Matrouh,2025-02-12,12.24,3.95,8.09,13.03,12.3,19.02,6.72,4.91,61.04,0.0,103.19,4.48,6.51,2.87
Matrouh,2025-02-13,12.14,4.65,8.39,13.35,13.62,19.25,5.63,5.15,64.45,0.0,103.23,3.41,5.39,2.53
Matrouh,2025-02-14,13.02,3.43,8.23,13.63,12.79,19.78,6.99,4.8,57.16,0.0,102.79,2.17,3.5,1.1
Matrouh,2025-02-15,12.32,3.77,8.04,13.43,15.12,20.39,5.27,4.91,60.9,0.0,102.26,2.27,3.29,0.87
Matrouh,2025-02-16,14.12,4.04,9.08,15.03,14.28,21.58,7.3,5.04,56.06,0.0,102.29,2.0,3.25,0.67
Matrouh,2025-02-17,14.02,0.77,7.39,14.38,15.33,22.68,7.35,3.99,42.62,0.0,102.29,4.8,7.65,3.26
Matrouh,2025-02-18,15.08,3.31,9.19,16.13,14.58,22.84,8.26,4.72,48.65,0.0,102.48,2.72,3.74,1.18
Matrouh,2025-02-19,15.97,5.89,10.93,17.05,12.78,22.67,9.89,5.7,55.46,0.0,102.49,3.86,5.17,2.9
Matrouh,2025-02-20,14.53,7.81,11.17,15.82,11.92,20.96,9.04,6.48,67.33,0.04,102.72,4.89,7.05,3.37
Matrouh,2025-02-21,12.45,2.35,7.4,13.75,11.59,18.64,7.05,4.4,53.21,0.0,102.97,4.74,6.58,3.08
Matrouh,2025-02-22,11.26,1.72,6.49,12.23,11.22,17.25,6.03,4.21,55.68,0.0,103.12,5.28,7.04,3.49
Matrouh,2025-02-23,11.7,2.0,6.85,12.86,11.56,18.03,6.47,4.27,54.37,0.0,103.26,5.87,7.59,4.48
Matrouh,2025-02-24,11.83,1.35,6.59,12.93,12.28,18.64,6.36,4.08,52.42,0.0,103.42,5.36,7.14,3.98
Matrouh,2025-02-25,10.74,1.32,6.03,11.07,11.21,15.43,4.22,4.07,55.3,0.0,103.23,2.58,5.27,0.55
Matrouh,2025-02-26,13.23,1.35,7.29,14.84,12.95,19.88,6.93,4.08,46.06,0.0,102.96,2.09,3.14,0.8
Matrouh,2025-02-27,13.88,2.53,8.21,15.32,14.01,21.1,7.09,4.44,49.21,0.0,102.99,2.12,3.1,0.8
Matrouh,2025-02-28,14.39,1.56,7.98,15.32,14.64,22.32,7.68,4.21,46.85,0.0,102.82,3.67,6.84,2.25
Sohag,2025-02-01,15.62,0.82,8.22,16.52,18.46,25.77,7.31,4.19,44.01,0.0,99.58,3.6,4.52,2.9
Sohag,2025-02-02,16.26,2.03,9.15,17.16,18.23,25.99,7.76,4.51,44.5,0.0,99.49,2.74,3.58,1.84
Sohag,2025-02-03,18.62,-1.11,8.76,19.24,16.14,28.72,12.58,3.55,28.65,0.0,99.25,2.46,3.84,0.33
Sohag,2025-02-04,17.42,0.25,8.84,18.18,16.08,26.24,10.16,3.96,33.86,0.0,99.11,3.95,5.69,2.29
Sohag,2025-02-05,15.49,5.51,10.5,16.25,12.03,22.26,10.23,5.7,53.63,0.0,99.13,6.12,8.57,4.51
Sohag,2025-02-06,13.36,3.51,8.43,14.24,9.4,18.9,9.5,4.98,53.74,0.0,99.34,6.25,8.66,3.76
Sohag,2025-02-07,11.36,0.01,5.69,12.31,13.99,18.94,4.95,3.83,48.82,0.0,99.59,4.94,6.99,3.38
Sohag,2025-02-08,11.92,0.56,6.24,12.84,14.24,19.61,5.37,4.0,48.81,0.0,99.56,4.6,6.47,3.03
Sohag,2025-02-09,13.03,-0.31,6.36,13.83,14.02,20.16,6.14,3.75,41.87,0.0,99.45,4.84,7.55,3.21
Sohag,2025-02-10,12.95,1.36,7.15,13.83,13.79,20.65,6.86,4.27,49.31,0.0,99.36,4.43,6.55,2.94
Sohag,2025-02-11,12.35,0.24,6.3,13.09,14.11,20.02,5.91,3.91,46.58,0.0,99.43,5.19,7.28,3.48
Sohag,2025-02-12,12.27,0.05,6.16,13.02,16.02,20.98,4.96,3.86,47.06,0.0,99.63,5.62,8.07,4.18
Sohag,2025-02-13,12.1,-2.03,5.03,12.76,16.08,21.22,5.14,3.33,42.44,0.0,99.69,5.44,7.62,3.41
Sohag,2025-02-14,13.6,-5.02,4.29,14.61,21.18,25.15,3.97,2.84,38.42,0.0,99.32,2.75,3.91,0.92
Sohag,2025-02-15,14.38,-5.04,4.67,14.65,16.68,24.59,7.91,2.65,29.28,0.0,98.94,2.92,5.6,0.29
Sohag,2025-02-16,14.03,-2.02,6.01,14.43,16.98,23.35,6.37,3.31,35.58,0.0,99.12,3.67,5.27,2.77
Sohag,2025-02-17,15.75,-3.14,6.3,15.71,15.72,24.98,9.26,3.07,30.46,0.0,99.32,2.68,4.43,1.01
Sohag,2025-02-18,16.37,-6.93,4.72,16.76,17.78,26.38,8.6,2.25,21.97,0.0,99.32,3.0,4.1,1.23
Sohag,2025-02-19,16.11,-3.34,6.39,16.52,16.64,24.88,8.24,3.06,28.32,0.0,99.19,4.51,7.54,2.83
Sohag,2025-02-20,15.59,2.57,9.08,16.43,15.36,23.92,8.56,4.62,44.78,0.0,99.31,4.32,6.79,2.85
Sohag,2025-02-21,13.97,2.36,8.16,14.89,12.65,21.13,8.48,4.68,50.62,0.0,99.49,5.01,7.65,3.13
Sohag,2025-02-22,12.11,-1.38,5.36,13.16,14.21,19.86,5.65,3.47,42.24,0.0,99.56,4.88,7.79,3.47
Sohag,2025-02-23,12.35,-2.46,4.95,13.25,14.17,20.07,5.9,3.2,37.78,0.0,99.6,5.02,7.86,3.0
Sohag,2025-02-24,11.96,-1.62,5.17,12.91,14.4,19.83,5.43,3.41,42.89,0.0,99.8,5.89,8.26,3.54
Sohag,2025-02-25,11.84,-1.01,5.42,12.92,14.41,18.93,4.52,3.62,46.4,0.0,99.65,2.99,4.29,1.32
Sohag,2025-02-26,14.92,-1.2,6.86,16.42,16.37,24.42,8.05,3.58,36.37,0.07,99.42,4.06,8.47,1.63
Sohag,2025-02-27,14.91,-3.1,5.9,16.13,18.01,24.88,6.87,3.09,33.55,0.0,99.47,3.95,5.73,2.79
Sohag,2025-02-28,14.66,-5.45,4.61,15.56,18.57,24.39,5.82,2.56,27.73,0.0,99.35,4.97,7.24,2.78
Red Sea,2025-02-01,15.66,5.98,10.82,16.75,11.88,22.85,10.97,6.21,57.91,0.0,95.63,7.23,11.92,4.23
Red Sea,2025-02-02,16.58,7.07,11.83,17.98,13.69,24.51,10.82,6.68,59.48,0.0,95.62,4.42,6.89,2.56
Red Sea,2025-02-03,18.09,7.12,12.61,19.65,17.95,28.23,10.28,6.77,57.29,0.0,95.41,3.07,4.28,1.49
Red Sea,2025-02-04,20.79,0.18,10.49,21.66,18.03,30.69,12.66,4.22,29.68,0.0,95.2,2.26,4.1,0.46
Red Sea,2025-02-05,19.01,-2.17,8.42,21.04,15.9,28.0,12.1,3.44,25.91,0.0,95.1,4.24,5.83,2.04
Red Sea,2025-02-06,14.41,-0.08,7.17,16.11,11.89,21.83,9.94,4.12,41.81,0.0,95.3,5.92,7.79,4.33
Red Sea,2025-02-07,13.04,1.16,7.1,15.29,13.72,20.69,6.97,4.37,47.18,0.0,95.52,4.1,6.46,2.6
Red Sea,2025-02-08,12.95,1.94,7.45,14.99,15.47,21.58,6.11,4.66,53.03,0.0,95.53,3.98,6.35,2.36
Red Sea,2025-02-09,15.18,-0.42,7.38,17.66,17.25,23.96,6.71,3.92,38.92,0.0,95.42,3.12,4.63,2.57
Red Sea,2025-02-10,15.18,1.35,8.27,17.19,12.97,22.81,9.84,4.56,43.87,0.0,95.33,4.43,7.43,2.91
Red Sea,2025-02-11,14.52,1.31,7.91,16.56,15.53,22.99,7.46,4.55,47.72,0.0,95.35,4.21,6.08,2.97
Red Sea,2025-02-12,14.46,0.55,7.51,16.32,13.73,22.7,8.97,4.26,43.63,0.0,95.55,5.46,7.87,3.41
Red Sea,2025-02-13,14.11,2.68,8.4,15.72,14.54,22.65,8.11,4.93,52.59,0.0,95.64,5.87,8.78,3.83
Red Sea,2025-02-14,15.26,2.39,8.82,16.84,15.7,24.04,8.34,4.86,48.18,0.0,95.4,5.24,8.83,3.05
Red Sea,2025-02-15,15.39,-7.02,4.18,16.59,18.42,25.76,7.34,2.55,27.61,0.0,95.07,4.08,7.06,2.6
Red Sea,2025-02-16,15.37,-8.98,3.2,16.42,17.37,24.91,7.54,1.96,19.13,0.0,95.21,4.61,6.38,3.21
Red Sea,2025-02-17,16.24,-3.59,6.33,17.66,17.45,25.5,8.05,3.19,29.55,0.0,95.44,2.51,3.51,1.11
Red Sea,2025-02-18,16.58,1.65,9.11,18.23,17.18,25.85,8.67,4.62,40.92,0.0,95.44,3.29,5.76,1.97
Red Sea,2025-02-19,17.43,-5.85,5.79,18.13,16.13,26.67,10.54,2.75,25.91,0.0,95.25,4.43,7.6,1.93
Red Sea,2025-02-20,16.67,1.68,9.17,18.11,14.58,24.77,10.19,4.64,40.67,0.0,95.36,4.53,6.81,0.92
Red Sea,2025-02-21,15.6,2.63,9.12,17.56,15.72,24.3,8.58,5.09,50.4,0.0,95.48,4.03,6.59,1.67
Red Sea,2025-02-22,14.03,-1.3,6.37,16.19,15.53,22.71,7.18,3.71,38.51,0.0,95.52,4.28,6.66,2.29
Red Sea,2025-02-23,14.8,3.42,9.11,17.0,13.57,22.81,9.24,5.16,50.67,0.0,95.56,4.64,7.24,2.49
Red Sea,2025-02-24,14.32,1.3,7.81,16.47,14.07,22.48,8.41,4.47,46.33,0.0,95.7,6.4,8.25,2.96
Red Sea,2025-02-25,15.15,2.68,8.92,17.35,10.72,21.32,10.6,4.84,45.05,0.0,95.63,5.73,8.22,3.64
Red Sea,2025-02-26,16.93,2.3,9.61,18.83,11.55,22.96,11.41,4.76,40.02,0.0,95.47,4.28,7.22,2.2
Red Sea,2025-02-27,17.08,2.66,9.87,19.5,14.09,25.53,11.44,4.91,42.57,0.0,95.52,3.5,5.65,1.79
Red Sea,2025-02-28,17.04,-1.84,7.6,19.01,16.98,26.3,9.32,3.59,32.75,0.0,95.36,3.29,5.02,2.13
Gharbia,2025-02-01,14.81,9.56,12.19,14.91,11.66,21.68,10.02,7.29,75.04,0.0,102.32,3.01,4.21,2.15
Gharbia,2025-02-02,15.31,9.02,12.16,15.46,13.52,23.25,9.73,7.09,70.25,0.0,102.16,3.21,4.3,2.63
Gharbia,2025-02-03,15.41,9.58,12.49,15.54,12.1,22.34,10.24,7.37,72.62,0.0,101.78,2.56,3.1,2.12
Gharbia,2025-02-04,15.06,9.85,12.45,15.36,12.36,22.92,10.56,7.53,74.19,0.0,101.62,2.43,4.27,0.9
Gharbia,2025-02-05,15.57,7.9,11.73,16.01,10.46,21.23,10.77,6.63,63.42,0.15,101.47,6.77,9.83,2.24
Gharbia,2025-02-06,14.25,2.17,8.21,14.8,7.39,18.35,10.96,4.4,45.27,0.03,101.66,7.46,9.76,3.56
Gharbia,2025-02-07,14.08,4.41,9.25,14.74,8.73,19.24,10.51,5.13,53.77,0.26,102.03,3.9,5.43,2.79
Gharbia,2025-02-08,13.09,2.42,7.75,13.57,11.46,19.65,8.19,4.46,51.4,0.03,102.12,2.78,4.19,0.22
Gharbia,2025-02-09,12.79,5.7,9.24,12.67,9.54,18.65,9.11,5.64,63.82,0.68,101.9,3.66,7.05,0.5
Gharbia,2025-02-10,13.53,5.72,9.63,13.89,9.08,18.94,9.86,5.64,61.72,0.13,101.79,3.78,5.83,2.59
Gharbia,2025-02-11,13.93,4.52,9.23,14.49,10.12,19.94,9.82,5.17,55.56,0.02,101.95,4.16,6.19,3.04
Gharbia,2025-02-12,13.2,4.14,8.67,13.8,9.93,19.1,9.17,5.03,57.04,0.01,102.21,4.9,7.18,3.15
Gharbia,2025-02-13,12.96,3.49,8.23,13.5,11.06,19.19,8.13,4.8,55.33,0.0,102.34,4.47,6.81,2.55
Gharbia,2025-02-14,13.06,4.5,8.78,13.2,13.11,21.05,7.94,5.17,60.59,0.0,102.09,3.14,5.78,1.25
Gharbia,2025-02-15,13.82,6.26,10.04,14.24,15.71,22.68,6.97,5.88,66.19,0.0,101.44,3.62,4.93,2.55
Gharbia,2025-02-16,15.15,6.79,10.97,15.59,13.73,23.1,9.37,6.11,62.62,0.0,101.47,2.97,4.05,1.58
Gharbia,2025-02-17,15.79,4.16,9.97,15.22,16.63,24.18,7.55,5.2,53.54,0.0,101.61,2.83,4.55,0.8
Gharbia,2025-02-18,15.82,3.74,9.78,16.04,17.19,24.75,7.56,5.12,50.34,0.0,101.7,3.33,4.78,1.39
Gharbia,2025-02-19,15.5,9.46,12.48,15.48,9.95,21.06,11.11,7.32,70.79,0.03,101.65,2.75,5.49,0.72
Gharbia,2025-02-20,13.61,7.59,10.6,13.89,8.52,18.85,10.33,6.5,69.4,0.58,101.8,4.99,8.16,2.88
Gharbia,2025-02-21,13.8,3.54,8.67,14.65,8.37,18.92,10.55,4.84,52.12,0.12,101.98,3.38,5.64,2.18
Gharbia,2025-02-22,12.95,3.18,8.07,13.71,9.35,18.19,8.84,4.78,54.89,0.22,102.12,4.78,6.7,2.47
Gharbia,2025-02-23,10.98,1.27,6.13,11.68,9.22,16.68,7.46,4.08,52.55,0.08,102.43,4.34,6.8,2.34
Gharbia,2025-02-24,10.76,2.93,6.84,11.04,9.55,16.44,6.89,4.63,61.16,1.02,102.62,3.63,6.31,1.69
Gharbia,2025-02-25,10.82,0.67,5.74,11.56,12.59,18.14,5.55,3.92,53.04,0.0,102.47,3.49,5.04,2.42
Gharbia,2025-02-26,12.7,3.53,8.11,13.33,13.23,20.46,7.23,4.8,56.56,0.0,102.24,3.46,5.58,2.34
Gharbia,2025-02-27,13.68,5.0,9.34,14.27,14.9,22.1,7.2,5.34,61.05,0.0,102.25,3.52,5.64,2.56
Gharbia,2025-02-28,14.5,5.69,10.09,15.05,13.94,22.68,8.74,5.66,61.99,0.0,101.98,2.68,5.79,0.78
New Valley,2025-02-01,12.76,0.69,6.72,13.44,15.08,21.46,6.38,4.11,47.17,0.0,98.28,4.51,6.82,3.37
