city,Date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN
Sharkia,2025-04-21,26.02,7.22,16.62,28.01,21.51,36.97,15.46,6.64,40.91,0.0,100.42,1.99,3.82,0.6
Sharkia,2025-04-22,31.25,1.25,16.25,30.96,16.48,40.54,24.06,4.19,15.57,0.0,100.34,4.35,7.07,0.28
Sharkia,2025-04-23,27.33,8.08,17.7,28.1,15.16,35.6,20.44,6.86,31.39,0.0,100.43,5.98,7.74,2.54
Sharkia,2025-04-24,20.79,11.67,16.23,21.61,8.43,24.59,16.16,8.59,57.65,0.0,100.61,2.94,5.79,0.58
Sharkia,2025-04-25,22.18,9.68,15.93,24.17,16.7,30.74,14.04,7.56,51.57,0.0,100.62,3.25,5.73,0.79
Sharkia,2025-04-26,22.28,8.99,15.64,24.73,14.07,29.9,15.83,7.31,49.53,0.0,100.65,3.19,7.26,0.3
Sharkia,2025-04-27,21.9,9.15,15.53,24.76,16.03,30.63,14.6,7.35,51.43,0.0,100.71,3.5,7.09,1.88
Sharkia,2025-04-28,21.6,9.24,15.42,24.06,17.13,31.02,13.89,7.4,53.82,0.0,100.73,3.27,6.77,1.24
Sharkia,2025-04-29,22.8,9.49,16.15,25.37,17.49,31.92,14.43,7.45,49.32,0.0,100.58,3.08,6.67,1.3
Sharkia,2025-04-30,23.57,9.13,16.35,24.77,18.09,34.3,16.21,7.36,46.34,0.0,100.14,6.65,10.95,2.09
South Sinai,2025-04-01,20.16,-3.66,8.25,19.6,14.49,27.58,13.09,3.42,22.27,0.0,89.81,5.57,10.36,2.36
South Sinai,2025-04-02,16.0,-3.82,6.09,17.99,16.7,24.74,8.04,3.29,30.37,0.0,90.27,3.87,5.3,2.4
South Sinai,2025-04-03,16.34,-3.02,6.66,18.08,16.83,25.43,8.6,3.39,29.28,0.0,90.3,3.95,6.56,2.68
South Sinai,2025-04-04,14.15,0.99,7.57,16.29,15.65,22.58,6.93,4.7,48.67,0.0,90.18,4.39,7.97,1.17
South Sinai,2025-04-05,16.31,-0.03,8.14,17.46,14.04,23.38,9.34,4.27,36.77,0.0,90.2,3.13,6.61,0.62
South Sinai,2025-04-06,21.16,-2.96,9.1,21.57,16.55,29.57,13.02,3.4,21.31,0.0,90.08,5.48,8.96,2.04
South Sinai,2025-04-07,21.54,-2.16,9.69,21.36,11.95,28.23,16.28,3.62,21.53,0.0,90.36,2.99,7.08,0.73
South Sinai,2025-04-08,24.77,-4.81,9.98,25.17,16.71,33.15,16.44,2.91,14.86,0.0,90.33,6.13,9.57,3.17
South Sinai,2025-04-09,21.59,1.3,11.45,23.17,16.52,29.5,12.98,4.76,29.53,0.0,90.21,5.35,8.2,3.44
South Sinai,2025-04-10,12.7,3.03,7.87,15.72,11.97,18.83,6.86,5.44,57.77,0.0,90.31,6.56,7.87,4.86
South Sinai,2025-04-11,11.04,-0.19,5.42,14.18,14.09,18.62,4.53,4.33,54.05,0.04,90.15,5.86,8.65,3.39
South Sinai,2025-04-12,11.75,-0.94,5.4,14.28,15.25,19.61,4.36,4.03,48.4,0.0,90.21,3.26,5.99,0.42
South Sinai,2025-04-13,12.96,0.89,6.92,14.6,11.11,18.83,7.72,4.54,45.7,0.01,90.19,5.11,8.03,0.49
South Sinai,2025-04-14,11.36,1.36,6.36,14.16,12.86,18.74,5.88,4.74,56.3,0.11,90.57,4.61,6.88,1.97
South Sinai,2025-04-15,13.82,-3.24,5.29,16.4,17.78,22.93,5.15,3.43,38.07,0.0,90.63,3.64,5.41,1.8
South Sinai,2025-04-16,16.31,-5.82,5.25,19.35,17.61,26.02,8.41,2.84,27.62,0.0,90.55,3.73,7.28,1.01
South Sinai,2025-04-17,19.21,-5.37,6.92,21.76,19.75,29.28,9.53,2.89,23.36,0.0,90.39,4.44,6.28,1.25
South Sinai,2025-04-18,22.24,-4.11,9.06,24.51,16.7,31.41,14.71,3.14,19.27,0.0,90.19,3.44,6.66,0.47
South Sinai,2025-04-19,22.4,-2.68,9.86,25.24,17.44,31.7,14.26,3.52,21.96,0.0,90.16,3.7,5.97,0.96
South Sinai,2025-04-20,21.38,-2.9,9.24,23.68,17.44,31.03,13.59,3.46,23.01,0.0,90.14,4.43,6.65,2.02
South Sinai,2025-04-21,22.85,-2.06,10.4,23.63,18.0,31.56,13.56,3.64,21.21,0.0,90.25,3.24,6.52,0.62
South Sinai,2025-04-22,26.66,-3.5,11.59,26.7,15.27,34.75,19.48,3.24,14.22,0.0,90.44,3.98,6.27,2.06
South Sinai,2025-04-23,28.15,-3.09,12.53,28.88,15.33,36.41,21.08,3.43,14.37,0.0,90.37,4.91,7.73,2.11
South Sinai,2025-04-24,24.5,3.27,13.88,25.63,18.59,33.52,14.93,5.46,28.1,0.0,90.13,3.95,7.98,1.03
South Sinai,2025-04-25,18.67,1.59,10.13,21.79,15.64,27.63,11.99,5.03,39.47,0.0,90.1,4.44,6.22,2.96
South Sinai,2025-04-26,16.94,3.05,10.0,20.22,14.37,24.35,9.98,5.44,45.5,0.0,90.1,4.34,5.77,2.54
South Sinai,2025-04-27,18.5,0.98,9.74,21.65,17.4,28.23,10.83,4.71,37.51,0.0,90.11,3.69,5.94,0.39
South Sinai,2025-04-28,18.2,0.41,9.31,20.99,17.56,27.23,9.67,4.56,38.16,0.0,90.16,4.52,7.57,2.62
South Sinai,2025-04-29,20.58,1.22,10.9,23.11,17.07,29.05,11.98,4.66,31.02,0.0,90.16,3.94,6.09,2.54
South Sinai,2025-04-30,23.7,1.68,12.69,24.87,17.37,32.51,15.14,4.89,27.73,0.0,89.95,6.55,10.9,2.56
Kafr El Sheikh,2025-04-01,22.48,6.93,14.7,22.95,14.52,29.69,15.17,6.34,39.66,0.0,100.57,3.77,7.76,1.34
Kafr El Sheikh,2025-04-02,20.84,5.66,13.25,22.06,16.93,30.21,13.28,5.81,44.22,0.0,101.24,4.77,7.08,2.34
Kafr El Sheikh,2025-04-03,20.19,8.83,14.51,21.72,15.11,29.08,13.97,7.07,54.04,0.0,101.47,3.45,7.7,0.73
Kafr El Sheikh,2025-04-04,18.44,9.64,14.04,20.29,14.01,26.44,12.43,7.46,62.63,0.0,101.35,3.21,5.78,1.69
Kafr El Sheikh,2025-04-05,20.56,7.53,14.05,22.24,19.18,30.2,11.02,6.53,51.26,0.0,101.08,2.51,4.98,1.07
Kafr El Sheikh,2025-04-06,21.63,9.68,15.66,23.19,16.76,31.22,14.46,7.55,51.87,0.0,100.82,3.76,5.97,1.09
Kafr El Sheikh,2025-04-07,22.18,8.07,15.13,24.35,18.29,31.35,13.06,7.01,51.41,0.01,101.24,2.89,6.58,0.24
Kafr El Sheikh,2025-04-08,23.96,7.35,15.66,24.67,20.48,35.51,15.03,6.95,47.21,0.05,100.89,5.15,9.47,2.5
Kafr El Sheikh,2025-04-09,20.02,11.74,15.88,21.75,12.89,27.64,14.75,8.65,64.33,0.36,101.37,5.19,7.3,3.14
Kafr El Sheikh,2025-04-10,16.79,6.57,11.68,18.57,11.74,23.08,11.34,6.01,53.57,0.15,101.73,5.56,8.46,2.81
Kafr El Sheikh,2025-04-11,16.52,6.36,11.44,18.0,11.21,22.79,11.58,5.91,53.79,0.1,101.45,4.85,8.65,2.09
Kafr El Sheikh,2025-04-12,17.67,7.3,12.49,19.44,14.07,25.41,11.34,6.33,55.22,0.03,101.35,3.7,5.85,2.02
Kafr El Sheikh,2025-04-13,16.86,7.96,12.41,17.44,9.78,21.82,12.04,6.6,57.78,1.07,101.44,3.93,8.12,0.45
Kafr El Sheikh,2025-04-14,18.86,6.8,12.83,20.83,12.42,25.45,13.03,6.15,49.7,0.01,101.88,4.93,6.28,3.01
Kafr El Sheikh,2025-04-15,19.31,6.64,12.97,21.34,17.11,28.84,11.73,6.11,50.78,0.01,101.88,3.49,6.53,1.89
Kafr El Sheikh,2025-04-16,18.98,6.78,12.88,20.64,17.95,28.53,10.58,6.15,53.14,0.0,101.92,4.52,6.85,2.49
Kafr El Sheikh,2025-04-17,20.98,8.06,14.52,22.42,18.62,31.14,12.52,6.95,55.49,0.0,101.68,5.12,7.3,2.91
Kafr El Sheikh,2025-04-18,21.96,8.63,15.29,23.45,17.72,31.87,14.15,7.31,54.81,0.0,101.39,4.73,6.46,2.61
Kafr El Sheikh,2025-04-19,22.81,6.56,14.68,24.73,21.71,34.67,12.96,6.61,50.72,0.0,101.27,3.61,6.38,2.21
Kafr El Sheikh,2025-04-20,22.56,9.89,16.23,24.64,19.47,33.6,14.13,7.81,55.57,0.0,101.18,3.59,7.12,1.44
Kafr El Sheikh,2025-04-21,25.21,8.8,17.01,27.36,21.62,36.67,15.05,7.22,44.98,0.0,100.92,2.38,5.28,0.12
Kafr El Sheikh,2025-04-22,29.15,6.01,17.58,29.98,18.88,40.29,21.41,6.08,27.54,0.0,100.82,3.61,5.24,0.85
Kafr El Sheikh,2025-04-23,23.99,11.82,17.9,24.76,12.19,31.1,18.91,8.72,48.92,0.0,100.96,5.64,8.41,2.31
Kafr El Sheikh,2025-04-24,19.88,13.21,16.55,20.59,8.75,24.06,15.31,9.48,68.24,0.0,101.13,3.44,6.51,1.38
Kafr El Sheikh,2025-04-25,21.03,11.63,16.33,23.13,16.74,29.91,13.17,8.56,61.6,0.0,101.16,4.03,6.49,1.77
Kafr El Sheikh,2025-04-26,21.5,10.07,15.78,23.75,14.17,29.32,15.15,7.74,54.17,0.0,101.2,3.28,5.85,0.87
Kafr El Sheikh,2025-04-27,21.42,10.1,15.76,24.13,16.09,30.54,14.45,7.73,55.08,0.0,101.26,3.54,6.84,1.89
Kafr El Sheikh,2025-04-28,20.71,10.13,15.42,23.11,15.37,29.76,14.39,7.75,57.49,0.0,101.29,3.27,7.01,0.9
Kafr El Sheikh,2025-04-29,22.44,10.04,16.24,24.84,16.78,31.55,14.77,7.69,51.72,0.0,101.11,3.09,5.8,0.08
Kafr El Sheikh,2025-04-30,21.74,12.04,16.89,23.4,16.53,31.66,15.13,8.79,58.17,0.0,100.72,5.93,10.19,1.58
Matrouh,2025-04-01,20.24,4.17,12.2,21.84,9.58,25.42,15.84,5.08,35.55,0.0,101.43,5.99,9.23,3.17
Matrouh,2025-04-02,20.29,3.16,11.73,21.59,15.47,28.27,12.8,4.71,35.44,0.0,101.98,4.83,7.84,3.11
Matrouh,2025-04-03,20.97,4.4,12.68,22.85,16.4,29.4,13.0,5.23,38.47,0.0,102.19,4.17,6.96,2.27
Matrouh,2025-04-04,20.51,7.84,14.18,23.03,15.87,28.37,12.5,6.63,50.81,0.0,102.02,2.62,4.46,1.08
Matrouh,2025-04-05,21.62,5.04,13.33,24.04,17.59,30.49,12.9,5.45,39.12,0.0,101.62,2.77,6.04,0.44
Matrouh,2025-04-06,21.3,6.87,14.08,23.42,15.84,29.7,13.86,6.41,47.43,0.0,101.61,3.85,6.67,2.23
Matrouh,2025-04-07,20.54,6.61,13.57,21.81,15.14,28.55,13.41,6.22,47.6,0.0,101.72,3.18,4.63,0.48
Matrouh,2025-04-08,23.42,6.41,14.92,25.18,18.97,33.89,14.92,6.06,38.9,0.0,101.58,5.12,8.19,3.55
Matrouh,2025-04-09,20.0,9.53,14.77,22.08,11.69,26.6,14.91,7.45,55.64,0.0,102.34,5.77,8.81,2.99
Matrouh,2025-04-10,16.79,3.56,10.17,19.17,12.45,23.11,10.66,4.9,46.03,0.0,102.66,4.34,5.83,2.93
Matrouh,2025-04-11,17.77,5.87,11.82,19.37,14.38,25.25,10.87,5.65,47.97,0.02,102.35,4.03,8.2,0.98
Matrouh,2025-04-12,19.24,4.85,12.05,22.0,15.96,27.18,11.22,5.35,43.55,0.0,102.11,3.45,7.29,1.38
Matrouh,2025-04-13,18.91,7.46,13.18,20.89,14.88,26.55,11.67,6.37,52.59,0.0,102.37,5.5,8.75,2.67
Matrouh,2025-04-14,18.43,1.71,10.07,21.13,16.39,25.99,9.6,4.46,41.28,0.0,102.76,2.25,3.63,0.82
Matrouh,2025-04-15,19.85,3.47,11.66,22.65,18.29,28.48,10.19,4.91,40.56,0.0,102.64,2.69,5.61,1.09
Matrouh,2025-04-16,21.37,2.95,12.16,23.53,17.47,30.47,13.0,5.22,41.37,0.0,102.5,3.83,5.43,2.96
Matrouh,2025-04-17,21.58,4.24,12.91,23.88,17.88,30.79,12.91,5.38,41.95,0.0,102.41,4.0,5.5,2.97
Matrouh,2025-04-18,22.39,3.78,13.09,24.66,20.08,32.64,12.56,5.13,38.44,0.0,102.18,3.27,4.54,2.6
Matrouh,2025-04-19,23.63,3.94,13.79,26.02,19.32,33.12,13.8,5.12,34.41,0.0,102.03,2.0,3.57,1.04
Matrouh,2025-04-20,25.13,8.33,16.73,27.58,18.2,33.81,15.61,6.96,42.82,0.0,101.82,2.54,4.6,0.41
Matrouh,2025-04-21,29.11,0.92,15.02,30.14,21.68,40.61,18.93,4.25,21.51,0.0,101.36,4.89,8.82,2.85
Matrouh,2025-04-22,29.91,5.3,17.61,32.12,16.69,38.89,22.2,5.62,23.27,0.0,101.58,3.47,6.98,0.29
Matrouh,2025-04-23,26.75,7.32,17.03,28.66,11.65,33.22,21.57,6.37,30.83,0.0,101.82,5.14,7.31,2.38
Matrouh,2025-04-24,23.95,8.09,16.02,25.7,11.34,30.99,19.65,6.75,38.52,0.0,101.9,4.19,9.27,1.56
Matrouh,2025-04-25,22.16,7.22,14.69,25.09,13.98,28.91,14.93,6.35,41.7,0.0,101.96,3.9,6.68,2.21
Matrouh,2025-04-26,22.3,6.59,14.45,25.21,14.71,29.43,14.72,6.11,40.81,0.0,101.92,3.09,5.11,0.68
Matrouh,2025-04-27,23.38,5.63,14.5,25.99,17.42,31.79,14.37,5.71,36.51,0.0,101.92,3.52,6.31,2.31
Matrouh,2025-04-28,24.22,9.24,16.73,27.16,16.3,32.25,15.95,7.22,43.5,0.87,101.91,3.87,8.06,1.33
Matrouh,2025-04-29,24.62,8.92,16.77,26.47,16.06,32.98,16.92,7.13,42.15,0.0,101.44,6.45,11.84,3.21
Matrouh,2025-04-30,22.6,8.4,15.5,24.69,10.88,28.85,17.97,7.0,44.7,0.09,101.63,6.93,11.01,3.38
Sohag,2025-04-01,25.06,0.92,12.99,25.86,16.78,35.32,18.54,4.19,22.26,0.0,98.26,5.96,8.86,3.39
Sohag,2025-04-02,21.79,-1.84,9.97,23.26,18.41,31.06,12.65,3.37,22.65,0.0,98.91,5.12,6.53,3.58
Sohag,2025-04-03,22.58,-2.0,10.29,23.45,15.9,30.78,14.88,3.32,20.91,0.0,98.94,5.85,8.0,4.07
Sohag,2025-04-04,22.65,1.69,12.17,23.91,17.17,31.42,14.25,4.36,26.89,0.0,98.86,5.42,8.16,2.97
Sohag,2025-04-05,24.85,-0.16,12.35,25.71,19.55,33.98,14.43,3.83,22.14,0.0,98.74,2.55,4.05,0.55
Sohag,2025-04-06,26.61,-3.74,11.43,27.66,19.89,36.75,16.86,2.9,14.85,0.0,98.54,4.18,5.63,2.84
Sohag,2025-04-07,27.77,-1.36,13.2,29.46,18.92,37.17,18.25,3.49,16.62,0.0,98.74,3.15,5.0,0.54
Sohag,2025-04-08,30.36,-2.6,13.88,31.21,20.88,41.23,20.35,3.26,13.97,0.0,98.66,4.49,6.19,2.97
Sohag,2025-04-09,26.62,1.47,14.04,27.76,15.12,34.45,19.33,4.55,20.69,0.0,98.73,6.36,8.38,3.36
Sohag,2025-04-10,19.93,3.94,11.94,21.64,11.12,25.79,14.67,5.35,39.17,0.0,99.09,8.41,9.94,5.37
Sohag,2025-04-11,18.66,1.62,10.14,20.21,14.59,25.72,11.13,4.35,34.81,0.0,99.02,6.95,10.18,4.39
Sohag,2025-04-12,20.02,3.13,11.58,21.51,15.8,27.6,11.8,4.83,35.18,0.0,99.01,4.62,7.65,2.04
Sohag,2025-04-13,20.84,1.44,11.14,22.18,15.82,28.45,12.63,4.28,29.55,0.0,98.95,5.38,8.93,1.99
Sohag,2025-04-14,19.4,-0.87,9.26,21.37,14.79,27.08,12.29,3.76,30.43,0.0,99.39,5.28,6.69,3.94
Sohag,2025-04-15,21.0,-3.83,8.59,22.76,18.41,30.26,11.85,2.95,22.2,0.0,99.35,4.46,6.4,3.17
Sohag,2025-04-16,23.51,-3.36,10.07,25.73,19.22,33.49,14.27,3.17,18.97,0.0,99.09,3.85,5.47,2.03
Sohag,2025-04-17,23.79,-4.02,9.89,26.11,21.96,35.03,13.07,2.95,19.31,0.0,98.83,3.21,4.76,1.56
Sohag,2025-04-18,25.47,-3.04,11.22,27.39,21.37,36.33,14.96,3.11,17.06,0.0,98.61,4.67,6.91,3.23
Sohag,2025-04-19,26.72,-0.82,12.95,28.9,22.69,38.23,15.54,3.74,20.98,0.0,98.54,4.63,7.28,2.62
Sohag,2025-04-20,27.68,-3.24,12.22,29.08,20.44,38.21,17.77,3.02,14.85,0.0,98.57,5.36,7.88,3.77
Sohag,2025-04-21,30.43,-1.82,14.31,31.92,20.12,40.33,20.21,3.35,13.27,0.0,98.61,2.47,3.58,0.66
Sohag,2025-04-22,33.47,-2.77,15.35,33.46,17.82,43.17,25.35,3.09,10.18,0.0,98.73,2.51,4.55,0.72
Sohag,2025-04-23,34.44,-2.68,15.88,35.37,19.06,44.51,25.45,3.13,9.82,0.0,98.6,2.82,5.94,1.2
Sohag,2025-04-24,29.26,6.58,17.92,30.79,14.82,37.93,23.11,6.19,25.16,0.0,98.53,6.7,9.34,2.97
Sohag,2025-04-25,25.64,4.29,14.96,27.66,14.14,32.8,18.66,5.35,27.81,0.0,98.68,5.83,7.64,3.79
Sohag,2025-04-26,24.67,3.05,13.86,26.72,15.39,32.0,16.61,4.82,25.76,0.0,98.7,5.54,7.25,3.64
Sohag,2025-04-27,25.73,2.68,14.2,27.77,14.9,33.4,18.5,4.69,23.93,0.0,98.7,4.69,7.0,2.9
Sohag,2025-04-28,26.24,3.07,14.65,27.81,17.12,34.64,17.52,4.81,24.22,0.0,98.71,6.11,10.07,3.52
Sohag,2025-04-29,28.98,2.04,15.51,31.56,19.9,38.51,18.61,4.48,19.84,0.0,98.48,2.5,3.73,1.09
Sohag,2025-04-30,29.33,2.42,15.88,30.79,15.88,37.86,21.98,4.67,19.78,0.0,98.4,6.47,9.65,3.17
Red Sea,2025-04-01,28.58,0.16,14.37,29.49,20.61,39.08,18.47,4.09,17.99,0.0,94.55,6.17,8.78,3.3
Red Sea,2025-04-02,25.88,-2.84,11.52,28.52,17.17,35.82,18.65,3.35,17.8,0.0,94.99,4.82,7.39,2.8
Red Sea,2025-04-03,24.32,-4.03,10.14,26.56,16.84,33.43,16.59,2.99,16.24,0.0,95.01,5.3,8.95,2.99
Red Sea,2025-04-04,23.81,-4.63,9.59,25.9,16.0,32.36,16.36,2.85,16.36,0.0,94.97,5.82,8.87,3.4
Red Sea,2025-04-05,23.3,0.2,11.75,26.71,18.47,32.82,14.35,4.13,25.13,0.0,95.06,3.29,4.94,2.24
Red Sea,2025-04-06,26.38,-2.5,11.94,28.39,16.15,34.94,18.79,3.35,16.67,0.0,94.89,3.4,7.38,1.12
Red Sea,2025-04-07,27.35,-3.09,12.13,29.59,16.75,36.75,20.0,3.44,16.34,0.0,95.05,3.39,5.97,1.81
Red Sea,2025-04-08,29.1,3.33,16.22,31.88,19.16,38.91,19.75,5.26,23.73,0.0,95.14,3.54,4.52,2.76
Red Sea,2025-04-09,31.4,2.36,16.88,33.53,18.78,41.15,22.37,4.91,18.99,0.0,94.9,5.54,8.57,4.01
Red Sea,2025-04-10,23.97,0.59,12.28,26.46,15.22,32.18,16.96,4.43,24.47,0.0,95.03,6.77,9.51,4.04
Red Sea,2025-04-11,20.08,-3.33,8.37,22.92,16.23,28.91,12.68,3.27,24.11,0.0,95.01,6.66,9.48,4.75
Red Sea,2025-04-12,19.69,-2.35,8.67,22.38,15.48,27.81,12.33,3.47,26.6,0.0,95.12,5.81,8.87,3.06
Red Sea,2025-04-13,21.69,-1.07,10.31,24.08,16.19,29.81,13.62,3.73,24.44,0.0,95.11,5.62,8.5,2.06
Red Sea,2025-04-14,19.66,-0.16,9.75,22.99,14.36,27.83,13.47,4.2,32.36,0.0,95.43,5.23,8.36,2.32
Red Sea,2025-04-15,20.29,3.44,11.86,23.61,17.94,29.71,11.77,5.24,38.51,0.0,95.47,4.01,6.94,2.15
Red Sea,2025-04-16,22.74,3.88,13.31,25.87,17.31,31.82,14.51,5.38,33.92,0.0,95.28,4.38,8.24,1.82
Red Sea,2025-04-17,25.45,-1.88,11.78,29.05,20.19,36.07,15.88,3.52,18.62,0.0,95.04,3.29,5.68,1.93
Red Sea,2025-04-18,27.3,-2.23,12.54,30.64,18.22,36.89,18.67,3.43,15.99,0.0,94.85,2.6,4.16,1.83
Red Sea,2025-04-19,27.97,-1.02,13.48,31.88,18.42,37.43,19.01,3.8,17.61,0.0,94.79,1.73,2.96,0.07
Red Sea,2025-04-20,28.29,-0.67,13.81,32.07,18.58,37.71,19.13,3.88,17.59,0.0,94.81,2.32,5.18,0.57
Red Sea,2025-04-21,28.2,-1.57,13.31,30.39,16.5,36.57,20.07,3.57,15.0,0.0,95.0,4.44,7.0,1.73
Red Sea,2025-04-22,31.73,-4.32,13.7,33.08,15.56,40.07,24.51,2.85,10.27,0.0,95.15,3.57,5.66,2.02
Red Sea,2025-04-23,33.22,-3.28,14.97,34.48,15.48,41.37,25.89,3.12,10.07,0.0,95.02,3.65,5.75,2.0
Red Sea,2025-04-24,34.52,2.43,18.48,36.78,18.32,43.52,25.2,4.86,14.18,0.0,94.69,3.73,5.81,0.6
Red Sea,2025-04-25,28.14,5.73,16.93,31.4,13.4,36.37,22.97,6.2,26.25,0.0,94.78,4.18,7.21,1.28
Red Sea,2025-04-26,26.52,-0.3,13.11,29.78,16.11,35.62,19.51,4.07,20.28,0.0,94.82,4.73,7.84,2.45
Red Sea,2025-04-27,25.27,-0.05,12.61,27.86,15.18,33.09,17.91,4.11,21.68,0.0,94.88,4.02,6.33,2.65
Red Sea,2025-04-28,26.59,-0.16,13.21,29.42,16.39,35.55,19.16,4.1,20.67,0.0,94.85,5.15,9.44,3.12
Red Sea,2025-04-29,25.82,1.3,13.56,27.94,13.79,33.44,19.65,4.43,21.27,0.0,94.83,7.21,10.88,3.32
Red Sea,2025-04-30,29.75,-1.64,14.05,32.41,18.14,38.33,20.19,3.61,15.52,0.0,94.65,4.46,8.1,1.25
Gharbia,2025-04-01,22.48,6.93,14.7,22.95,14.52,29.69,15.17,6.34,39.66,0.0,100.57,3.77,7.76,1.34
Gharbia,2025-04-02,20.84,5.66,13.25,22.06,16.93,30.21,13.28,5.81,44.22,0.0,101.24,4.77,7.08,2.34
Gharbia,2025-04-03,20.19,8.83,14.51,21.72,15.11,29.08,13.97,7.07,54.04,0.0,101.47,3.45,7.7,0.73
Gharbia,2025-04-04,18.44,9.64,14.04,20.29,14.01,26.44,12.43,7.46,62.63,0.0,101.35,3.21,5.78,1.69
Gharbia,2025-04-05,20.56,7.53,14.05,22.24,19.18,30.2,11.02,6.53,51.26,0.0,101.08,2.51,4.98,1.07
Gharbia,2025-04-06,21.63,9.68,15.66,23.19,16.76,31.22,14.46,7.55,51.87,0.0,100.82,3.76,5.97,1.09
Gharbia,2025-04-07,22.18,8.07,15.13,24.35,18.29,31.35,13.06,7.01,51.41,0.01,101.24,2.89,6.58,0.24
Gharbia,2025-04-08,23.96,7.35,15.66,24.67,20.48,35.51,15.03,6.95,47.21,0.05,100.89,5.15,9.47,2.5
Gharbia,2025-04-09,20.02,11.74,15.88,21.75,12.89,27.64,14.75,8.65,64.33,0.36,101.37,5.19,7.3,3.14
Gharbia,2025-04-10,16.79,6.57,11.68,18.57,11.74,23.08,11.34,6.01,53.57,0.15,101.73,5.56,8.46,2.81
Gharbia,2025-04-11,16.52,6.36,11.44,18.0,11.21,22.79,11.58,5.91,53.79,0.1,101.45,4.85,8.65,2.09
Gharbia,2025-04-12,17.67,7.3,12.49,19.44,14.07,25.41,11.34,6.33,55.22,0.03,101.35,3.7,5.85,2.02
Gharbia,2025-04-13,16.86,7.96,12.41,17.44,9.78,21.82,12.04,6.6,57.78,1.07,101.44,3.93,8.12,0.45
Gharbia,2025-04-14,18.86,6.8,12.83,20.83,12.42,25.45,13.03,6.15,49.7,0.01,101.88,4.93,6.28,3.01
Gharbia,2025-04-15,19.31,6.64,12.97,21.34,17.11,28.84,11.73,6.11,50.78,0.01,101.88,3.49,6.53,1.89
Gharbia,2025-04-16,18.98,6.78,12.88,20.64,17.95,28.53,10.58,6.15,53.14,0.0,101.92,4.52,6.85,2.49
Gharbia,2025-04-17,20.98,8.06,14.52,22.42,18.62,31.14,12.52,6.95,55.49,0.0,101.68,5.12,7.3,2.91
