city,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Cairo,2025-06-02 14:00:00,3.0,101.11,0.11,0.45,113.16,3.25,8.52,20.33,2.58
Cairo,2025-06-02 15:00:00,3.0,98.95,0.11,0.44,113.02,2.68,8.03,19.09,1.9
Cairo,2025-06-02 16:00:00,3.0,98.47,0.1,0.47,113.88,2.51,7.95,18.81,1.56
Cairo,2025-06-02 17:00:00,3.0,98.1,0.1,0.52,114.19,2.57,8.15,19.07,1.46
Cairo,2025-06-02 18:00:00,3.0,97.72,0.09,0.64,114.5,2.73,8.41,19.44,1.48
Cairo,2025-06-02 19:00:00,3.0,98.28,0.06,0.9,114.55,2.92,8.5,19.31,1.76
Cairo,2025-06-02 20:00:00,3.0,98.21,0.01,1.16,112.31,3.13,8.21,18.89,2.22
Cairo,2025-06-02 21:00:00,3.0,97.36,0.0,1.14,108.96,3.31,7.96,21.69,2.53
Cairo,2025-06-02 22:00:00,3.0,96.69,0.0,1.1,105.11,3.7,8.02,26.86,2.89
Cairo,2025-06-02 23:00:00,3.0,98.57,0.0,1.41,101.66,5.05,8.95,35.36,3.68
Cairo,2025-06-03 00:00:00,2.0,101.52,0.0,2.1,97.47,7.25,10.02,41.92,4.66
Cairo,2025-06-03 00:00:00,2.0,101.52,0.0,2.1,97.47,7.25,10.02,41.92,4.66
Cairo,2025-06-03 01:00:00,2.0,102.25,0.0,2.66,91.06,9.01,10.01,40.04,5.48
Cairo,2025-06-03 02:00:00,2.0,103.91,0.0,3.08,86.32,10.3,9.96,36.51,6.41
Cairo,2025-06-03 03:00:00,2.0,105.86,0.0,3.44,82.7,11.29,10.47,35.11,7.38
Cairo,2025-06-03 04:00:00,2.0,106.68,0.0,3.68,79.24,11.86,11.32,35.46,7.89
Cairo,2025-06-03 05:00:00,2.0,107.99,0.0,3.79,77.56,12.04,13.19,38.01,7.56
Cairo,2025-06-03 06:00:00,2.0,109.03,0.0,3.71,76.57,11.76,14.54,40.79,6.8
Cairo,2025-06-03 07:00:00,2.0,108.47,0.04,3.77,75.4,11.49,14.96,42.54,6.43
Cairo,2025-06-03 08:00:00,2.0,107.91,0.41,3.55,76.12,11.76,14.6,42.96,6.74
Cairo,2025-06-03 09:00:00,2.0,106.82,0.68,2.87,80.06,11.77,14.67,42.91,6.58
Cairo,2025-06-03 10:00:00,2.0,105.07,0.5,1.79,90.97,10.88,14.53,39.9,4.79
Cairo,2025-06-03 11:00:00,3.0,102.39,0.25,0.94,101.44,8.72,14.15,36.56,3.66
Cairo,2025-06-03 12:00:00,3.0,100.27,0.15,0.58,106.81,6.84,13.3,33.81,3.1
Cairo,2025-06-03 13:00:00,3.0,98.7,0.12,0.45,108.96,5.06,11.33,29.15,2.55
Cairo,2025-06-03 14:00:00,3.0,96.09,0.11,0.42,108.62,3.87,9.82,26.4,2.28
Cairo,2025-06-03 15:00:00,3.0,94.82,0.11,0.44,110.07,3.54,9.7,26.91,2.26
Cairo,2025-06-03 16:00:00,3.0,95.26,0.11,0.49,113.91,3.77,10.47,29.4,2.29
Cairo,2025-06-03 17:00:00,3.0,94.83,0.11,0.57,116.37,4.27,11.48,31.82,2.28
Cairo,2025-06-03 18:00:00,3.0,94.65,0.1,0.73,118.81,4.73,12.22,34.44,2.26
Cairo,2025-06-03 19:00:00,3.0,95.8,0.06,1.05,121.17,5.18,13.08,41.31,2.39
Cairo,2025-06-03 20:00:00,3.0,96.72,0.01,1.37,120.34,5.66,15.43,62.65,2.62
Cairo,2025-06-03 21:00:00,3.0,97.91,0.0,1.4,117.71,6.32,18.76,90.42,2.78
Cairo,2025-06-03 22:00:00,3.0,98.06,0.0,1.48,111.92,7.21,19.63,98.12,3.16
Cairo,2025-06-03 23:00:00,3.0,100.07,0.0,1.93,105.64,8.48,17.59,82.4,4.02
Cairo,2025-06-04 00:00:00,3.0,102.36,0.0,2.63,98.4,10.09,15.01,62.04,4.98
Cairo,2025-06-04 01:00:00,2.0,103.26,0.0,3.19,90.1,11.07,13.13,46.47,5.86
Cairo,2025-06-04 02:00:00,2.0,105.41,0.0,3.65,83.74,11.45,12.91,40.45,6.93
Cairo,2025-06-04 03:00:00,2.0,107.84,0.0,4.04,78.71,11.59,13.84,40.92,7.94
Cairo,2025-06-04 04:00:00,2.0,109.45,0.0,4.31,74.09,11.43,15.05,43.5,7.96
Cairo,2025-06-04 05:00:00,2.0,110.76,0.0,4.45,71.03,11.07,16.43,47.04,7.14
Cairo,2025-06-04 06:00:00,3.0,111.54,0.0,4.5,69.11,10.48,17.65,50.18,6.2
Cairo,2025-06-04 07:00:00,3.0,111.49,0.07,4.81,67.47,10.13,18.35,51.85,5.95
Cairo,2025-06-04 08:00:00,3.0,112.21,0.67,4.67,68.18,10.37,18.72,52.9,6.48
Cairo,2025-06-04 09:00:00,3.0,112.13,1.18,3.96,73.0,10.64,18.95,53.22,7.01
Cairo,2025-06-04 10:00:00,3.0,112.05,1.02,3.03,86.25,11.0,19.49,52.3,6.53
Cairo,2025-06-04 11:00:00,3.0,111.44,0.58,1.97,102.97,10.91,21.18,52.27,5.88
Cairo,2025-06-04 12:00:00,3.0,113.7,0.34,1.33,116.5,11.01,23.21,56.21,5.55
Cairo,2025-06-04 13:00:00,3.0,110.38,0.21,0.91,126.89,8.92,19.85,47.51,4.0
Cairo,2025-06-04 14:00:00,3.0,105.71,0.16,0.74,129.38,6.92,16.48,39.56,3.32
Cairo,2025-06-04 15:00:00,3.0,103.92,0.15,0.75,131.84,6.41,15.82,37.9,3.52
Cairo,2025-06-04 16:00:00,3.0,104.11,0.15,0.82,136.72,6.41,15.88,36.65,4.15
Cairo,2025-06-04 17:00:00,4.0,103.73,0.15,0.97,140.5,6.33,15.71,34.4,5.0
Cairo,2025-06-04 18:00:00,4.0,103.35,0.14,1.28,143.4,6.21,15.09,31.92,5.77
Cairo,2025-06-04 19:00:00,4.0,104.45,0.1,2.24,143.95,6.42,14.44,30.8,7.11
Cairo,2025-06-04 20:00:00,3.0,105.01,0.02,3.52,139.52,6.99,13.94,30.92,8.2
Cairo,2025-06-04 21:00:00,3.0,103.76,0.0,3.7,133.73,7.91,14.71,35.92,7.87
Cairo,2025-06-04 22:00:00,3.0,102.13,0.0,3.6,126.76,9.05,16.16,43.82,7.34
Cairo,2025-06-04 23:00:00,3.0,104.26,0.0,3.9,119.01,10.51,17.06,50.66,7.62
Cairo,2025-06-05 00:00:00,3.0,107.72,0.0,4.66,109.36,12.33,17.19,56.51,8.61
Cairo,2025-06-05 01:00:00,3.0,109.78,0.0,5.56,97.7,13.84,15.99,54.56,10.07
Cairo,2025-06-05 02:00:00,2.0,113.32,0.0,6.3,89.23,14.57,14.66,45.8,12.0
Cairo,2025-06-05 03:00:00,2.0,116.88,0.0,6.8,82.51,14.54,14.13,40.62,13.77
Cairo,2025-06-05 04:00:00,2.0,118.57,0.0,6.92,77.08,13.94,14.39,39.91,14.74
Cairo,2025-06-05 05:00:00,2.0,120.22,0.0,6.83,74.1,13.26,15.86,42.17,14.98
Cairo,2025-06-05 06:00:00,2.0,121.62,0.0,6.67,72.24,12.46,17.91,45.34,14.65
Cairo,2025-06-05 07:00:00,2.0,121.91,0.1,7.07,70.2,11.74,18.97,46.96,14.37
Cairo,2025-06-05 08:00:00,2.0,123.22,0.94,6.82,70.71,11.44,19.18,47.96,14.5
Cairo,2025-06-05 09:00:00,3.0,123.98,1.67,5.81,74.87,11.45,20.32,50.07,14.02
Cairo,2025-06-05 10:00:00,3.0,123.07,1.48,4.47,89.19,12.0,21.59,52.06,12.11
Cairo,2025-06-05 11:00:00,3.0,121.54,0.83,2.9,109.12,12.39,24.8,56.49,10.62
Cairo,2025-06-05 12:00:00,3.0,123.41,0.44,1.89,126.93,13.06,28.52,61.99,9.52
Cairo,2025-06-05 13:00:00,3.0,121.06,0.26,1.21,138.94,11.36,24.8,52.13,6.39
Cairo,2025-06-05 14:00:00,4.0,116.37,0.19,0.91,140.48,9.16,20.24,42.16,4.46
Cairo,2025-06-05 15:00:00,4.0,115.05,0.17,0.9,144.19,8.55,19.56,41.27,4.11
Cairo,2025-06-05 16:00:00,4.0,115.69,0.17,0.97,149.84,8.15,19.11,40.0,4.33
Cairo,2025-06-05 17:00:00,4.0,114.74,0.16,1.15,152.64,8.0,18.67,38.38,4.98
Cairo,2025-06-05 18:00:00,4.0,114.54,0.15,1.56,154.56,8.15,18.62,38.05,5.92
Cairo,2025-06-05 19:00:00,4.0,117.18,0.14,3.16,152.08,8.61,18.53,38.78,8.76
Cairo,2025-06-05 20:00:00,4.0,120.38,0.02,5.36,143.4,9.04,17.78,38.55,11.88
Cairo,2025-06-05 21:00:00,3.0,120.52,0.0,5.94,134.67,9.23,17.35,42.69,12.89
Cairo,2025-06-05 22:00:00,3.0,119.03,0.0,5.89,125.16,9.48,17.73,51.8,12.72
Cairo,2025-06-05 23:00:00,3.0,119.74,0.0,5.83,117.48,10.09,17.75,56.21,12.56
Cairo,2025-06-06 00:00:00,3.0,120.19,0.0,5.82,109.71,10.74,16.94,54.27,12.28
Cairo,2025-06-06 01:00:00,3.0,118.41,0.0,5.6,101.05,11.31,15.39,49.18,11.27
Cairo,2025-06-06 02:00:00,2.0,119.1,0.0,5.9,93.77,11.66,14.23,40.92,12.22
Cairo,2025-06-06 03:00:00,2.0,120.32,0.0,6.16,87.56,11.85,13.8,36.24,13.47
Cairo,2025-06-06 04:00:00,2.0,119.68,0.0,6.25,81.52,11.7,14.05,35.34,14.48
Cairo,2025-06-06 05:00:00,2.0,119.8,0.0,6.26,77.24,11.4,15.76,37.73,15.05
Cairo,2025-06-06 06:00:00,2.0,119.66,0.0,6.23,73.85,10.98,18.21,41.24,15.01
Cairo,2025-06-06 07:00:00,2.0,118.68,0.09,6.69,70.48,10.53,19.74,43.65,14.78
Cairo,2025-06-06 08:00:00,2.0,118.71,0.85,6.48,70.11,10.66,20.54,45.73,14.51
Cairo,2025-06-06 09:00:00,2.0,118.21,1.55,5.47,73.61,10.94,21.67,48.02,13.4
Cairo,2025-06-06 10:00:00,2.0,117.39,1.51,4.33,83.89,11.38,22.73,49.48,11.21
Cairo,2025-06-06 11:00:00,3.0,116.24,0.94,2.98,100.09,11.44,25.18,51.73,9.58
Cairo,2025-06-06 12:00:00,3.0,116.92,0.48,1.91,118.48,11.8,28.2,54.34,8.48
Cairo,2025-06-06 13:00:00,3.0,118.22,0.27,1.25,134.52,11.06,26.17,48.09,6.39
Cairo,2025-06-06 14:00:00,4.0,116.55,0.2,1.0,141.27,9.33,23.39,41.2,5.05
Cairo,2025-06-06 15:00:00,4.0,115.92,0.18,0.95,145.75,8.48,21.98,37.88,4.64
Cairo,2025-06-06 16:00:00,4.0,115.29,0.16,0.96,149.21,7.89,20.12,35.24,4.33
Cairo,2025-06-06 17:00:00,4.0,113.14,0.15,1.04,149.5,7.05,18.85,35.06,4.49
Cairo,2025-06-06 18:00:00,4.0,110.49,0.13,1.25,147.61,5.97,17.94,36.36,4.92
Cairo,2025-06-06 19:00:00,4.0,108.82,0.09,1.94,143.84,5.18,17.54,37.61,5.96
Cairo,2025-06-06 20:00:00,4.0,106.84,0.01,2.68,140.32,5.45,18.53,37.3,6.6
Cairo,2025-06-06 21:00:00,3.0,104.09,0.0,2.48,139.41,7.93,21.92,41.06,5.92
Cairo,2025-06-06 22:00:00,3.0,101.49,0.0,2.36,135.66,12.04,25.33,46.95,5.25
Cairo,2025-06-06 23:00:00,3.0,102.14,0.0,2.93,127.22,16.25,27.1,52.72,5.49
Cairo,2025-06-07 00:00:00,3.0,104.61,0.0,4.06,113.98,19.41,27.04,56.42,6.5
Cairo,2025-06-07 01:00:00,3.0,105.91,0.0,5.1,98.18,20.1,25.12,55.83,8.0
Cairo,2025-06-07 02:00:00,2.0,108.91,0.0,5.89,87.28,19.42,22.74,49.35,10.08
Cairo,2025-06-07 03:00:00,2.0,111.92,0.0,6.31,79.9,17.98,21.03,45.05,12.11
Cairo,2025-06-07 04:00:00,2.0,113.31,0.0,6.43,74.03,16.26,19.97,43.16,13.55
Cairo,2025-06-07 05:00:00,2.0,114.11,0.0,6.35,70.12,14.79,20.52,44.12,14.35
Cairo,2025-06-07 06:00:00,2.0,113.86,0.0,6.14,67.56,13.31,22.24,46.89,14.42
Cairo,2025-06-07 07:00:00,2.0,113.07,0.07,6.35,65.52,12.02,23.57,49.14,14.3
Cairo,2025-06-07 08:00:00,3.0,113.35,0.76,6.01,66.74,11.58,24.07,50.95,14.15
Cairo,2025-06-07 09:00:00,3.0,113.63,1.38,4.95,71.58,11.48,25.04,53.13,13.28
Cairo,2025-06-07 10:00:00,3.0,114.14,1.25,3.77,82.73,11.38,26.24,55.02,11.66
Cairo,2025-06-07 11:00:00,3.0,113.28,0.69,2.39,100.01,10.78,28.81,57.42,9.86
Cairo,2025-06-07 12:00:00,3.0,112.16,0.34,1.45,116.79,10.21,30.7,58.56,8.24
Cairo,2025-06-07 13:00:00,3.0,109.89,0.21,0.98,131.03,9.04,27.14,50.11,5.96
Cairo,2025-06-07 14:00:00,3.0,106.24,0.16,0.8,135.6,7.46,23.48,43.04,4.43
Cairo,2025-06-07 15:00:00,3.0,103.63,0.14,0.76,137.93,6.37,22.26,41.37,3.98
Cairo,2025-06-07 16:00:00,3.0,101.01,0.13,0.71,137.92,4.95,19.46,37.54,3.64
Cairo,2025-06-07 17:00:00,3.0,96.84,0.11,0.72,134.29,3.78,17.24,34.64,3.57
Cairo,2025-06-07 18:00:00,3.0,94.2,0.09,0.85,131.54,3.39,16.95,35.16,3.69
Cairo,2025-06-07 19:00:00,3.0,94.05,0.07,1.4,129.5,3.88,17.96,37.4,4.55
Cairo,2025-06-07 20:00:00,3.0,94.35,0.01,2.03,128.18,5.21,19.56,39.91,5.37
Cairo,2025-06-07 21:00:00,3.0,94.4,0.0,1.93,127.72,7.0,21.08,43.64,5.13
Cairo,2025-06-07 22:00:00,3.0,94.07,0.0,1.74,125.22,8.86,21.88,46.49,4.75
Cairo,2025-06-07 23:00:00,3.0,95.65,0.0,2.03,121.1,11.05,22.32,48.53,5.15
Cairo,2025-06-08 00:00:00,3.0,98.55,0.0,2.72,113.36,13.56,22.07,49.25,6.04
Cairo,2025-06-08 01:00:00,3.0,99.53,0.0,3.32,101.84,15.3,20.77,47.39,7.0
Cairo,2025-06-08 02:00:00,2.0,101.73,0.0,3.85,92.35,16.21,19.77,45.92,8.39
Cairo,2025-06-08 03:00:00,2.0,104.2,0.0,4.27,84.59,16.31,19.08,44.8,9.96
Cairo,2025-06-08 04:00:00,2.0,105.08,0.0,4.52,78.1,15.42,18.55,43.72,11.27
Cairo,2025-06-08 05:00:00,2.0,106.47,0.0,4.61,74.5,14.08,18.67,44.3,12.35
Cairo,2025-06-08 06:00:00,2.0,107.87,0.0,4.61,72.24,12.61,19.37,46.14,13.07
Cairo,2025-06-08 07:00:00,2.0,107.92,0.05,4.86,69.55,11.44,20.14,48.04,13.44
Cairo,2025-06-08 08:00:00,3.0,108.48,0.55,4.63,69.62,11.26,20.86,50.23,13.25
Cairo,2025-06-08 09:00:00,3.0,108.24,0.94,3.69,74.45,11.69,22.16,52.98,11.86
Cairo,2025-06-08 10:00:00,3.0,106.48,0.66,2.33,89.01,12.21,23.73,54.5,8.86
Cairo,2025-06-08 11:00:00,3.0,102.95,0.31,1.25,104.14,11.65,25.62,55.65,6.6
Cairo,2025-06-08 12:00:00,3.0,99.46,0.19,0.8,112.63,10.76,26.54,56.29,5.14
Cairo,2025-06-08 13:00:00,3.0,96.04,0.13,0.59,118.16,8.8,23.8,49.81,3.55
Cairo,2025-06-08 14:00:00,3.0,91.65,0.11,0.47,117.51,6.53,19.82,41.72,2.52
Cairo,2025-06-08 15:00:00,3.0,88.84,0.1,0.43,115.54,5.14,17.56,37.26,2.15
Cairo,2025-06-08 16:00:00,3.0,88.03,0.08,0.38,114.27,3.77,14.77,33.44,1.73
Cairo,2025-06-08 17:00:00,3.0,86.64,0.07,0.38,111.94,2.93,13.07,31.8,1.6
Cairo,2025-06-08 18:00:00,3.0,86.28,0.06,0.47,110.28,2.82,13.12,32.57,1.65
Cairo,2025-06-08 19:00:00,3.0,87.16,0.05,0.72,109.77,2.99,13.76,37.44,2.08
Cairo,2025-06-08 20:00:00,3.0,88.27,0.01,1.02,108.46,3.19,14.31,44.98,2.68
Cairo,2025-06-08 21:00:00,3.0,89.38,0.0,1.07,106.47,3.33,14.9,54.07,3.02
Cairo,2025-06-08 22:00:00,3.0,90.33,0.0,1.11,103.68,3.61,14.51,54.8,3.45
Cairo,2025-06-08 23:00:00,3.0,93.72,0.0,1.41,101.19,4.69,13.79,48.81,4.32
Cairo,2025-06-09 00:00:00,2.0,97.92,0.0,1.89,97.99,6.4,13.36,42.98,5.16
Cairo,2025-06-09 01:00:00,2.0,99.7,0.0,2.22,92.18,7.63,12.91,39.13,5.8
Cairo,2025-06-09 02:00:00,2.0,102.44,0.0,2.5,88.48,8.31,12.96,38.52,6.86
Cairo,2025-06-09 03:00:00,2.0,105.21,0.0,2.73,85.66,8.61,13.29,39.52,8.16
Cairo,2025-06-09 04:00:00,2.0,106.09,0.0,2.91,81.86,8.22,13.65,40.77,9.66
Cairo,2025-06-09 05:00:00,2.0,108.25,0.0,3.09,78.91,7.39,14.19,42.34,11.4
Cairo,2025-06-09 06:00:00,2.0,109.89,0.0,3.23,76.17,6.44,14.7,43.9,11.83
Cairo,2025-06-09 07:00:00,2.0,110.12,0.05,3.49,73.19,5.83,15.06,45.28,11.79
Cairo,2025-06-09 08:00:00,2.0,110.8,0.42,3.29,73.16,6.15,15.4,47.24,12.96
Cairo,2025-06-09 09:00:00,2.0,110.69,0.63,2.52,79.25,6.81,15.76,49.18,11.95
Cairo,2025-06-09 10:00:00,3.0,109.35,0.38,1.44,93.73,7.53,16.64,51.33,8.74
Cairo,2025-06-09 11:00:00,3.0,107.07,0.23,0.9,103.19,6.83,17.52,51.8,7.21
Cairo,2025-06-09 12:00:00,3.0,104.03,0.17,0.66,107.85,5.86,17.56,50.25,5.57
Cairo,2025-06-09 13:00:00,3.0,100.86,0.11,0.46,110.11,4.43,14.81,40.82,3.62
Cairo,2025-06-09 14:00:00,3.0,96.78,0.09,0.37,108.04,2.99,12.32,32.89,2.61
Cairo,2025-06-09 15:00:00,3.0,93.25,0.08,0.34,105.76,2.17,11.04,28.66,2.18
Cairo,2025-06-09 16:00:00,3.0,90.64,0.07,0.33,104.53,1.58,9.91,24.12,1.68
Cairo,2025-06-09 17:00:00,3.0,88.43,0.07,0.36,103.45,1.29,9.55,22.37,1.5
Cairo,2025-06-09 18:00:00,3.0,87.74,0.07,0.47,103.03,1.26,10.01,23.14,1.55
Cairo,2025-06-09 19:00:00,3.0,89.31,0.06,0.9,103.3,1.54,11.14,25.76,2.51
Cairo,2025-06-09 20:00:00,3.0,91.37,0.01,1.45,102.53,2.02,12.57,28.81,3.79
Cairo,2025-06-09 21:00:00,3.0,92.92,0.0,1.57,102.84,2.53,13.99,31.18,4.4
Cairo,2025-06-09 22:00:00,3.0,93.58,0.0,1.5,103.94,3.18,15.24,32.91,4.73
Cairo,2025-06-09 23:00:00,3.0,96.16,0.0,1.54,106.29,4.34,17.11,36.46,5.0
Cairo,2025-06-10 00:00:00,3.0,99.54,0.0,1.84,106.65,6.24,19.78,42.37,5.17
Cairo,2025-06-10 01:00:00,3.0,101.03,0.0,2.18,101.99,8.15,21.86,46.87,5.3
Cairo,2025-06-10 02:00:00,3.0,103.73,0.0,2.56,96.75,9.48,23.59,50.22,6.27
Cairo,2025-06-10 03:00:00,3.0,106.46,0.0,2.89,91.25,10.26,25.35,53.57,7.5
Cairo,2025-06-10 04:00:00,3.0,107.83,0.0,3.12,84.99,10.33,27.04,56.5,8.66
Cairo,2025-06-10 05:00:00,3.0,109.96,0.0,3.34,80.24,10.13,29.26,60.3,9.95
Cairo,2025-06-10 06:00:00,3.0,112.36,0.0,3.58,75.91,9.78,31.79,64.53,11.04
Cairo,2025-06-10 07:00:00,3.0,113.67,0.03,4.09,71.6,9.78,34.4,68.79,11.8
Cairo,2025-06-10 08:00:00,3.0,116.0,0.45,4.29,70.05,10.85,36.91,73.52,12.64
Cairo,2025-06-10 09:00:00,3.0,117.52,0.9,3.75,73.92,12.47,38.9,77.64,12.17
Cairo,2025-06-10 10:00:00,3.0,118.28,0.74,2.65,88.15,14.24,40.95,81.48,9.81
Cairo,2025-06-10 11:00:00,3.0,115.69,0.38,1.54,105.84,13.56,41.83,81.87,7.79
Cairo,2025-06-10 12:00:00,3.0,111.82,0.22,0.98,118.65,12.32,40.33,79.05,6.08
Cairo,2025-06-10 13:00:00,3.0,106.02,0.15,0.7,126.74,9.86,34.26,69.15,4.51
Cairo,2025-06-10 14:00:00,3.0,99.58,0.12,0.57,126.94,7.3,27.84,58.57,3.46
Cairo,2025-06-10 15:00:00,3.0,96.26,0.11,0.54,126.27,5.97,24.81,53.66,3.02
Cairo,2025-06-10 16:00:00,3.0,94.64,0.09,0.48,122.76,4.26,19.68,43.2,2.54
Cairo,2025-06-10 17:00:00,3.0,92.93,0.08,0.48,117.75,3.02,15.37,34.32,2.25
Cairo,2025-06-10 18:00:00,3.0,92.23,0.07,0.58,115.77,2.73,14.14,32.0,2.19
Cairo,2025-06-10 19:00:00,3.0,93.54,0.06,1.04,114.1,2.92,14.37,32.6,3.08
Cairo,2025-06-10 20:00:00,3.0,94.58,0.01,1.75,110.55,3.32,15.09,33.54,4.45
Cairo,2025-06-10 21:00:00,3.0,94.11,0.0,1.99,107.19,3.61,16.25,37.45,5.06
Cairo,2025-06-10 22:00:00,3.0,93.0,0.0,1.92,104.83,4.06,17.61,42.68,5.18
Cairo,2025-06-10 23:00:00,3.0,94.83,0.0,1.93,106.11,5.42,19.19,46.62,5.27
Cairo,2025-06-11 00:00:00,3.0,98.23,0.0,2.26,107.18,7.75,20.59,48.26,5.44
Cairo,2025-06-11 01:00:00,3.0,100.23,0.0,2.73,104.34,10.21,21.43,48.02,6.09
Cairo,2025-06-11 02:00:00,3.0,103.69,0.0,3.32,100.23,12.4,22.79,49.33,7.87
Cairo,2025-06-11 03:00:00,3.0,107.16,0.0,3.8,95.65,14.34,24.51,52.18,9.66
Cairo,2025-06-11 04:00:00,3.0,109.64,0.0,4.14,89.71,15.36,25.92,54.99,11.32
Cairo,2025-06-11 05:00:00,3.0,112.68,0.0,4.31,85.55,15.08,27.37,58.1,12.96
Cairo,2025-06-11 06:00:00,3.0,114.95,0.0,4.37,82.03,14.01,28.87,61.49,14.05
Cairo,2025-06-11 07:00:00,3.0,115.54,0.05,4.58,78.24,12.96,30.1,64.58,14.65
Cairo,2025-06-11 08:00:00,3.0,116.82,0.49,4.47,77.35,13.42,31.43,68.65,14.78
Cairo,2025-06-11 09:00:00,3.0,117.83,0.88,3.76,82.32,14.66,32.42,72.19,13.74
Cairo,2025-06-11 10:00:00,3.0,116.22,0.62,2.45,99.39,16.6,33.17,74.93,10.27
Cairo,2025-06-11 11:00:00,3.0,113.86,0.34,1.47,114.71,15.64,35.56,77.77,8.82
Cairo,2025-06-11 12:00:00,3.0,111.53,0.23,1.04,125.84,14.13,36.25,77.95,7.49
Cairo,2025-06-11 13:00:00,3.0,97.05,0.12,0.55,125.54,7.61,21.61,48.79,3.46
Cairo,2025-06-11 14:00:00,3.0,89.46,0.09,0.39,120.59,4.27,14.84,34.63,2.34
Cairo,2025-06-11 15:00:00,3.0,86.75,0.09,0.39,119.58,3.42,13.19,31.1,2.1
