city,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Cairo,2025-05-01 00:00:00,2.0,116.07,0.0,2.18,86.51,2.07,7.13,35.46,20.4
Cairo,2025-05-01 01:00:00,2.0,115.48,0.0,2.04,88.7,2.31,7.66,37.58,16.76
Cairo,2025-05-01 02:00:00,2.0,117.94,0.0,2.32,87.79,2.72,8.21,38.78,19.93
Cairo,2025-05-01 03:00:00,2.0,120.14,0.0,2.52,86.2,3.16,8.65,39.55,22.71
Cairo,2025-05-01 04:00:00,2.0,121.18,0.0,2.94,82.45,3.36,8.93,39.09,20.96
Cairo,2025-05-01 05:00:00,2.0,123.22,0.0,3.45,77.94,3.21,9.23,38.78,19.23
Cairo,2025-05-01 06:00:00,2.0,124.99,0.0,3.9,73.66,2.97,9.58,39.08,18.44
Cairo,2025-05-01 07:00:00,2.0,126.3,0.02,4.37,69.25,2.89,9.93,39.72,17.86
Cairo,2025-05-01 08:00:00,2.0,127.93,0.48,4.25,67.73,3.2,10.35,41.53,16.68
Cairo,2025-05-01 09:00:00,2.0,128.22,0.93,3.26,71.97,3.8,10.88,45.0,14.25
Cairo,2025-05-01 10:00:00,2.0,124.85,0.49,1.6,90.52,4.54,11.39,48.6,8.74
Cairo,2025-05-01 11:00:00,3.0,120.8,0.22,0.77,103.55,3.23,10.3,43.71,5.65
Cairo,2025-05-01 12:00:00,3.0,117.84,0.14,0.48,109.64,1.94,8.02,34.78,3.62
Cairo,2025-05-01 13:00:00,3.0,116.35,0.08,0.29,109.9,0.7,4.71,21.56,1.41
Cairo,2025-05-01 14:00:00,3.0,114.71,0.08,0.27,109.37,0.42,3.68,16.95,1.01
Cairo,2025-05-01 15:00:00,3.0,113.6,0.08,0.29,109.07,0.36,3.43,15.76,0.95
Cairo,2025-05-01 16:00:00,3.0,113.44,0.08,0.31,109.36,0.33,3.45,15.97,0.93
Cairo,2025-05-01 17:00:00,3.0,112.65,0.07,0.35,108.91,0.32,3.58,17.32,0.94
Cairo,2025-05-01 18:00:00,3.0,112.38,0.06,0.44,108.23,0.33,3.85,19.49,0.99
Cairo,2025-05-01 19:00:00,3.0,113.32,0.04,0.81,106.35,0.49,4.37,22.97,1.65
Cairo,2025-05-01 20:00:00,3.0,115.22,0.0,1.27,103.5,0.77,5.06,27.16,2.6
Cairo,2025-05-01 21:00:00,3.0,116.87,0.0,1.48,101.3,0.99,5.69,30.77,3.24
Cairo,2025-05-01 22:00:00,2.0,118.26,0.0,1.92,97.51,1.32,6.26,33.36,4.71
Cairo,2025-05-01 23:00:00,2.0,121.79,0.0,2.56,93.7,1.72,6.91,35.82,6.73
Cairo,2025-05-02 00:00:00,2.0,124.8,0.0,3.05,90.09,1.84,7.51,38.12,8.24
Cairo,2025-05-02 01:00:00,2.0,125.49,0.0,3.17,86.28,1.5,7.96,39.73,8.98
Cairo,2025-05-02 02:00:00,2.0,126.53,0.0,3.18,84.1,1.18,8.46,41.64,9.38
Cairo,2025-05-02 03:00:00,2.0,127.84,0.0,3.29,83.28,1.04,9.05,44.47,9.89
Cairo,2025-05-02 04:00:00,2.0,127.65,0.0,3.77,78.65,1.04,9.51,45.48,11.71
Cairo,2025-05-02 05:00:00,2.9999659061431885,129.72,0.0,4.58,71.81,1.06,0.0,0.0,14.64
Cairo,2025-05-02 06:00:00,2.0,132.08,0.0,5.35,65.65,1.1,10.69,48.77,15.61
Cairo,2025-05-02 07:00:00,3.0,133.6,0.04,6.23,59.81,1.29,11.36,52.73,16.05
Cairo,2025-05-02 08:00:00,3.0,136.16,0.83,6.17,57.89,1.94,12.1,58.22,18.01
Cairo,2025-05-02 09:00:00,3.0,137.63,1.73,5.05,61.52,2.73,13.03,65.34,17.75
Cairo,2025-05-02 10:00:00,3.0,131.68,0.79,2.42,89.7,3.97,14.19,76.78,9.75
Cairo,2025-05-02 11:00:00,3.0,125.35,0.33,1.11,103.79,3.13,14.52,76.78,6.69
Cairo,2025-05-02 12:00:00,3.0,119.34,0.17,0.59,108.42,1.93,13.5,71.14,4.49
Cairo,2025-05-02 13:00:00,3.0,114.88,0.08,0.27,113.15,0.59,7.35,38.07,1.57
Cairo,2025-05-02 14:00:00,3.0,112.19,0.07,0.24,113.73,0.41,5.47,26.74,1.07
Cairo,2025-05-02 15:00:00,3.0,110.56,0.07,0.25,112.74,0.42,5.48,26.52,0.98
Cairo,2025-05-02 16:00:00,3.0,110.4,0.06,0.26,112.79,0.43,5.96,29.37,0.94
Cairo,2025-05-02 17:00:00,3.0,110.39,0.06,0.29,112.11,0.45,6.56,32.93,0.95
Cairo,2025-05-02 18:00:00,3.0,110.38,0.05,0.35,111.42,0.46,6.91,34.97,0.97
Cairo,2025-05-02 19:00:00,3.0,111.08,0.03,0.62,109.81,0.61,7.18,36.4,1.49
Cairo,2025-05-02 20:00:00,3.0,112.25,0.0,0.91,107.48,0.8,7.33,36.7,2.18
Cairo,2025-05-02 21:00:00,3.0,113.94,0.0,1.05,106.03,0.93,7.38,35.94,2.59
Cairo,2025-05-02 22:00:00,3.0,115.36,0.0,1.37,102.96,1.12,7.63,36.06,3.51
Cairo,2025-05-02 23:00:00,2.0,117.55,0.0,1.81,98.94,1.36,8.14,37.32,4.77
Cairo,2025-05-03 00:00:00,2.0,119.22,0.0,2.12,94.66,1.46,8.69,38.99,5.76
Cairo,2025-05-03 01:00:00,2.0,118.75,0.0,2.22,89.66,1.29,9.05,39.75,6.5
Cairo,2025-05-03 02:00:00,2.0,118.54,0.0,2.23,85.09,1.05,9.4,40.42,7.35
Cairo,2025-05-03 03:00:00,2.0,118.59,0.0,2.29,80.95,0.88,9.71,41.14,8.12
Cairo,2025-05-03 04:00:00,2.0,117.79,0.0,2.33,77.45,0.75,9.73,40.78,8.47
Cairo,2025-05-03 05:00:00,2.0,117.77,0.0,2.3,76.23,0.64,9.54,39.87,8.51
Cairo,2025-05-03 06:00:00,2.0,118.02,0.0,2.21,77.31,0.6,9.12,38.53,8.42
Cairo,2025-05-03 07:00:00,2.0,116.96,0.01,2.1,79.88,0.66,8.46,37.17,8.04
Cairo,2025-05-03 08:00:00,2.0,116.78,0.17,1.92,83.22,0.89,7.92,36.62,7.57
Cairo,2025-05-03 09:00:00,2.0,116.86,0.33,1.48,88.86,1.08,7.51,36.52,6.5
Cairo,2025-05-03 10:00:00,3.0,116.27,0.21,0.8,101.04,0.98,6.78,34.6,3.89
Cairo,2025-05-03 11:00:00,3.0,115.81,0.13,0.47,106.6,0.8,6.02,30.28,2.67
Cairo,2025-05-03 12:00:00,3.0,115.61,0.1,0.34,107.54,0.64,5.48,26.99,1.99
Cairo,2025-05-03 13:00:00,3.0,116.54,0.07,0.24,107.4,0.4,3.67,16.45,1.07
Cairo,2025-05-03 14:00:00,3.0,115.66,0.06,0.24,105.72,0.28,2.56,10.96,0.82
Cairo,2025-05-03 15:00:00,3.0,114.27,0.07,0.25,104.28,0.24,2.16,9.59,0.79
Cairo,2025-05-03 16:00:00,3.0,114.35,0.06,0.28,104.34,0.22,1.88,8.64,0.77
Cairo,2025-05-03 17:00:00,3.0,114.07,0.06,0.31,103.64,0.2,1.63,7.91,0.76
Cairo,2025-05-03 18:00:00,3.0,114.04,0.05,0.37,102.95,0.19,1.48,7.52,0.76
Cairo,2025-05-03 19:00:00,3.0,115.33,0.03,0.57,102.25,0.24,1.51,8.01,1.02
Cairo,2025-05-03 20:00:00,3.0,117.68,0.0,0.85,101.33,0.36,1.73,9.35,1.6
Cairo,2025-05-03 21:00:00,3.0,119.78,0.0,1.01,100.84,0.44,1.88,9.99,2.09
Cairo,2025-05-03 22:00:00,2.0,119.7,0.0,1.17,98.93,0.53,2.03,11.04,2.94
Cairo,2025-05-03 23:00:00,2.0,121.16,0.0,1.36,97.88,0.67,2.31,12.93,4.13
Cairo,2025-05-04 00:00:00,2.0,122.36,0.0,1.46,97.28,0.73,2.64,14.86,5.07
Cairo,2025-05-04 01:00:00,2.0,121.53,0.0,1.46,95.85,0.68,2.97,16.69,5.73
Cairo,2025-05-04 02:00:00,2.0,121.09,0.0,1.44,95.0,0.68,3.3,18.18,6.0
Cairo,2025-05-04 03:00:00,2.0,120.64,0.0,1.43,94.15,0.76,3.62,19.06,5.92
Cairo,2025-05-04 04:00:00,2.0,119.99,0.0,1.41,93.12,0.9,3.99,19.67,5.41
Cairo,2025-05-04 05:00:00,2.0,119.67,0.0,1.39,92.13,1.01,4.52,21.29,4.88
Cairo,2025-05-04 06:00:00,2.0,119.62,0.0,1.4,90.67,1.06,5.23,23.85,4.53
Cairo,2025-05-04 07:00:00,2.0,118.8,0.01,1.45,89.04,1.13,5.91,26.4,4.42
Cairo,2025-05-04 08:00:00,2.0,118.55,0.11,1.38,89.55,1.34,6.57,28.63,4.48
Cairo,2025-05-04 09:00:00,2.0,118.04,0.21,1.07,93.3,1.54,7.22,30.57,4.19
Cairo,2025-05-04 10:00:00,3.0,115.81,0.1,0.42,105.27,1.43,6.47,24.71,1.69
Cairo,2025-05-04 11:00:00,3.0,114.58,0.07,0.28,107.41,1.11,5.66,19.82,1.33
Cairo,2025-05-04 12:00:00,3.0,113.61,0.06,0.23,107.01,0.91,5.39,18.15,1.24
Cairo,2025-05-04 13:00:00,3.0,114.24,0.06,0.23,106.82,0.77,5.25,17.25,1.14
Cairo,2025-05-04 14:00:00,3.0,114.04,0.06,0.26,105.25,0.67,5.02,16.27,1.04
Cairo,2025-05-04 15:00:00,3.0,114.38,0.06,0.31,104.15,0.6,4.67,14.91,0.94
Cairo,2025-05-04 16:00:00,3.0,116.77,0.06,0.38,105.06,0.53,4.29,13.42,0.85
Cairo,2025-05-04 17:00:00,3.0,117.8,0.05,0.46,105.27,0.47,3.97,12.09,0.8
Cairo,2025-05-04 18:00:00,3.0,118.31,0.03,0.56,105.47,0.44,3.79,11.37,0.8
Cairo,2025-05-04 19:00:00,3.0,118.93,0.02,0.83,105.56,0.54,3.89,12.56,1.25
Cairo,2025-05-04 20:00:00,3.0,119.15,0.0,1.07,104.84,0.79,4.13,14.42,1.97
Cairo,2025-05-04 21:00:00,3.0,118.56,0.0,1.15,104.58,1.12,4.4,15.65,2.54
Cairo,2025-05-04 22:00:00,3.0,117.83,0.0,1.27,103.95,1.6,4.76,16.7,3.25
Cairo,2025-05-04 23:00:00,3.0,118.53,0.0,1.46,104.33,2.23,5.24,18.01,4.11
Cairo,2025-05-05 00:00:00,3.0,119.76,0.0,1.65,104.49,2.84,5.68,19.11,4.8
Cairo,2025-05-05 01:00:00,3.0,119.86,0.0,1.85,102.28,3.1,6.0,19.9,5.74
Cairo,2025-05-05 02:00:00,2.0,121.24,0.0,2.22,99.31,3.16,6.51,21.47,7.41
Cairo,2025-05-05 03:00:00,2.0,123.16,0.0,2.68,95.4,3.16,7.35,24.18,9.1
Cairo,2025-05-05 04:00:00,2.0,124.79,0.0,3.18,89.83,2.96,8.47,27.67,9.72
Cairo,2025-05-05 05:00:00,2.0,127.2,0.0,3.77,83.51,2.62,9.84,31.83,9.18
Cairo,2025-05-05 06:00:00,2.0,129.89,0.0,4.34,77.4,2.29,11.24,36.16,8.15
Cairo,2025-05-05 07:00:00,2.0,132.03,0.03,5.05,71.11,2.26,12.53,40.49,7.8
Cairo,2025-05-05 08:00:00,2.0,136.03,0.64,5.29,68.61,3.06,14.12,46.13,8.68
Cairo,2025-05-05 09:00:00,3.0,140.28,1.32,4.56,73.3,4.93,17.56,54.88,9.15
Cairo,2025-05-05 10:00:00,3.0,142.43,0.84,2.72,94.9,9.87,25.19,69.94,5.93
Cairo,2025-05-05 11:00:00,3.0,141.15,0.42,1.5,110.67,9.97,28.66,76.8,5.8
Cairo,2025-05-05 12:00:00,3.0,137.22,0.21,0.84,121.26,9.08,28.83,79.73,5.99
Cairo,2025-05-05 13:00:00,3.0,121.24,0.11,0.43,119.8,5.63,17.96,52.08,2.69
Cairo,2025-05-05 14:00:00,3.0,111.8,0.09,0.33,116.17,2.93,11.29,34.25,1.6
Cairo,2025-05-05 15:00:00,3.0,108.21,0.09,0.33,115.26,1.95,9.07,28.8,1.4
Cairo,2025-05-05 16:00:00,3.0,107.17,0.08,0.36,116.34,1.38,7.59,25.16,1.32
Cairo,2025-05-05 17:00:00,3.0,106.04,0.08,0.39,116.25,1.01,6.42,22.04,1.29
Cairo,2025-05-05 18:00:00,3.0,105.18,0.07,0.47,116.17,0.8,5.62,20.05,1.32
Cairo,2025-05-05 19:00:00,3.0,108.38,0.09,1.76,110.85,1.33,5.69,21.1,4.75
Cairo,2025-05-05 20:00:00,3.0,113.56,0.01,3.74,101.83,2.39,6.16,23.85,9.81
Cairo,2025-05-05 21:00:00,2.0,117.97,0.0,4.95,95.94,3.42,6.58,26.69,14.56
Cairo,2025-05-05 22:00:00,2.0,120.63,0.0,5.9,92.11,4.3,7.01,29.27,19.27
Cairo,2025-05-05 23:00:00,2.0,124.17,0.0,7.0,86.05,4.78,7.37,30.84,20.53
Cairo,2025-05-06 00:00:00,2.0,126.66,0.0,8.08,80.41,4.75,7.55,30.68,19.47
Cairo,2025-05-06 01:00:00,2.0,125.19,0.0,8.16,76.55,3.89,7.61,29.71,17.23
Cairo,2025-05-06 02:00:00,2.0,124.23,0.0,7.69,76.32,3.21,7.97,30.42,15.5
Cairo,2025-05-06 03:00:00,2.0,126.47,0.0,7.0,78.15,3.74,8.8,33.29,13.84
Cairo,2025-05-06 04:00:00,2.0,134.73,0.0,7.23,76.22,5.74,9.92,36.33,13.58
Cairo,2025-05-06 05:00:00,2.0,145.8,0.0,8.83,68.23,6.66,11.0,38.71,15.99
Cairo,2025-05-06 06:00:00,2.0,155.53,0.0,10.19,61.37,6.99,13.11,43.77,17.95
Cairo,2025-05-06 07:00:00,3.0,163.48,0.09,11.72,57.2,7.43,16.43,50.73,19.0
Cairo,2025-05-06 08:00:00,3.0,168.54,1.27,11.23,58.59,8.83,19.34,57.22,18.64
Cairo,2025-05-06 09:00:00,3.0,169.85,2.57,9.19,66.84,10.91,22.53,63.82,17.15
Cairo,2025-05-06 10:00:00,3.0,166.52,2.45,7.07,82.31,12.88,26.49,70.77,14.54
Cairo,2025-05-06 11:00:00,3.0,162.86,1.7,5.04,100.61,13.18,31.97,78.07,13.52
Cairo,2025-05-06 12:00:00,3.0,157.65,0.72,2.73,127.02,13.1,36.67,84.36,12.44
Cairo,2025-05-06 13:00:00,3.0,119.25,0.16,0.72,130.46,7.06,18.68,48.68,4.31
Cairo,2025-05-06 14:00:00,3.0,110.27,0.11,0.46,124.68,4.18,14.01,35.66,2.57
Cairo,2025-05-06 15:00:00,3.0,108.36,0.1,0.45,123.4,3.65,13.36,33.2,2.3
Cairo,2025-05-06 16:00:00,3.0,108.39,0.1,0.48,124.02,3.32,13.23,32.76,2.14
Cairo,2025-05-06 17:00:00,3.0,106.97,0.09,0.55,122.1,2.79,12.7,32.86,2.03
Cairo,2025-05-06 18:00:00,3.0,105.55,0.07,0.68,118.85,2.24,11.92,33.56,1.98
Cairo,2025-05-06 19:00:00,3.0,106.38,0.05,1.48,114.04,2.14,11.61,35.86,3.19
Cairo,2025-05-06 20:00:00,3.0,108.7,0.0,2.96,107.63,2.51,11.67,38.21,5.34
Cairo,2025-05-06 21:00:00,3.0,111.29,0.0,4.26,102.07,3.02,11.81,39.65,7.18
Cairo,2025-05-06 22:00:00,2.0,113.16,0.0,5.25,98.11,3.57,12.25,40.74,8.53
Cairo,2025-05-06 23:00:00,2.0,116.14,0.0,5.68,98.65,4.53,13.44,42.58,9.23
Cairo,2025-05-07 00:00:00,3.0,119.93,0.0,5.82,101.22,7.14,15.64,44.6,9.54
Cairo,2025-05-07 01:00:00,3.0,125.37,0.0,6.31,100.46,11.59,18.0,45.24,10.15
Cairo,2025-05-07 02:00:00,2.0,135.13,0.0,7.6,97.24,15.9,19.81,45.52,11.6
Cairo,2025-05-07 03:00:00,2.0,146.56,0.0,9.02,91.94,18.43,20.83,46.92,13.26
Cairo,2025-05-07 04:00:00,3.0,152.41,0.0,9.49,86.56,18.58,21.64,50.63,14.28
Cairo,2025-05-07 05:00:00,3.0,154.48,0.0,9.25,83.39,17.11,23.53,57.37,14.73
Cairo,2025-05-07 06:00:00,3.0,152.81,0.0,8.73,81.11,15.09,25.33,65.12,14.85
Cairo,2025-05-07 07:00:00,3.0,147.48,0.02,8.62,79.3,13.29,25.86,72.45,14.65
Cairo,2025-05-07 08:00:00,3.0,142.83,0.62,8.49,81.39,13.37,24.97,80.13,14.25
Cairo,2025-05-07 09:00:00,3.0,139.79,1.44,7.01,86.21,14.48,25.07,87.89,13.28
Cairo,2025-05-07 10:00:00,3.0,138.02,1.68,5.6,94.65,15.51,26.22,94.1,12.33
Cairo,2025-05-07 11:00:00,3.0,135.92,1.31,4.19,107.25,15.84,28.63,96.14,11.35
Cairo,2025-05-07 12:00:00,3.0,135.4,0.78,2.89,125.47,16.17,32.13,96.04,9.9
Cairo,2025-05-07 13:00:00,3.0,114.24,0.27,1.13,124.63,10.09,21.23,58.19,3.29
Cairo,2025-05-07 14:00:00,3.0,106.63,0.19,0.74,111.09,6.23,15.3,42.88,1.68
Cairo,2025-05-07 15:00:00,3.0,105.25,0.18,0.73,109.8,5.48,13.84,38.63,1.34
Cairo,2025-05-07 16:00:00,3.0,106.44,0.18,0.83,114.04,5.5,13.49,37.29,1.26
Cairo,2025-05-07 17:00:00,3.0,106.34,0.18,1.03,117.45,5.73,13.36,36.77,1.39
Cairo,2025-05-07 18:00:00,3.0,106.5,0.16,1.45,118.65,6.04,13.14,36.45,1.67
Cairo,2025-05-07 19:00:00,3.0,108.99,0.11,2.88,116.67,6.71,12.98,36.69,2.97
Cairo,2025-05-07 20:00:00,3.0,114.1,0.01,5.17,110.35,7.75,12.91,37.13,4.94
Cairo,2025-05-07 21:00:00,3.0,120.02,0.0,6.84,103.98,8.79,12.85,37.6,6.66
Cairo,2025-05-07 22:00:00,2.0,123.89,0.0,7.93,96.86,9.48,12.64,38.31,7.81
Cairo,2025-05-07 23:00:00,2.0,127.77,0.0,8.44,91.67,10.11,12.58,39.94,8.55
Cairo,2025-05-08 00:00:00,2.0,129.32,0.0,8.24,87.78,10.79,12.65,42.26,8.88
Cairo,2025-05-08 01:00:00,2.0,127.72,0.0,7.54,84.52,11.65,12.81,44.78,8.78
Cairo,2025-05-08 02:00:00,2.0,127.67,0.0,7.05,82.58,13.09,13.25,47.8,8.75
Cairo,2025-05-08 03:00:00,3.0,128.4,0.0,6.81,80.85,14.42,13.72,50.33,8.8
Cairo,2025-05-08 04:00:00,3.0,127.53,0.0,6.63,78.18,15.0,13.96,51.47,8.91
Cairo,2025-05-08 05:00:00,3.0,127.16,0.0,6.49,76.39,14.78,14.38,53.01,9.25
Cairo,2025-05-08 06:00:00,3.0,126.25,0.0,6.17,75.27,13.92,14.87,54.83,9.46
Cairo,2025-05-08 07:00:00,3.0,122.83,0.04,5.99,74.15,12.55,15.11,56.31,9.28
Cairo,2025-05-08 08:00:00,3.0,120.91,0.61,5.36,74.87,11.91,15.48,59.14,8.87
Cairo,2025-05-08 09:00:00,3.0,120.32,1.18,4.32,77.41,11.76,16.18,63.32,8.24
Cairo,2025-05-08 10:00:00,3.0,120.19,1.25,3.53,84.0,11.81,17.47,68.32,7.4
Cairo,2025-05-08 11:00:00,3.0,119.7,0.97,2.78,94.07,11.56,19.39,71.65,6.54
Cairo,2025-05-08 12:00:00,3.0,119.19,0.63,2.06,106.84,11.02,21.28,72.36,5.32
Cairo,2025-05-08 13:00:00,3.0,116.5,0.36,1.32,114.88,9.06,19.49,61.91,3.25
Cairo,2025-05-08 14:00:00,3.0,110.63,0.25,0.97,115.9,7.02,15.97,47.29,2.12
Cairo,2025-05-08 15:00:00,3.0,105.34,0.2,0.82,115.59,5.65,13.09,37.39,1.61
Cairo,2025-05-08 16:00:00,3.0,103.7,0.19,0.87,117.35,5.11,11.71,33.12,1.58
Cairo,2025-05-08 17:00:00,3.0,103.12,0.21,1.15,119.01,5.34,11.77,33.06,2.06
Cairo,2025-05-08 18:00:00,3.0,103.3,0.21,1.68,117.19,5.43,11.72,33.61,2.55
Cairo,2025-05-08 19:00:00,3.0,104.28,0.14,2.68,112.65,5.45,11.45,34.91,2.95
Cairo,2025-05-08 20:00:00,3.0,108.11,0.01,4.12,107.31,6.08,11.75,38.13,3.45
Cairo,2025-05-08 21:00:00,3.0,115.04,0.0,5.63,103.22,8.13,13.56,46.08,4.11
Cairo,2025-05-08 22:00:00,3.0,121.07,0.0,6.88,98.03,11.26,16.32,57.59,4.67
Cairo,2025-05-08 23:00:00,3.0,125.65,0.0,7.32,93.04,13.95,18.46,66.91,5.19
Cairo,2025-05-09 00:00:00,3.0,126.88,0.0,7.09,87.77,15.15,19.0,70.33,5.58
Cairo,2025-05-09 01:00:00,3.0,124.05,0.0,6.65,81.88,15.18,18.2,67.82,5.82
Cairo,2025-05-09 02:00:00,3.0,123.68,0.0,6.44,78.33,15.19,17.45,64.42,6.24
Cairo,2025-05-09 03:00:00,3.0,123.31,0.0,6.2,75.88,14.87,16.86,61.44,6.62
Cairo,2025-05-09 04:00:00,3.0,121.81,0.0,5.94,73.83,14.12,16.41,58.73,7.0
Cairo,2025-05-09 05:00:00,3.0,121.83,0.0,5.83,72.64,13.43,16.54,58.39,7.62
Cairo,2025-05-09 06:00:00,3.0,121.85,0.0,5.71,71.9,12.78,16.99,59.44,8.16
Cairo,2025-05-09 07:00:00,3.0,120.7,0.03,5.83,70.94,12.05,17.48,61.15,8.5
Cairo,2025-05-09 08:00:00,3.0,120.25,0.55,5.55,72.04,11.7,18.0,64.7,8.64
Cairo,2025-05-09 09:00:00,3.0,120.33,1.15,4.66,75.16,11.47,18.65,69.67,8.51
Cairo,2025-05-09 10:00:00,3.0,121.14,1.18,3.72,83.43,10.8,19.76,76.0,7.68
Cairo,2025-05-09 11:00:00,3.0,120.3,0.83,2.74,95.56,9.7,21.32,80.01,6.73
Cairo,2025-05-09 12:00:00,3.0,118.18,0.49,1.88,109.22,8.51,22.57,80.27,5.58
Cairo,2025-05-09 13:00:00,3.0,108.37,0.23,0.94,111.25,5.08,18.44,68.14,2.73
Cairo,2025-05-09 14:00:00,3.0,101.91,0.16,0.65,108.64,3.3,16.42,62.87,1.72
Cairo,2025-05-09 15:00:00,3.0,98.29,0.13,0.56,105.85,2.33,16.13,64.29,1.42
Cairo,2025-05-09 16:00:00,3.0,97.77,0.12,0.57,104.27,1.9,16.83,69.29,1.31
Cairo,2025-05-09 17:00:00,3.0,97.57,0.12,0.67,102.17,1.88,17.68,73.81,1.28
Cairo,2025-05-09 18:00:00,3.0,98.12,0.11,0.92,101.35,2.2,18.54,77.68,1.33
Cairo,2025-05-09 19:00:00,3.0,100.37,0.07,1.73,100.52,2.94,20.04,85.46,1.83
Cairo,2025-05-09 20:00:00,3.0,104.86,0.0,3.05,98.34,4.04,20.88,87.44,2.76
Cairo,2025-05-09 21:00:00,3.0,109.89,0.0,4.02,95.71,5.31,21.07,85.95,3.62
Cairo,2025-05-09 22:00:00,3.0,112.64,0.0,4.56,91.3,6.55,21.1,85.78,4.26
Cairo,2025-05-09 23:00:00,3.0,115.14,0.0,4.77,87.71,7.79,21.66,90.21,4.81
Cairo,2025-05-10 00:00:00,3.0,116.64,0.0,4.8,84.52,9.03,22.4,95.8,5.22
Cairo,2025-05-10 01:00:00,3.0,116.83,0.0,4.94,80.43,10.12,22.72,97.24,5.98
Cairo,2025-05-10 02:00:00,3.0,118.84,0.0,5.26,77.18,11.08,23.09,96.47,7.29
Cairo,2025-05-10 03:00:00,3.0,120.34,0.0,5.44,74.35,11.68,23.22,94.74,8.52
Cairo,2025-05-10 04:00:00,3.0,120.49,0.0,5.53,71.02,11.8,22.98,91.74,9.62
Cairo,2025-05-10 05:00:00,3.0,120.86,0.0,5.57,68.99,11.54,23.03,90.3,10.54
Cairo,2025-05-10 06:00:00,3.0,120.69,0.0,5.51,67.84,10.82,23.3,90.38,11.26
Cairo,2025-05-10 07:00:00,3.0,118.36,0.01,5.5,66.51,9.77,23.48,91.02,11.42
Cairo,2025-05-10 08:00:00,3.0,117.27,0.35,5.2,67.46,9.2,23.86,94.78,11.19
Cairo,2025-05-10 09:00:00,4.0,116.98,0.94,4.12,71.11,8.92,24.37,100.97,10.72
Cairo,2025-05-10 10:00:00,4.0,116.89,1.01,3.16,79.21,8.46,25.46,108.64,10.1
Cairo,2025-05-10 11:00:00,4.0,115.95,0.71,2.33,91.42,7.6,27.06,113.89,9.35
Cairo,2025-05-10 12:00:00,4.0,114.5,0.43,1.62,104.07,6.51,28.6,118.09,8.11
Cairo,2025-05-10 13:00:00,4.0,103.62,0.17,0.65,98.42,2.83,23.43,101.9,2.98
Cairo,2025-05-10 14:00:00,3.0,100.17,0.13,0.51,98.25,2.19,19.66,83.11,1.87
Cairo,2025-05-10 15:00:00,3.0,99.01,0.13,0.52,101.54,2.35,18.16,74.0,1.63
Cairo,2025-05-10 16:00:00,3.0,99.81,0.13,0.6,107.15,2.79,17.56,69.05,1.53
Cairo,2025-05-10 17:00:00,3.0,99.77,0.13,0.75,111.86,3.32,17.21,65.73,1.5
Cairo,2025-05-10 18:00:00,3.0,99.73,0.11,1.02,114.84,3.76,16.85,63.25,1.55
Cairo,2025-05-10 19:00:00,3.0,102.44,0.09,2.34,114.19,4.6,17.17,63.33,3.37
Cairo,2025-05-10 20:00:00,3.0,107.15,0.01,4.37,109.21,5.52,17.36,62.02,6.02
Cairo,2025-05-10 21:00:00,3.0,111.89,0.0,5.77,102.01,6.27,17.33,60.59,8.05
Cairo,2025-05-10 22:00:00,3.0,116.11,0.0,7.49,91.86,7.04,17.2,58.04,10.26
Cairo,2025-05-10 23:00:00,3.0,122.59,0.0,9.56,82.04,7.99,17.46,56.89,12.97
Cairo,2025-05-11 00:00:00,3.0,128.34,0.0,11.17,73.48,8.69,17.82,56.95,15.15
Cairo,2025-05-11 01:00:00,3.0,131.34,0.0,11.82,66.22,8.81,18.12,57.57,16.69
Cairo,2025-05-11 02:00:00,3.0,134.41,0.0,11.92,61.81,8.82,18.74,59.64,17.26
Cairo,2025-05-11 03:00:00,3.0,135.94,0.0,11.48,59.15,8.91,19.66,64.17,17.17
Cairo,2025-05-11 04:00:00,3.0,134.81,0.0,10.77,56.21,8.87,20.58,69.86,17.02
Cairo,2025-05-11 05:00:00,3.0,134.12,0.0,10.4,53.23,8.63,21.78,76.01,17.74
Cairo,2025-05-11 06:00:00,3.0,131.85,0.0,9.91,50.9,8.15,23.03,82.5,18.42
Cairo,2025-05-11 07:00:00,3.0,126.61,0.05,9.19,49.11,7.68,23.88,87.52,18.23
Cairo,2025-05-11 08:00:00,3.0,122.61,0.86,7.66,50.42,7.98,24.55,92.5,17.5
Cairo,2025-05-11 09:00:00,3.0,119.41,1.69,5.84,55.75,8.49,24.98,97.9,15.95
Cairo,2025-05-11 10:00:00,4.0,114.32,1.46,4.1,68.73,8.42,25.06,102.31,12.25
Cairo,2025-05-11 11:00:00,4.0,110.49,1.01,2.95,82.84,7.51,25.48,101.11,10.43
Cairo,2025-05-11 12:00:00,3.0,106.7,0.54,1.92,100.17,6.17,26.18,99.22,8.87
Cairo,2025-05-11 13:00:00,3.0,96.94,0.15,0.58,102.13,1.92,19.17,82.18,2.49
Cairo,2025-05-11 14:00:00,3.0,94.82,0.09,0.38,100.03,1.2,19.45,84.0,1.58
Cairo,2025-05-11 15:00:00,3.0,94.22,0.08,0.33,98.58,1.08,19.97,85.93,1.43
Cairo,2025-05-11 16:00:00,3.0,94.96,0.08,0.41,97.89,1.14,20.67,88.98,1.8
Cairo,2025-05-11 17:00:00,3.0,95.56,0.09,0.63,96.23,1.29,21.27,91.43,2.7
